Time_ms,TargetRotX,TargetRotY,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftConfidence,RightRotX,RightRotY,RightRotZ,RightRotW,RightConfidence
136489,0.00,0.00,0.07916,0.03041,-0.01085,0.99634,-0.10807,-0.01012,-0.00110,0.99409,-0.02912,0.02140,-0.00939,0.99930,1.00,-0.10771,-0.03764,-0.00408,0.99346,-0.02921,-0.00580,-0.01455,0.99945,1.00
136503,0.00,0.00,0.07908,0.03019,-0.01087,0.99635,-0.10799,-0.00990,-0.00108,0.99410,-0.02912,0.02140,-0.00940,0.99930,1.00,-0.10764,-0.03742,-0.00405,0.99348,-0.02921,-0.00580,-0.01455,0.99945,1.00
136517,0.00,0.00,0.07889,0.02983,-0.01074,0.99638,-0.10780,-0.00952,-0.00103,0.99413,-0.02912,0.02141,-0.00924,0.99930,1.00,-0.10746,-0.03703,-0.00401,0.99351,-0.02921,-0.00580,-0.01437,0.99945,1.00
136530,0.00,0.00,0.07875,0.02964,-0.01067,0.99640,-0.10784,-0.00907,-0.00098,0.99413,-0.02929,0.02166,-0.00911,0.99929,1.00,-0.10751,-0.03659,-0.00396,0.99352,-0.02939,-0.00555,-0.01424,0.99945,1.00
136544,0.00,0.00,0.07866,0.02941,-0.01062,0.99641,-0.10775,-0.00883,-0.00096,0.99414,-0.02929,0.02166,-0.00904,0.99930,1.00,-0.10742,-0.03635,-0.00393,0.99354,-0.02939,-0.00555,-0.01417,0.99945,1.00
136558,0.00,0.00,0.07848,0.02906,-0.01041,0.99644,-0.11001,-0.00910,-0.00101,0.99389,-0.03174,0.02104,-0.00886,0.99924,1.00,-0.10968,-0.03664,-0.00405,0.99328,-0.03184,-0.00618,-0.01406,0.99938,1.00
136572,0.00,0.00,0.07831,0.02870,-0.01017,0.99646,-0.10984,-0.00869,-0.00096,0.99391,-0.03174,0.02105,-0.00860,0.99924,1.00,-0.10953,-0.03623,-0.00400,0.99332,-0.03184,-0.00617,-0.01378,0.99938,1.00
136586,0.00,0.00,0.07807,0.02822,-0.00990,0.99650,-0.10992,-0.00636,-0.00070,0.99392,-0.03202,0.02285,-0.00794,0.99919,1.00,-0.10964,-0.03391,-0.00374,0.99339,-0.03214,-0.00438,-0.01312,0.99939,1.00
136600,0.00,0.00,0.07780,0.02770,-0.00971,0.99654,-0.10965,-0.00581,-0.00064,0.99395,-0.03201,0.02285,-0.00771,0.99920,1.00,-0.10938,-0.03336,-0.00367,0.99343,-0.03214,-0.00438,-0.01288,0.99939,1.00
136615,0.00,0.00,0.07755,0.02709,-0.00972,0.99657,-0.10940,-0.00519,-0.00057,0.99398,-0.03201,0.02286,-0.00767,0.99920,1.00,-0.10914,-0.03274,-0.00360,0.99348,-0.03214,-0.00437,-0.01283,0.99939,1.00
