Time_ms,Phase,PhaseTime_ms,TargetRotX,TargetRotY,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,LeftBlinkWeight,RightBlinkWeight,LeftConfidence,RightConfidence
0,Fixation,0,0.00,0.00,-0.02348,-0.03287,-0.02987,-0.99874,-0.04904,0.01281,-0.00063,-0.99871,0.07283,0.02149,0.02854,0.99670,-0.04888,0.03993,-0.00196,-0.99800,0.07351,-0.00567,0.02922,0.99685,0.45758,0.00027,1.00,1.00
12,Fixation,12,0.00,0.00,-0.02337,-0.03306,-0.02973,-0.99874,-0.04914,0.01299,-0.00064,-0.99871,0.07282,0.02150,0.02841,0.99671,-0.04899,0.04011,-0.00197,-0.99799,0.07351,-0.00566,0.02908,0.99685,0.45758,0.00027,1.00,1.00
24,Fixation,24,0.00,0.00,-0.02326,-0.03320,-0.02954,-0.99874,-0.04940,0.01295,-0.00064,-0.99870,0.07297,0.02167,0.02820,0.99670,-0.04925,0.04008,-0.00198,-0.99798,0.07365,-0.00548,0.02889,0.99685,0.45758,0.00027,1.00,1.00
34,Fixation,34,0.00,0.00,-0.02309,-0.03329,-0.02943,-0.99875,-0.04966,0.01762,-0.00088,-0.99861,0.07320,0.01710,0.02821,0.99677,-0.04948,0.04473,-0.00222,-0.99777,0.07385,-0.01005,0.02890,0.99680,0.40465,0.00013,1.00,1.00
46,Fixation,46,0.00,0.00,-0.02322,-0.03343,-0.02941,-0.99874,-0.04988,0.01991,-0.00099,-0.99856,0.07363,0.01494,0.02823,0.99677,-0.04968,0.04702,-0.00234,-0.99766,0.07425,-0.01220,0.02893,0.99675,0.40465,0.00013,1.00,1.00
55,Fixation,55,0.00,0.00,-0.02334,-0.03351,-0.02941,-0.99873,-0.04977,0.01999,-0.00100,-0.99856,0.07363,0.01494,0.02823,0.99677,-0.04956,0.04709,-0.00234,-0.99766,0.07425,-0.01220,0.02892,0.99675,0.48880,0.00006,1.00,1.00
68,Fixation,68,0.00,0.00,-0.02323,-0.03362,-0.02940,-0.99873,-0.04988,0.02326,-0.00116,-0.99848,0.07373,0.01178,0.02830,0.99681,-0.04965,0.05035,-0.00251,-0.99749,0.07432,-0.01535,0.02899,0.99669,0.48880,0.00006,1.00,1.00
80,Fixation,80,0.00,0.00,-0.02314,-0.03366,-0.02945,-0.99873,-0.05246,0.02540,-0.00133,-0.99830,0.07629,0.00975,0.02838,0.99663,-0.05219,0.05249,-0.00275,-0.99725,0.07685,-0.01738,0.02914,0.99647,0.56031,0.00010,1.00,1.00
89,Fixation,89,0.00,0.00,-0.02263,-0.03364,-0.02945,-0.99874,-0.05326,0.02548,-0.00136,-0.99825,0.07658,0.00967,0.02839,0.99661,-0.05299,0.05257,-0.00279,-0.99721,0.07713,-0.01746,0.02919,0.99644,0.56031,0.00010,1.00,1.00
102,Fixation,102,0.00,0.00,-0.02221,-0.03345,-0.02953,-0.99876,-0.05526,0.02686,-0.00149,-0.99811,0.07820,0.00815,0.02852,0.99650,-0.05495,0.05395,-0.00297,-0.99703,0.07872,-0.01898,0.02938,0.99628,0.56031,0.00010,1.00,1.00
111,Fixation,111,0.00,0.00,-0.02225,-0.03370,-0.02935,-0.99875,-0.05629,0.02827,-0.00159,-0.99801,0.07931,0.00702,0.02836,0.99642,-0.05598,0.05535,-0.00311,-0.99689,0.07982,-0.02012,0.02925,0.99618,0.49692,0.00006,1.00,1.00
123,Fixation,123,0.00,0.00,-0.02221,-0.03403,-0.02874,-0.99876,-0.05633,0.02852,-0.00161,-0.99800,0.07930,0.00707,0.02774,0.99644,-0.05606,0.05561,-0.00313,-0.99687,0.07984,-0.02007,0.02863,0.99619,0.49692,0.00006,1.00,1.00
135,Fixation,135,0.00,0.00,-0.02180,-0.03432,-0.02846,-0.99877,-0.05602,0.02874,-0.00161,-0.99801,0.07859,0.00711,0.02746,0.99650,-0.05576,0.05583,-0.00312,-0.99688,0.07913,-0.02002,0.02836,0.99626,0.49692,0.00006,1.00,1.00
145,Fixation,145,0.00,0.00,-0.02171,-0.03468,-0.02846,-0.99876,-0.05703,0.02230,-0.00127,-0.99812,0.07931,0.01394,0.02722,0.99638,-0.05681,0.04942,-0.00282,-0.99716,0.07989,-0.01323,0.02815,0.99632,0.44209,0.00002,1.00,1.00
156,Fixation,156,0.00,0.00,-0.02143,-0.03520,-0.02850,-0.99874,-0.05649,0.02231,-0.00126,-0.99815,0.07849,0.01444,0.02724,0.99644,-0.05625,0.04943,-0.00279,-0.99719,0.07906,-0.01272,0.02816,0.99639,0.44209,0.00002,1.00,1.00
167,Fixation,167,0.00,0.00,-0.02084,-0.03578,-0.02858,-0.99873,-0.05706,0.02292,-0.00131,-0.99811,0.07849,0.01443,0.02732,0.99644,-0.05682,0.05004,-0.00285,-0.99713,0.07906,-0.01273,0.02827,0.99639,0.46228,0.00000,1.00,1.00
180,Fixation,180,0.00,0.00,-0.02061,-0.03626,-0.02894,-0.99871,-0.05706,0.02349,-0.00134,-0.99809,0.07829,0.01436,0.02767,0.99644,-0.05678,0.05061,-0.00288,-0.99710,0.07883,-0.01281,0.02863,0.99639,0.46228,0.00000,1.00,1.00
190,Fixation,190,0.00,0.00,-0.02050,-0.03700,-0.02905,-0.99868,-0.05680,0.02322,-0.00132,-0.99811,0.07792,0.01537,0.02774,0.99646,-0.05652,0.05035,-0.00285,-0.99713,0.07846,-0.01180,0.02870,0.99643,0.46819,0.00000,1.00,1.00
201,Fixation,201,0.00,0.00,-0.02023,-0.03762,-0.02892,-0.99867,-0.05674,0.01935,-0.00110,-0.99820,0.07746,0.01985,0.02744,0.99642,-0.05650,0.04649,-0.00263,-0.99732,0.07804,-0.00733,0.02841,0.99652,0.46819,0.00000,1.00,1.00
