Time_ms,LeftBlinkWeight,RightBlinkWeight,LeftConfidence,RightConfidence
0,0.00000,0.00000,1.00,1.00
13,0.00000,0.00000,1.00,1.00
27,0.00000,0.00000,1.00,1.00
41,0.00000,0.00000,1.00,1.00
55,0.00000,0.00000,1.00,1.00
69,0.00000,0.00000,1.00,1.00
83,0.00000,0.00000,1.00,1.00
97,0.00000,0.00000,1.00,1.00
111,0.00000,0.00000,1.00,1.00
124,0.00000,0.00000,1.00,1.00
139,0.00000,0.00000,1.00,1.00
153,0.00000,0.00000,1.00,1.00
167,0.00000,0.00000,1.00,1.00
180,0.00000,0.00000,1.00,1.00
195,0.00000,0.00000,1.00,1.00
209,0.00000,0.00000,1.00,1.00
222,0.00000,0.00000,1.00,1.00
236,0.00000,0.00000,1.00,1.00
250,0.00000,0.00000,1.00,1.00
264,0.00000,0.00000,1.00,1.00
278,0.00000,0.00000,1.00,1.00
292,0.00000,0.00000,1.00,1.00
306,0.00000,0.00000,1.00,1.00
320,0.00000,0.00000,1.00,1.00
334,0.00000,0.00000,1.00,1.00
348,0.08074,0.02877,1.00,1.00
362,0.08074,0.02877,1.00,1.00
376,0.08074,0.02877,1.00,1.00
389,0.47184,0.17359,1.00,1.00
404,0.47184,0.17359,1.00,1.00
417,0.23911,0.09725,1.00,1.00
432,0.23911,0.09725,1.00,1.00
446,0.08596,0.03461,1.00,1.00
459,0.08596,0.03461,1.00,1.00
474,0.08596,0.03461,1.00,1.00
487,0.02008,0.00860,1.00,1.00
502,0.02008,0.00860,1.00,1.00
515,0.00259,0.00241,1.00,1.00
529,0.00259,0.00241,1.00,1.00
543,0.00259,0.00241,1.00,1.00
557,0.00039,0.00075,1.00,1.00
571,0.00039,0.00075,1.00,1.00
585,0.00007,0.00026,1.00,1.00
599,0.00007,0.00026,1.00,1.00
613,0.00001,0.00010,1.00,1.00
627,0.00001,0.00010,1.00,1.00
641,0.00001,0.00010,1.00,1.00
655,0.00000,0.00004,1.00,1.00
669,0.00000,0.00004,1.00,1.00
683,0.00000,0.00002,1.00,1.00
696,0.00000,0.00002,1.00,1.00
710,0.04892,0.00363,1.00,1.00
724,0.04892,0.00363,1.00,1.00
738,0.04892,0.00363,1.00,1.00
752,0.39455,0.08012,1.00,1.00
766,0.39455,0.08012,1.00,1.00
780,0.19876,0.05559,1.00,1.00
794,0.19876,0.05559,1.00,1.00
808,0.19876,0.05559,1.00,1.00
822,0.05130,0.02853,1.00,1.00
836,0.05130,0.02853,1.00,1.00
850,0.00638,0.00918,1.00,1.00
864,0.00638,0.00918,1.00,1.00
878,0.00092,0.00326,1.00,1.00
891,0.00092,0.00326,1.00,1.00
906,0.00092,0.00326,1.00,1.00
919,0.00016,0.00127,1.00,1.00
934,0.00016,0.00127,1.00,1.00
947,0.00003,0.00053,1.00,1.00
961,0.00003,0.00053,1.00,1.00
975,0.00003,0.00053,1.00,1.00
989,0.00001,0.00024,1.00,1.00
1003,0.00001,0.00024,1.00,1.00
1017,0.00000,0.00012,1.00,1.00
1031,0.00000,0.00012,1.00,1.00
1045,0.00000,0.00006,1.00,1.00
1058,0.00000,0.00006,1.00,1.00
1073,0.00000,0.00006,1.00,1.00
1086,0.00000,0.00003,1.00,1.00
1101,0.00000,0.00003,1.00,1.00
1114,0.00000,0.00002,1.00,1.00
1128,0.00000,0.00002,1.00,1.00
1142,0.00000,0.00002,1.00,1.00
1156,0.00000,0.00001,1.00,1.00
1170,0.00000,0.00001,1.00,1.00
1184,0.00000,0.00001,1.00,1.00
1198,0.00000,0.00001,1.00,1.00
1212,0.00000,0.00000,1.00,1.00
1225,0.00000,0.00000,1.00,1.00
1240,0.00000,0.00000,1.00,1.00
1253,0.00000,0.00000,1.00,1.00
1268,0.00000,0.00000,1.00,1.00
1281,0.00000,0.00000,1.00,1.00
1295,0.00000,0.00000,1.00,1.00
1309,0.00000,0.00000,1.00,1.00
1324,0.00000,0.00000,1.00,1.00
1337,0.00000,0.00000,1.00,1.00
1350,0.00000,0.00000,1.00,1.00
1364,0.00000,0.00000,1.00,1.00
1378,0.00000,0.00000,1.00,1.00
1392,0.00000,0.00000,1.00,1.00
1407,0.00000,0.00000,1.00,1.00
1420,0.00000,0.00000,1.00,1.00
1435,0.00000,0.00000,1.00,1.00
1448,0.00000,0.00000,1.00,1.00
1462,0.00000,0.00000,1.00,1.00
1476,0.00000,0.00000,1.00,1.00
1490,0.00000,0.00000,1.00,1.00
1504,0.00000,0.00000,1.00,1.00
1518,0.00000,0.00000,1.00,1.00
1532,0.00000,0.00000,1.00,1.00
1546,0.00000,0.00000,1.00,1.00
1559,0.00000,0.00000,1.00,1.00
1574,0.00000,0.00000,1.00,1.00
1587,0.00000,0.00000,1.00,1.00
1602,0.00000,0.00000,1.00,1.00
1616,0.00000,0.00000,1.00,1.00
1629,0.00000,0.00000,1.00,1.00
1644,0.00000,0.00000,1.00,1.00
1657,0.00000,0.00000,1.00,1.00
1671,0.00000,0.00000,1.00,1.00
1685,0.00000,0.00000,1.00,1.00
1699,0.00000,0.00000,1.00,1.00
1713,0.00000,0.00000,1.00,1.00
1727,0.00000,0.00000,1.00,1.00
1741,0.00000,0.00000,1.00,1.00
1755,0.00000,0.00000,1.00,1.00
1769,0.00000,0.00000,1.00,1.00
1782,0.00000,0.00000,1.00,1.00
1796,0.00000,0.00000,1.00,1.00
1810,0.00000,0.00000,1.00,1.00
1824,0.00000,0.00000,1.00,1.00
1838,0.00000,0.00000,1.00,1.00
1852,0.00000,0.00000,1.00,1.00
1867,0.00000,0.00000,1.00,1.00
1880,0.00000,0.00000,1.00,1.00
1894,0.00000,0.00000,1.00,1.00
1908,0.00000,0.00000,1.00,1.00
1921,0.00000,0.00000,1.00,1.00
1936,0.00000,0.00000,1.00,1.00
1950,0.00000,0.00000,1.00,1.00
1964,0.00000,0.00000,1.00,1.00
1978,0.00000,0.00000,1.00,1.00
1991,0.00000,0.00000,1.00,1.00
2006,0.00000,0.00000,1.00,1.00
2019,0.00000,0.00000,1.00,1.00
2034,0.00000,0.00000,1.00,1.00
2047,0.00000,0.00000,1.00,1.00
2061,0.00000,0.00000,1.00,1.00
2075,0.00000,0.00000,1.00,1.00
2089,0.00000,0.00000,1.00,1.00
2103,0.00000,0.00000,1.00,1.00
2117,0.00000,0.00000,1.00,1.00
2131,0.00000,0.00000,1.00,1.00
2145,0.00000,0.00000,1.00,1.00
2158,0.00000,0.00000,1.00,1.00
2172,0.00000,0.00000,1.00,1.00
2186,0.00000,0.00000,1.00,1.00
2201,0.00000,0.00000,1.00,1.00
2214,0.00000,0.00000,1.00,1.00
2228,0.00000,0.00000,1.00,1.00
2242,0.00000,0.00000,1.00,1.00
2256,0.00000,0.00000,1.00,1.00
2270,0.00000,0.00000,1.00,1.00
2284,0.00000,0.00000,1.00,1.00
2298,0.00000,0.00000,1.00,1.00
2311,0.00000,0.00000,1.00,1.00
2325,0.00000,0.00000,1.00,1.00
2340,0.00000,0.00000,1.00,1.00
2353,0.00000,0.00000,1.00,1.00
2368,0.00000,0.00000,1.00,1.00
2381,0.00000,0.00000,1.00,1.00
2395,0.00000,0.00000,1.00,1.00
2409,0.00000,0.00000,1.00,1.00
2422,0.00000,0.00000,1.00,1.00
2437,0.00000,0.00000,1.00,1.00
2451,0.00000,0.00000,1.00,1.00
2465,0.00000,0.00000,1.00,1.00
2479,0.90431,0.81198,1.00,1.00
2492,0.90431,0.81198,1.00,1.00
2507,0.90431,0.81198,1.00,1.00
2520,0.85337,0.85169,1.00,1.00
2535,0.85337,0.85169,1.00,1.00
2548,0.87655,0.88716,1.00,1.00
2562,0.87655,0.88716,1.00,1.00
2576,0.87655,0.88716,1.00,1.00
2590,0.82747,0.82774,1.00,1.00
2604,0.82747,0.82774,1.00,1.00
2618,0.19745,0.36521,1.00,1.00
2632,0.19745,0.36521,1.00,1.00
2646,0.00192,0.03507,1.00,1.00
2659,0.00192,0.03507,1.00,1.00
2674,0.00192,0.03507,1.00,1.00
2687,0.04146,0.05835,1.00,1.00
2702,0.04146,0.05835,1.00,1.00
2715,0.01210,0.01269,1.00,1.00
2729,0.01210,0.01269,1.00,1.00
2743,0.01210,0.01269,1.00,1.00
2757,0.00056,0.00056,1.00,1.00
2771,0.00056,0.00056,1.00,1.00
2785,0.00003,0.00003,1.00,1.00
2799,0.00003,0.00003,1.00,1.00
2813,0.00000,0.00000,1.00,1.00
2826,0.00000,0.00000,1.00,1.00
2841,0.00000,0.00000,1.00,1.00
2854,0.00000,0.00000,1.00,1.00
2869,0.00000,0.00000,1.00,1.00
2882,0.00000,0.00000,1.00,1.00
2896,0.00000,0.00000,1.00,1.00
2910,0.00000,0.00000,1.00,1.00
2924,0.00000,0.00000,1.00,1.00
2938,0.00000,0.00000,1.00,1.00
2952,0.00000,0.00000,1.00,1.00
2967,0.00000,0.00000,1.00,1.00
2980,0.00000,0.00000,1.00,1.00
2993,0.00000,0.00000,1.00,1.00
3008,0.00000,0.00000,1.00,1.00
3021,0.00000,0.00000,1.00,1.00
3036,0.00000,0.00000,1.00,1.00
3049,0.00000,0.00000,1.00,1.00
3063,0.00000,0.00000,1.00,1.00
3077,0.00000,0.00000,1.00,1.00
3091,0.00000,0.00000,1.00,1.00
3105,0.00000,0.00000,1.00,1.00
3119,0.00000,0.00000,1.00,1.00
3133,0.00000,0.00000,1.00,1.00
3147,0.00000,0.00000,1.00,1.00
3161,0.00000,0.00000,1.00,1.00
3175,0.00000,0.00000,1.00,1.00
3188,0.00000,0.00000,1.00,1.00
3203,0.00000,0.00000,1.00,1.00
3216,0.00000,0.00000,1.00,1.00
3230,0.00000,0.00000,1.00,1.00
3244,0.00000,0.00000,1.00,1.00
3258,0.00000,0.00000,1.00,1.00
3272,0.00000,0.00000,1.00,1.00
3286,0.00000,0.00000,1.00,1.00
3300,0.00000,0.00000,1.00,1.00
3314,0.00000,0.00000,1.00,1.00
3328,0.00000,0.00000,1.00,1.00
3342,0.00000,0.00000,1.00,1.00
3356,0.00000,0.00000,1.00,1.00
3370,0.00000,0.00000,1.00,1.00
3383,0.00000,0.00000,1.00,1.00
3398,0.00000,0.00000,1.00,1.00
3411,0.00000,0.00000,1.00,1.00
3425,0.00000,0.00000,1.00,1.00
3440,0.00000,0.00000,1.00,1.00
3453,0.00000,0.00000,1.00,1.00
3468,0.00000,0.00000,1.00,1.00
3481,0.00000,0.00000,1.00,1.00
3495,0.00000,0.00000,1.00,1.00
3509,0.00000,0.00000,1.00,1.00
3522,0.00000,0.00000,1.00,1.00
3537,0.00000,0.00000,1.00,1.00
3550,0.00000,0.00000,1.00,1.00
3564,0.00000,0.00000,1.00,1.00
3578,0.00000,0.00000,1.00,1.00
3592,0.00000,0.00000,1.00,1.00
3606,0.00000,0.00000,1.00,1.00
3620,0.00000,0.00000,1.00,1.00
3635,0.00000,0.00000,1.00,1.00
3648,0.00000,0.00000,1.00,1.00
3661,0.00000,0.00000,1.00,1.00
3676,0.00000,0.00000,1.00,1.00
3689,0.00000,0.00000,1.00,1.00
3704,0.00000,0.00000,1.00,1.00
3717,0.00000,0.00000,1.00,1.00
3731,0.00000,0.00000,1.00,1.00
3745,0.00000,0.00000,1.00,1.00
3759,0.00000,0.00000,1.00,1.00
3773,0.00000,0.00000,1.00,1.00
3787,0.00000,0.00000,1.00,1.00
3802,0.00000,0.00000,1.00,1.00
3815,0.00000,0.00000,1.00,1.00
3829,0.00000,0.00000,1.00,1.00
3843,0.00000,0.00000,1.00,1.00
3856,0.00000,0.00000,1.00,1.00
3871,0.00000,0.00000,1.00,1.00
3884,0.00000,0.00000,1.00,1.00
3899,0.00000,0.00000,1.00,1.00
3912,0.00000,0.00000,1.00,1.00
3926,0.00000,0.00000,1.00,1.00
3940,0.00000,0.00000,1.00,1.00
3954,0.19895,0.11811,1.00,1.00
3969,0.19895,0.11811,1.00,1.00
3982,0.87979,0.82447,1.00,1.00
3996,0.87979,0.82447,1.00,1.00
4010,0.87979,0.82447,1.00,1.00
4023,0.66446,0.68983,1.00,1.00
4038,0.66446,0.68983,1.00,1.00
4051,0.89274,0.85066,1.00,1.00
4066,0.89274,0.85066,1.00,1.00
4079,0.86508,0.87458,1.00,1.00
4093,0.86508,0.87458,1.00,1.00
4108,0.86508,0.87458,1.00,1.00
4121,0.84514,0.82448,1.00,1.00
4136,0.84514,0.82448,1.00,1.00
4149,0.49180,0.60804,1.00,1.00
4163,0.49180,0.60804,1.00,1.00
4177,0.49180,0.60804,1.00,1.00
4190,0.00253,0.05617,1.00,1.00
4205,0.00253,0.05617,1.00,1.00
4218,0.05689,0.07980,1.00,1.00
4233,0.05689,0.07980,1.00,1.00
4246,0.01242,0.02900,1.00,1.00
4260,0.01242,0.02900,1.00,1.00
4275,0.01242,0.02900,1.00,1.00
4288,0.00049,0.01159,1.00,1.00
4303,0.00049,0.01159,1.00,1.00
4316,0.00002,0.00053,1.00,1.00
4330,0.00002,0.00053,1.00,1.00
4344,0.00000,0.00003,1.00,1.00
4358,0.00000,0.00003,1.00,1.00
4372,0.00000,0.00003,1.00,1.00
4385,0.00000,0.00000,1.00,1.00
4400,0.00000,0.00000,1.00,1.00
4414,0.00000,0.00000,1.00,1.00
4427,0.00000,0.00000,1.00,1.00
4441,0.00000,0.00000,1.00,1.00
