Time_ms,TargetRotY,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,LeftConfidence,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,RightConfidence
323,12.03988,0.03707,0.01690,-0.04009,0.99837,-0.08442,-0.01271,-0.00108,0.99635,-0.04787,0.00757,-0.04007,0.99802,1.00,-0.08413,-0.04003,-0.00338,0.99565,-0.04874,-0.01964,-0.04336,0.99768,1.00
334,12.39456,0.03700,0.01693,-0.04007,0.99837,-0.08384,-0.01263,-0.00106,0.99640,-0.04736,0.00765,-0.04004,0.99805,1.00,-0.08355,-0.03995,-0.00335,0.99570,-0.04823,-0.01956,-0.04331,0.99771,1.00
345,12.74043,0.03667,0.01696,-0.04003,0.99838,-0.08351,-0.01265,-0.00106,0.99643,-0.04736,0.00765,-0.03999,0.99805,1.00,-0.08322,-0.03996,-0.00334,0.99572,-0.04823,-0.01956,-0.04325,0.99771,1.00
356,13.08000,0.03609,0.01687,-0.03969,0.99842,-0.08295,-0.01248,-0.00104,0.99648,-0.04736,0.00767,-0.03964,0.99806,1.00,-0.08267,-0.03980,-0.00330,0.99578,-0.04823,-0.01954,-0.04287,0.99772,1.00
368,13.41741,0.03591,0.01688,-0.03949,0.99843,-0.11722,0.04449,0.00526,0.99209,-0.07957,0.06561,-0.03036,0.99420,1.00,-0.11774,0.01691,0.00200,0.99290,-0.08120,0.03822,-0.03462,0.99536,1.00
379,13.74646,0.03598,0.01696,-0.03929,0.99844,-0.11727,0.04445,0.00525,0.99209,-0.07955,0.06563,-0.03014,0.99421,1.00,-0.11779,0.01686,0.00200,0.99289,-0.08119,0.03824,-0.03440,0.99537,1.00
390,14.06015,0.03614,0.01705,-0.03924,0.99843,-0.11742,0.04437,0.00525,0.99208,-0.07955,0.06563,-0.03008,0.99421,1.00,-0.11795,0.01678,0.00199,0.99288,-0.08119,0.03824,-0.03436,0.99537,1.00
401,14.37711,0.03618,0.01718,-0.03932,0.99842,-0.12272,0.05904,0.00731,0.99066,-0.08424,0.08053,-0.02741,0.99281,1.00,-0.12350,0.03147,0.00392,0.99184,-0.08611,0.05317,-0.03183,0.99436,1.00
412,14.67724,0.03631,0.01733,-0.03938,0.99841,-0.12285,0.05887,0.00730,0.99065,-0.08424,0.08052,-0.02746,0.99281,1.00,-0.12362,0.03130,0.00390,0.99183,-0.08612,0.05317,-0.03189,0.99435,1.00
423,14.98069,0.03651,0.01756,-0.03951,0.99840,-0.12306,0.05861,0.00728,0.99064,-0.08425,0.08051,-0.02757,0.99280,1.00,-0.12382,0.03104,0.00387,0.99181,-0.08612,0.05316,-0.03201,0.99435,1.00
435,15.27647,0.03646,0.01759,-0.03954,0.99840,-0.12360,0.06079,0.00759,0.99044,-0.08475,0.08273,-0.02720,0.99259,1.00,-0.12439,0.03322,0.00417,0.99167,-0.08665,0.05538,-0.03165,0.99419,1.00
445,15.55237,0.03641,0.01769,-0.03949,0.99840,-0.12354,0.06071,0.00757,0.99045,-0.08475,0.08273,-0.02715,0.99259,1.00,-0.12433,0.03314,0.00416,0.99168,-0.08665,0.05539,-0.03160,0.99420,1.00
457,15.82900,0.03627,0.01767,-0.03928,0.99841,-0.12337,0.06077,0.00757,0.99047,-0.08473,0.08275,-0.02696,0.99260,1.00,-0.12417,0.03321,0.00416,0.99170,-0.08663,0.05540,-0.03140,0.99420,1.00
468,16.10354,0.03614,0.01771,-0.03904,0.99843,-0.12604,0.06202,0.00790,0.99005,-0.08750,0.08409,-0.02629,0.99226,1.00,-0.12689,0.03443,0.00441,0.99131,-0.08944,0.05673,-0.03080,0.99390,1.00
479,16.36305,0.03620,0.01781,-0.03880,0.99843,-0.12606,0.06197,0.00789,0.99005,-0.08748,0.08411,-0.02604,0.99227,1.00,-0.12692,0.03438,0.00440,0.99131,-0.08943,0.05675,-0.03056,0.99391,1.00
490,16.60854,0.03637,0.01805,-0.03869,0.99843,-0.12621,0.06175,0.00787,0.99005,-0.08747,0.08412,-0.02592,0.99227,1.00,-0.12708,0.03417,0.00438,0.99129,-0.08942,0.05676,-0.03045,0.99391,1.00
501,16.85822,0.03661,0.01842,-0.03864,0.99841,-0.12705,0.06383,0.00819,0.98981,-0.08799,0.08657,-0.02539,0.99203,1.00,-0.12795,0.03625,0.00468,0.99111,-0.08997,0.05922,-0.02994,0.99373,1.00
512,17.08994,0.03687,0.01888,-0.03851,0.99840,-0.12727,0.06340,0.00815,0.98981,-0.08798,0.08658,-0.02524,0.99203,1.00,-0.12818,0.03581,0.00463,0.99109,-0.08997,0.05923,-0.02981,0.99374,1.00
523,17.31621,0.03719,0.01935,-0.03821,0.99839,-0.12753,0.06299,0.00812,0.98980,-0.08795,0.08661,-0.02490,0.99204,1.00,-0.12845,0.03540,0.00459,0.99107,-0.08995,0.05926,-0.02948,0.99374,1.00
535,17.53939,0.03748,0.01978,-0.03755,0.99840,-0.13421,0.10964,0.01494,0.98476,-0.09267,0.13342,-0.01530,0.98660,1.00,-0.13604,0.08244,0.01136,0.98720,-0.09550,0.10651,-0.01995,0.98951,1.00
546,17.74885,0.03775,0.02028,-0.03705,0.99839,-0.13434,0.10925,0.01490,0.98478,-0.09260,0.13347,-0.01476,0.98661,1.00,-0.13620,0.08205,0.01132,0.98721,-0.09544,0.10656,-0.01942,0.98952,1.00
557,17.94791,0.03803,0.02082,-0.03688,0.99838,-0.13456,0.10877,0.01486,0.98481,-0.09257,0.13349,-0.01455,0.98661,1.00,-0.13643,0.08156,0.01127,0.98722,-0.09542,0.10658,-0.01921,0.98953,1.00
568,18.14003,0.03864,0.02150,-0.03706,0.99833,-0.13462,0.13573,0.01862,0.98138,-0.09104,0.16087,-0.00964,0.98272,1.00,-0.13693,0.10892,0.01515,0.98446,-0.09429,0.13439,-0.01421,0.98633,1.00
579,18.32327,0.03936,0.02206,-0.03724,0.99829,-0.13534,0.13515,0.01864,0.98136,-0.09104,0.16087,-0.00964,0.98272,1.00,-0.13764,0.10833,0.01515,0.98442,-0.09430,0.13439,-0.01424,0.98633,1.00
590,18.49810,0.04004,0.02278,-0.03733,0.99824,-0.13600,0.13443,0.01863,0.98137,-0.09103,0.16088,-0.00955,0.98272,1.00,-0.13831,0.10760,0.01512,0.98441,-0.09429,0.13440,-0.01420,0.98633,1.00
602,18.66411,0.04056,0.02339,-0.03758,0.99820,-0.13573,0.14055,0.01945,0.98053,-0.08998,0.16754,-0.00855,0.98171,1.00,-0.13808,0.11382,0.01598,0.98373,-0.09328,0.14116,-0.01318,0.98549,1.00
613,18.81688,0.04097,0.02390,-0.03768,0.99816,-0.13614,0.14004,0.01944,0.98055,-0.08997,0.16754,-0.00855,0.98171,1.00,-0.13850,0.11330,0.01595,0.98373,-0.09329,0.14116,-0.01319,0.98549,1.00
624,18.96550,0.04107,0.02416,-0.03750,0.99816,-0.13617,0.13982,0.01942,0.98058,-0.08994,0.16756,-0.00836,0.98172,1.00,-0.13854,0.11308,0.01592,0.98375,-0.09326,0.14118,-0.01301,0.98550,1.00
635,19.10231,0.04094,0.02423,-0.03699,0.99818,-0.13928,0.14327,0.02037,0.97962,-0.09313,0.17107,-0.00666,0.98083,1.00,-0.14177,0.11653,0.01681,0.98287,-0.09656,0.14469,-0.01137,0.98469,1.00
646,19.22812,0.04034,0.02425,-0.03648,0.99823,-0.13857,0.14336,0.02028,0.97971,-0.09307,0.17110,-0.00636,0.98083,1.00,-0.14107,0.11662,0.01674,0.98296,-0.09651,0.14472,-0.01103,0.98469,1.00
657,19.34500,0.03963,0.02419,-0.03606,0.99827,-0.13777,0.14349,0.02018,0.97981,-0.09304,0.17111,-0.00617,0.98083,1.00,-0.14029,0.11677,0.01666,0.98306,-0.09647,0.14475,-0.01080,0.98470,1.00
668,19.45470,0.03886,0.02411,-0.03586,0.99831,-0.14013,0.14951,0.02141,0.97855,-0.09599,0.17704,-0.00453,0.97950,1.00,-0.14277,0.12285,0.01786,0.98194,-0.09954,0.15074,-0.00916,0.98351,1.00
679,19.55230,0.03816,0.02396,-0.03589,0.99834,-0.13949,0.14962,0.02133,0.97862,-0.09604,0.17702,-0.00478,0.97950,1.00,-0.14212,0.12297,0.01780,0.98202,-0.09957,0.15072,-0.00938,0.98350,1.00
691,19.64107,0.03761,0.02378,-0.03591,0.99836,-0.13898,0.14979,0.02127,0.97867,-0.09607,0.17700,-0.00497,0.97950,1.00,-0.14160,0.12314,0.01776,0.98207,-0.09960,0.15070,-0.00954,0.98350,1.00
702,19.72205,0.03718,0.02361,-0.03618,0.99837,-0.13992,0.15021,0.02148,0.97847,-0.09736,0.17733,-0.00507,0.97931,1.00,-0.14250,0.12355,0.01793,0.98189,-0.10087,0.15102,-0.00967,0.98332,1.00
713,19.78946,0.03687,0.02341,-0.03660,0.99838,-0.13976,0.15029,0.02147,0.97848,-0.09745,0.17728,-0.00557,0.97931,1.00,-0.14232,0.12364,0.01792,0.98191,-0.10094,0.15097,-0.01016,0.98332,1.00
724,19.84910,0.03675,0.02323,-0.03701,0.99837,-0.13978,0.15037,0.02148,0.97846,-0.09753,0.17723,-0.00599,0.97931,1.00,-0.14232,0.12371,0.01793,0.98190,-0.10101,0.15092,-0.01058,0.98331,1.00
735,19.89956,0.03677,0.02301,-0.03728,0.99836,-0.13903,0.15582,0.02216,0.97770,-0.09654,0.18243,-0.00540,0.97845,1.00,-0.14165,0.12928,0.01866,0.98126,-0.10009,0.15624,-0.00994,0.98258,1.00
746,19.93874,0.03684,0.02279,-0.03763,0.99835,-0.13921,0.15596,0.02221,0.97765,-0.09660,0.18240,-0.00570,0.97845,1.00,-0.14182,0.12941,0.01870,0.98122,-0.10014,0.15621,-0.01025,0.98258,1.00
757,19.96848,0.03690,0.02268,-0.03791,0.99834,-0.13937,0.15600,0.02224,0.97762,-0.09664,0.18238,-0.00594,0.97845,1.00,-0.14196,0.12945,0.01873,0.98119,-0.10018,0.15618,-0.01050,0.98258,1.00
769,19.98868,0.03691,0.02256,-0.03823,0.99833,-0.13721,0.16682,0.02345,0.97611,-0.09404,0.19295,-0.00465,0.97668,1.00,-0.13998,0.14052,0.02007,0.97993,-0.09775,0.16701,-0.00908,0.98106,1.00
780,19.99873,0.03687,0.02248,-0.03849,0.99833,-0.13726,0.16685,0.02346,0.97610,-0.09409,0.19292,-0.00491,0.97668,1.00,-0.14002,0.14054,0.02008,0.97992,-0.09779,0.16698,-0.00934,0.98105,1.00
791,19.99879,0.03706,0.02255,-0.03879,0.99831,-0.13754,0.16671,0.02349,0.97608,-0.09414,0.19290,-0.00513,0.97668,1.00,-0.14029,0.14040,0.02010,0.97990,-0.09783,0.16696,-0.00957,0.98105,1.00
802,19.98880,0.03726,0.02263,-0.03915,0.99828,-0.13715,0.16877,0.02372,0.97578,-0.09341,0.19505,-0.00513,0.97632,1.00,-0.13995,0.14251,0.02036,0.97964,-0.09717,0.16916,-0.00955,0.98074,1.00
813,19.96951,0.03772,0.02283,-0.03956,0.99824,-0.13771,0.16849,0.02378,0.97575,-0.09345,0.19503,-0.00536,0.97632,1.00,-0.14050,0.14223,0.02040,0.97960,-0.09721,0.16914,-0.00981,0.98074,1.00
824,19.93951,0.03820,0.02316,-0.03999,0.99820,-0.13829,0.16808,0.02382,0.97573,-0.09350,0.19500,-0.00561,0.97632,1.00,-0.14107,0.14181,0.02042,0.97958,-0.09726,0.16911,-0.01010,0.98073,1.00
835,19.89994,0.03843,0.02350,-0.04034,0.99817,-0.13808,0.16827,0.02381,0.97573,-0.09297,0.19555,-0.00588,0.97626,1.00,-0.14089,0.14201,0.02043,0.97957,-0.09678,0.16967,-0.01036,0.98068,1.00
846,19.85153,0.03844,0.02382,-0.04065,0.99815,-0.13820,0.16789,0.02378,0.97578,-0.09304,0.19552,-0.00619,0.97626,1.00,-0.14099,0.14163,0.02038,0.97962,-0.09683,0.16964,-0.01067,0.98068,1.00
858,19.79194,0.03809,0.02409,-0.04076,0.99815,-0.13791,0.16757,0.02368,0.97588,-0.09308,0.19550,-0.00643,0.97626,1.00,-0.14070,0.14131,0.02029,0.97971,-0.09687,0.16962,-0.01090,0.98068,1.00
869,19.72162,0.03763,0.02428,-0.04089,0.99816,-0.13579,0.16765,0.02332,0.97617,-0.09139,0.19572,-0.00703,0.97637,1.00,-0.13858,0.14141,0.02000,0.98000,-0.09518,0.16986,-0.01143,0.98080,1.00
880,19.64420,0.03700,0.02450,-0.04106,0.99817,-0.13528,0.16736,0.02319,0.97629,-0.09147,0.19568,-0.00743,0.97636,1.00,-0.13804,0.14113,0.01988,0.98012,-0.09524,0.16982,-0.01180,0.98079,1.00
891,19.55527,0.03641,0.02467,-0.04121,0.99818,-0.13479,0.16715,0.02308,0.97640,-0.09154,0.19565,-0.00779,0.97636,1.00,-0.13753,0.14092,0.01977,0.98022,-0.09530,0.16979,-0.01213,0.98079,1.00
903,19.45317,0.03568,0.02479,-0.04145,0.99820,-0.13394,0.16746,0.02297,0.97647,-0.09135,0.19609,-0.00825,0.97629,1.00,-0.13669,0.14124,0.01969,0.98030,-0.09512,0.17024,-0.01254,0.98072,1.00
913,19.34890,0.03490,0.02486,-0.04169,0.99821,-0.13332,0.16730,0.02284,0.97658,-0.09145,0.19605,-0.00877,0.97628,1.00,-0.13603,0.14108,0.01958,0.98041,-0.09521,0.17019,-0.01303,0.98071,1.00
924,19.23319,0.03412,0.02489,-0.04186,0.99823,-0.13267,0.16722,0.02271,0.97669,-0.09154,0.19600,-0.00921,0.97628,1.00,-0.13536,0.14100,0.01947,0.98052,-0.09528,0.17016,-0.01344,0.98071,1.00
936,19.10425,0.03341,0.02481,-0.04196,0.99825,-0.13310,0.16798,0.02290,0.97650,-0.09263,0.19673,-0.00920,0.97603,1.00,-0.13583,0.14177,0.01964,0.98034,-0.09641,0.17088,-0.01342,0.98047,1.00
947,18.96835,0.03278,0.02475,-0.04205,0.99827,-0.13255,0.16800,0.02280,0.97657,-0.09269,0.19670,-0.00952,0.97603,1.00,-0.13527,0.14179,0.01956,0.98042,-0.09646,0.17086,-0.01370,0.98047,1.00
958,18.82023,0.03212,0.02463,-0.04217,0.99829,-0.13200,0.16806,0.02272,0.97663,-0.09276,0.19667,-0.00986,0.97602,1.00,-0.13470,0.14186,0.01949,0.98049,-0.09651,0.17082,-0.01402,0.98046,1.00
969,18.66547,0.03163,0.02455,-0.04232,0.99830,-0.13320,0.16848,0.02298,0.97639,-0.09440,0.19707,-0.00977,0.97579,1.00,-0.13595,0.14226,0.01973,0.98025,-0.09821,0.17122,-0.01394,0.98023,1.00
980,18.50395,0.03117,0.02442,-0.04252,0.99831,-0.13285,0.16855,0.02293,0.97643,-0.09447,0.19704,-0.01013,0.97578,1.00,-0.13559,0.14234,0.01969,0.98029,-0.09827,0.17118,-0.01428,0.98022,1.00
991,18.32907,0.03079,0.02434,-0.04269,0.99832,-0.13257,0.16857,0.02289,0.97647,-0.09453,0.19701,-0.01042,0.97578,1.00,-0.13528,0.14236,0.01965,0.98033,-0.09832,0.17116,-0.01456,0.98022,1.00
1003,18.14342,0.03034,0.02418,-0.04292,0.99833,-0.13332,0.16631,0.02270,0.97676,-0.09577,0.19469,-0.01099,0.97612,1.00,-0.13602,0.14005,0.01943,0.98056,-0.09956,0.16878,-0.01515,0.98050,1.00
1013,17.95469,0.02983,0.02409,-0.04302,0.99834,-0.13289,0.16636,0.02263,0.97681,-0.09583,0.19466,-0.01126,0.97611,1.00,-0.13558,0.14010,0.01937,0.98062,-0.09961,0.16875,-0.01540,0.98049,1.00
1025,17.75116,0.02938,0.02399,-0.04323,0.99835,-0.13255,0.16640,0.02258,0.97685,-0.09590,0.19463,-0.01162,0.97611,1.00,-0.13522,0.14015,0.01932,0.98066,-0.09966,0.16872,-0.01574,0.98049,1.00
1036,17.53901,0.02894,0.02392,-0.04332,0.99836,-0.13346,0.16290,0.02225,0.97732,-0.09737,0.19115,-0.01222,0.97664,1.00,-0.13611,0.13657,0.01895,0.98105,-0.10113,0.16516,-0.01637,0.98093,1.00
1047,17.32650,0.02858,0.02391,-0.04346,0.99836,-0.13318,0.16288,0.02219,0.97737,-0.09742,0.19113,-0.01248,0.97664,1.00,-0.13582,0.13654,0.01890,0.98110,-0.10117,0.16514,-0.01662,0.98093,1.00
1058,17.09793,0.02824,0.02386,-0.04361,0.99836,-0.13292,0.16287,0.02215,0.97740,-0.09747,0.19110,-0.01274,0.97664,1.00,-0.13554,0.13654,0.01886,0.98114,-0.10121,0.16511,-0.01686,0.98092,1.00
1069,16.85795,0.02792,0.02379,-0.04377,0.99837,-0.13366,0.15720,0.02148,0.97824,-0.09873,0.18547,-0.01380,0.97758,1.00,-0.13622,0.13076,0.01814,0.98184,-0.10242,0.15936,-0.01797,0.98173,1.00
1080,16.62152,0.02766,0.02381,-0.04387,0.99837,-0.13345,0.15715,0.02144,0.97828,-0.09877,0.18545,-0.01398,0.97758,1.00,-0.13600,0.13071,0.01810,0.98188,-0.10245,0.15934,-0.01814,0.98173,1.00
1091,16.37119,0.02728,0.02369,-0.04392,0.99838,-0.13312,0.15725,0.02140,0.97831,-0.09880,0.18544,-0.01416,0.97757,1.00,-0.13566,0.13081,0.01807,0.98192,-0.10248,0.15933,-0.01830,0.98172,1.00
1103,16.09003,0.02696,0.02369,-0.04397,0.99839,-0.13298,0.15154,0.02058,0.97925,-0.09922,0.17978,-0.01528,0.97857,1.00,-0.13544,0.12500,0.01723,0.98272,-0.10283,0.15356,-0.01943,0.98258,1.00
1114,15.84026,0.02665,0.02359,-0.04390,0.99840,-0.13268,0.15165,0.02055,0.97927,-0.09923,0.17978,-0.01531,0.97857,1.00,-0.13513,0.12510,0.01720,0.98275,-0.10283,0.15356,-0.01945,0.98258,1.00
1125,15.56511,0.02633,0.02347,-0.04384,0.99842,-0.13237,0.15176,0.02051,0.97930,-0.09923,0.17978,-0.01535,0.97857,1.00,-0.13482,0.12523,0.01718,0.98278,-0.10283,0.15356,-0.01948,0.98258,1.00
1136,15.27794,0.02603,0.02337,-0.04376,0.99843,-0.13203,0.14516,0.01955,0.98036,-0.09949,0.17311,-0.01652,0.97973,1.00,-0.13438,0.11851,0.01619,0.98368,-0.10300,0.14677,-0.02065,0.98358,1.00
1147,14.99249,0.02578,0.02318,-0.04378,0.99844,-0.13180,0.14533,0.01954,0.98037,-0.09951,0.17310,-0.01661,0.97972,1.00,-0.13415,0.11869,0.01619,0.98370,-0.10301,0.14676,-0.02074,0.98358,1.00
1158,14.69100,0.02551,0.02298,-0.04380,0.99845,-0.13157,0.14552,0.01953,0.98037,-0.09953,0.17309,-0.01671,0.97972,1.00,-0.13390,0.11888,0.01618,0.98371,-0.10302,0.14675,-0.02082,0.98357,1.00
1170,14.38144,0.02530,0.02290,-0.04385,0.99846,-0.13232,0.13863,0.01869,0.98129,-0.10078,0.16622,-0.01783,0.98076,1.00,-0.13455,0.11186,0.01529,0.98445,-0.10418,0.13975,-0.02200,0.98445,1.00
1181,14.06740,0.02508,0.02281,-0.04378,0.99847,-0.13209,0.13873,0.01867,0.98130,-0.10078,0.16622,-0.01783,0.98076,1.00,-0.13432,0.11197,0.01528,0.98447,-0.10417,0.13975,-0.02198,0.98445,1.00
1192,13.74833,0.02480,0.02258,-0.04372,0.99848,-0.13181,0.13897,0.01867,0.98131,-0.10078,0.16622,-0.01784,0.98076,1.00,-0.13404,0.11221,0.01528,0.98448,-0.10417,0.13975,-0.02198,0.98445,1.00
1203,13.41954,0.02468,0.02255,-0.04373,0.99848,-0.13051,0.13348,0.01773,0.98226,-0.09983,0.16070,-0.01901,0.98176,1.00,-0.13262,0.10665,0.01435,0.98531,-0.10312,0.13415,-0.02313,0.98531,1.00
