Time_ms,TargetRotY,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,LeftConfidence,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,RightConfidence
111,4.40690,0.05077,0.00637,-0.02451,0.99839,-0.10506,0.00540,0.00057,0.99445,-0.05427,0.01427,-0.02286,0.99816,1.00,-0.10488,-0.02213,-0.00233,0.99424,-0.05479,-0.01307,-0.02715,0.99804,1.00
122,4.82024,0.05084,0.00666,-0.02480,0.99838,-0.10514,0.00506,0.00053,0.99444,-0.05428,0.01425,-0.02317,0.99816,1.00,-0.10493,-0.02247,-0.00237,0.99422,-0.05479,-0.01309,-0.02746,0.99803,1.00
133,5.27380,0.05105,0.00692,-0.02518,0.99835,-0.10535,0.00473,0.00050,0.99442,-0.05428,0.01423,-0.02357,0.99815,1.00,-0.10512,-0.02280,-0.00241,0.99420,-0.05478,-0.01311,-0.02788,0.99802,1.00
145,5.70108,0.05139,0.00710,-0.02570,0.99832,-0.10370,0.00449,0.00047,0.99460,-0.05230,0.01419,-0.02412,0.99824,1.00,-0.10349,-0.02303,-0.00240,0.99436,-0.05283,-0.01314,-0.02839,0.99811,1.00
155,6.11508,0.05167,0.00739,-0.02624,0.99829,-0.10399,0.00411,0.00043,0.99457,-0.05231,0.01416,-0.02469,0.99823,1.00,-0.10375,-0.02341,-0.00244,0.99433,-0.05283,-0.01317,-0.02897,0.99810,1.00
167,6.57176,0.05162,0.00763,-0.02674,0.99828,-0.10394,0.00379,0.00040,0.99458,-0.05232,0.01413,-0.02521,0.99821,1.00,-0.10367,-0.02372,-0.00247,0.99433,-0.05282,-0.01320,-0.02949,0.99808,1.00
179,6.99149,0.05111,0.00787,-0.02721,0.99829,-0.10309,0.00359,0.00037,0.99467,-0.05198,0.01420,-0.02570,0.99822,1.00,-0.10285,-0.02392,-0.00247,0.99441,-0.05252,-0.01312,-0.02994,0.99809,1.00
189,7.37257,0.05083,0.00802,-0.02765,0.99829,-0.10281,0.00338,0.00035,0.99470,-0.05198,0.01418,-0.02616,0.99820,1.00,-0.10254,-0.02413,-0.00249,0.99443,-0.05251,-0.01314,-0.03038,0.99807,1.00
200,7.80343,0.05081,0.00813,-0.02800,0.99828,-0.10280,0.00322,0.00033,0.99470,-0.05199,0.01416,-0.02652,0.99820,1.00,-0.10251,-0.02429,-0.00250,0.99443,-0.05251,-0.01316,-0.03075,0.99806,1.00
211,8.20892,0.05088,0.00814,-0.02829,0.99827,-0.10301,0.00320,0.00033,0.99468,-0.05213,0.01418,-0.02681,0.99818,1.00,-0.10277,-0.02431,-0.00251,0.99441,-0.05270,-0.01314,-0.03104,0.99804,1.00
222,8.59607,0.05096,0.00812,-0.02863,0.99826,-0.10309,0.00316,0.00033,0.99467,-0.05213,0.01417,-0.02715,0.99817,1.00,-0.10283,-0.02435,-0.00252,0.99440,-0.05270,-0.01316,-0.03139,0.99803,1.00
234,9.02018,0.05137,0.00802,-0.02884,0.99823,-0.10351,0.00322,0.00034,0.99462,-0.05213,0.01416,-0.02735,0.99817,1.00,-0.10324,-0.02429,-0.00252,0.99436,-0.05270,-0.01317,-0.03161,0.99802,1.00
245,9.40265,0.05178,0.00796,-0.02912,0.99820,-0.10793,0.00103,0.00011,0.99416,-0.05622,0.01208,-0.02793,0.99795,1.00,-0.10767,-0.02652,-0.00287,0.99383,-0.05680,-0.01528,-0.03233,0.99775,1.00
256,9.78821,0.05217,0.00783,-0.02943,0.99817,-0.10832,0.00110,0.00012,0.99412,-0.05622,0.01206,-0.02823,0.99795,1.00,-0.10804,-0.02645,-0.00288,0.99379,-0.05680,-0.01530,-0.03265,0.99773,1.00
268,10.20003,0.05233,0.00774,-0.02976,0.99816,-0.10849,0.00113,0.00012,0.99410,-0.05623,0.01204,-0.02856,0.99794,1.00,-0.10819,-0.02642,-0.00288,0.99377,-0.05679,-0.01531,-0.03299,0.99772,1.00
278,10.56622,0.05234,0.00766,-0.02998,0.99815,-0.10803,0.00138,0.00015,0.99415,-0.05575,0.01222,-0.02876,0.99796,1.00,-0.10778,-0.02617,-0.00284,0.99383,-0.05637,-0.01513,-0.03318,0.99774,1.00
289,10.93062,0.05206,0.00760,-0.03025,0.99816,-0.10775,0.00140,0.00015,0.99418,-0.05576,0.01221,-0.02903,0.99795,1.00,-0.10749,-0.02614,-0.00283,0.99386,-0.05636,-0.01515,-0.03343,0.99774,1.00
301,11.32416,0.05153,0.00757,-0.03052,0.99818,-0.10723,0.00140,0.00015,0.99423,-0.05576,0.01219,-0.02931,0.99794,1.00,-0.10695,-0.02614,-0.00281,0.99392,-0.05636,-0.01516,-0.03368,0.99773,1.00
312,11.67916,0.05096,0.00753,-0.03083,0.99820,-0.02489,0.00337,0.00008,0.99968,0.02620,0.01166,-0.03038,0.99913,1.00,-0.02479,-0.02372,-0.00059,0.99941,0.02545,-0.01535,-0.03242,0.99903,1.00
323,12.02526,0.05058,0.00753,-0.03123,0.99820,-0.02452,0.00339,0.00008,0.99969,0.02620,0.01167,-0.03078,0.99911,1.00,-0.02439,-0.02370,-0.00058,0.99942,0.02546,-0.01534,-0.03281,0.99902,1.00
334,12.40366,0.05042,0.00764,-0.03150,0.99820,-0.02436,0.00329,0.00008,0.99970,0.02619,0.01168,-0.03106,0.99911,1.00,-0.02422,-0.02381,-0.00058,0.99942,0.02546,-0.01534,-0.03307,0.99901,1.00
345,12.74113,0.05028,0.00768,-0.03160,0.99821,-0.02468,0.05305,0.00131,0.99829,0.02724,0.06134,-0.02738,0.99737,1.00,-0.02475,0.02605,0.00065,0.99935,0.02637,0.03443,-0.02943,0.99863,1.00
356,13.07169,0.05002,0.00769,-0.03156,0.99822,-0.02442,0.05305,0.00130,0.99829,0.02724,0.06134,-0.02737,0.99737,1.00,-0.02449,0.02605,0.00064,0.99936,0.02637,0.03443,-0.02941,0.99863,1.00
368,13.43325,0.04994,0.00781,-0.03157,0.99822,-0.02434,0.05293,0.00129,0.99830,0.02724,0.06134,-0.02739,0.99737,1.00,-0.02440,0.02594,0.00063,0.99937,0.02637,0.03443,-0.02943,0.99863,1.00
379,13.74669,0.04990,0.00786,-0.03148,0.99823,-0.14213,0.05399,0.00776,0.98834,-0.09080,0.06575,-0.01955,0.99350,1.00,-0.14289,0.02617,0.00378,0.98939,-0.09242,0.03821,-0.02495,0.99467,1.00
390,14.05211,0.04997,0.00794,-0.03152,0.99822,-0.14220,0.05390,0.00775,0.98834,-0.09081,0.06575,-0.01959,0.99350,1.00,-0.14296,0.02607,0.00377,0.98938,-0.09242,0.03820,-0.02499,0.99467,1.00
402,14.38983,0.05004,0.00805,-0.03150,0.99822,-0.14228,0.05379,0.00774,0.98833,-0.09080,0.06575,-0.01957,0.99350,1.00,-0.14303,0.02597,0.00375,0.98937,-0.09242,0.03820,-0.02497,0.99467,1.00
412,14.68656,0.05026,0.00811,-0.03134,0.99821,-0.14280,0.05715,0.00826,0.98807,-0.09102,0.06912,-0.01869,0.99327,1.00,-0.14364,0.02934,0.00426,0.98919,-0.09271,0.04160,-0.02410,0.99453,1.00
423,14.97078,0.05078,0.00811,-0.03067,0.99821,-0.14321,0.05731,0.00831,0.98800,-0.09097,0.06919,-0.01794,0.99329,1.00,-0.14410,0.02949,0.00430,0.98911,-0.09268,0.04166,-0.02338,0.99455,1.00
436,15.30107,0.05116,0.00806,-0.03020,0.99820,-0.14354,0.05748,0.00835,0.98794,-0.09093,0.06924,-0.01740,0.99330,1.00,-0.14445,0.02965,0.00433,0.98906,-0.09266,0.04171,-0.02286,0.99456,1.00
446,15.55429,0.05144,0.00827,-0.03003,0.99819,-0.14058,0.05930,0.00844,0.98826,-0.08763,0.07116,-0.01704,0.99346,1.00,-0.14151,0.03153,0.00451,0.98942,-0.08938,0.04367,-0.02242,0.99479,1.00
456,15.81780,0.05163,0.00841,-0.02987,0.99818,-0.14074,0.05920,0.00843,0.98824,-0.08762,0.07117,-0.01686,0.99347,1.00,-0.14169,0.03142,0.00450,0.98940,-0.08937,0.04369,-0.02225,0.99479,1.00
468,16.11114,0.05173,0.00856,-0.02957,0.99819,-0.14079,0.05912,0.00842,0.98824,-0.08760,0.07120,-0.01655,0.99347,1.00,-0.14176,0.03134,0.00449,0.98940,-0.08935,0.04371,-0.02194,0.99480,1.00
479,16.35568,0.05201,0.00867,-0.02937,0.99818,-0.14041,0.06068,0.00862,0.98819,-0.08690,0.07282,-0.01604,0.99342,1.00,-0.14137,0.03292,0.00470,0.98940,-0.08864,0.04535,-0.02143,0.99480,1.00
490,16.60429,0.05242,0.00880,-0.02931,0.99816,-0.14080,0.06057,0.00863,0.98815,-0.08689,0.07283,-0.01593,0.99342,1.00,-0.14176,0.03280,0.00470,0.98935,-0.08864,0.04536,-0.02133,0.99480,1.00
502,16.86462,0.05290,0.00883,-0.02924,0.99813,-0.14126,0.06056,0.00866,0.98808,-0.08688,0.07284,-0.01580,0.99343,1.00,-0.14223,0.03278,0.00471,0.98928,-0.08863,0.04537,-0.02123,0.99480,1.00
512,17.09042,0.05324,0.00870,-0.02888,0.99813,-0.14149,0.08281,0.01188,0.98640,-0.08621,0.09469,-0.01099,0.99171,1.00,-0.14286,0.05521,0.00798,0.98817,-0.08832,0.06740,-0.01639,0.99367,1.00
523,17.30842,0.05365,0.00846,-0.02835,0.99812,-0.14179,0.08318,0.01196,0.98632,-0.08615,0.09474,-0.01037,0.99171,1.00,-0.14320,0.05558,0.00805,0.98810,-0.08828,0.06745,-0.01578,0.99368,1.00
535,17.54086,0.05391,0.00822,-0.02779,0.99813,-0.14195,0.08355,0.01203,0.98627,-0.08609,0.09480,-0.00973,0.99172,1.00,-0.14340,0.05595,0.00812,0.98805,-0.08824,0.06751,-0.01515,0.99369,1.00
546,17.74463,0.05421,0.00792,-0.02722,0.99813,-0.14060,0.11461,0.01639,0.98327,-0.08378,0.12512,-0.00308,0.98859,1.00,-0.14262,0.08737,0.01264,0.98583,-0.08643,0.09821,-0.00835,0.99137,1.00
557,17.94063,0.05439,0.00755,-0.02672,0.99813,-0.14065,0.11510,0.01646,0.98321,-0.08371,0.12517,-0.00251,0.98859,1.00,-0.14270,0.08786,0.01272,0.98578,-0.08638,0.09826,-0.00778,0.99137,1.00
569,18.15286,0.05460,0.00729,-0.02646,0.99813,-0.14079,0.11542,0.01653,0.98315,-0.08367,0.12520,-0.00219,0.98860,1.00,-0.14286,0.08819,0.01278,0.98572,-0.08635,0.09829,-0.00747,0.99138,1.00
580,18.32877,0.05490,0.00702,-0.02633,0.99812,-0.14087,0.12541,0.01799,0.98189,-0.08327,0.13478,-0.00003,0.98737,1.00,-0.14307,0.09832,0.01428,0.98471,-0.08606,0.10802,-0.00527,0.99040,1.00
590,18.49323,0.05524,0.00686,-0.02637,0.99810,-0.14119,0.12557,0.01806,0.98182,-0.08326,0.13479,0.00004,0.98737,1.00,-0.14341,0.09847,0.01434,0.98465,-0.08605,0.10803,-0.00522,0.99040,1.00
602,18.66794,0.05566,0.00672,-0.02632,0.99808,-0.14158,0.12573,0.01813,0.98174,-0.08324,0.13480,0.00021,0.98737,1.00,-0.14380,0.09863,0.01441,0.98457,-0.08603,0.10804,-0.00508,0.99040,1.00
613,18.81823,0.05604,0.00670,-0.02632,0.99806,-0.14208,0.13659,0.01980,0.98019,-0.08315,0.14552,0.00257,0.98585,1.00,-0.14447,0.10966,0.01611,0.98328,-0.08610,0.11893,-0.00269,0.98916,1.00
624,18.96191,0.05644,0.00671,-0.02623,0.99804,-0.14243,0.13660,0.01985,0.98013,-0.08312,0.14553,0.00276,0.98585,1.00,-0.14483,0.10967,0.01616,0.98323,-0.08607,0.11895,-0.00251,0.98916,1.00
636,19.10989,0.05702,0.00684,-0.02614,0.99801,-0.14296,0.13652,0.01991,0.98007,-0.08308,0.14555,0.00302,0.98585,1.00,-0.14537,0.10959,0.01620,0.98316,-0.08605,0.11897,-0.00229,0.98916,1.00
646,19.22569,0.05761,0.00697,-0.02616,0.99797,-0.14338,0.15458,0.02268,0.97726,-0.08259,0.16352,0.00697,0.98305,1.00,-0.14613,0.12797,0.01907,0.98077,-0.08586,0.13727,0.00176,0.98680,1.00
657,19.34042,0.05813,0.00714,-0.02628,0.99794,-0.14390,0.15441,0.02274,0.97721,-0.08258,0.16353,0.00702,0.98305,1.00,-0.14666,0.12779,0.01911,0.98071,-0.08585,0.13727,0.00178,0.98680,1.00
669,19.45873,0.05847,0.00747,-0.02644,0.99791,-0.14428,0.15406,0.02275,0.97721,-0.08259,0.16352,0.00694,0.98305,1.00,-0.14703,0.12743,0.01911,0.98070,-0.08587,0.13726,0.00168,0.98680,1.00
679,19.55275,0.05868,0.00777,-0.02663,0.99789,-0.14486,0.15540,0.02304,0.97690,-0.08291,0.16517,0.00723,0.98275,1.00,-0.14763,0.12880,0.01939,0.98043,-0.08621,0.13894,0.00195,0.98654,1.00
690,19.63802,0.05875,0.00814,-0.02686,0.99788,-0.14501,0.15498,0.02300,0.97695,-0.08295,0.16515,0.00699,0.98275,1.00,-0.14777,0.12837,0.01935,0.98046,-0.08624,0.13892,0.00171,0.98654,1.00
702,19.72149,0.05861,0.00850,-0.02708,0.99788,-0.14495,0.15457,0.02293,0.97702,-0.08300,0.16512,0.00672,0.98275,1.00,-0.14769,0.12796,0.01927,0.98053,-0.08628,0.13889,0.00144,0.98654,1.00
712,19.78698,0.05847,0.00895,-0.02733,0.99788,-0.14373,0.15708,0.02311,0.97680,-0.08181,0.16806,0.00684,0.98235,1.00,-0.14649,0.13053,0.01950,0.98037,-0.08512,0.14189,0.00162,0.98622,1.00
723,19.84601,0.05839,0.00938,-0.02788,0.99786,-0.14384,0.15652,0.02305,0.97687,-0.08191,0.16801,0.00625,0.98236,1.00,-0.14657,0.12997,0.01943,0.98043,-0.08520,0.14183,0.00102,0.98622,1.00
735,19.90026,0.05837,0.00984,-0.02843,0.99784,-0.14400,0.15593,0.02298,0.97694,-0.08201,0.16796,0.00567,0.98236,1.00,-0.14670,0.12938,0.01936,0.98049,-0.08529,0.14178,0.00043,0.98622,1.00
746,19.93766,0.05829,0.01034,-0.02883,0.99783,-0.14530,0.15736,0.02342,0.97651,-0.08329,0.16994,0.00588,0.98191,1.00,-0.14806,0.13081,0.01976,0.98009,-0.08664,0.14378,0.00062,0.98581,1.00
757,19.96713,0.05828,0.01076,-0.02906,0.99782,-0.14538,0.15689,0.02335,0.97658,-0.08334,0.16992,0.00563,0.98191,1.00,-0.14812,0.13033,0.01970,0.98015,-0.08668,0.14375,0.00035,0.98581,1.00
769,19.98882,0.05828,0.01116,-0.02911,0.99781,-0.14540,0.15648,0.02330,0.97664,-0.08335,0.16991,0.00556,0.98191,1.00,-0.14814,0.12993,0.01964,0.98020,-0.08669,0.14375,0.00029,0.98581,1.00
779,19.99860,0.05833,0.01159,-0.02910,0.99781,-0.14718,0.15852,0.02390,0.97603,-0.08504,0.17237,0.00640,0.98133,1.00,-0.15004,0.13197,0.02021,0.97962,-0.08850,0.14622,0.00110,0.98529,1.00
790,19.99914,0.05829,0.01200,-0.02914,0.99780,-0.14717,0.15811,0.02384,0.97610,-0.08505,0.17237,0.00633,0.98133,1.00,-0.15002,0.13155,0.02014,0.97969,-0.08851,0.14621,0.00102,0.98529,1.00
802,19.98893,0.05820,0.01225,-0.02909,0.99781,-0.14707,0.15786,0.02378,0.97616,-0.08505,0.17236,0.00632,0.98133,1.00,-0.14992,0.13130,0.02009,0.97973,-0.08851,0.14621,0.00103,0.98529,1.00
813,19.96936,0.05782,0.01262,-0.02899,0.99783,-0.14674,0.16015,0.02408,0.97583,-0.08506,0.17498,0.00685,0.98087,1.00,-0.14966,0.13363,0.02042,0.97945,-0.08857,0.14886,0.00159,0.98488,1.00
824,19.94163,0.05735,0.01287,-0.02888,0.99785,-0.14628,0.15990,0.02397,0.97594,-0.08507,0.17497,0.00679,0.98087,1.00,-0.14919,0.13339,0.02032,0.97956,-0.08858,0.14885,0.00156,0.98488,1.00
836,19.89847,0.05683,0.01310,-0.02876,0.99788,-0.14576,0.15967,0.02385,0.97606,-0.08508,0.17496,0.00671,0.98087,1.00,-0.14867,0.13317,0.02021,0.97967,-0.08859,0.14885,0.00151,0.98488,1.00
846,19.85265,0.05636,0.01322,-0.02854,0.99792,-0.14582,0.16125,0.02410,0.97578,-0.08560,0.17662,0.00722,0.98052,1.00,-0.14877,0.13476,0.02047,0.97943,-0.08914,0.15052,0.00204,0.98458,1.00
857,19.79618,0.05579,0.01325,-0.02825,0.99796,-0.14520,0.16127,0.02399,0.97588,-0.08559,0.17663,0.00729,0.98052,1.00,-0.14815,0.13478,0.02038,0.97953,-0.08912,0.15053,0.00215,0.98458,1.00
869,19.72207,0.05518,0.01317,-0.02804,0.99800,-0.14457,0.16137,0.02390,0.97596,-0.08559,0.17663,0.00730,0.98052,1.00,-0.14752,0.13489,0.02031,0.97961,-0.08912,0.15053,0.00219,0.98458,1.00
879,19.64797,0.05439,0.01293,-0.02791,0.99805,-0.14438,0.17026,0.02523,0.97444,-0.08602,0.18519,0.00911,0.97889,1.00,-0.14748,0.14395,0.02170,0.97829,-0.08968,0.15926,0.00409,0.98315,1.00
891,19.55923,0.05376,0.01261,-0.02781,0.99809,-0.14376,0.17058,0.02516,0.97448,-0.08604,0.18518,0.00900,0.97889,1.00,-0.14685,0.14428,0.02166,0.97834,-0.08969,0.15925,0.00401,0.98315,1.00
902,19.45572,0.05309,0.01220,-0.02773,0.99813,-0.14312,0.17096,0.02511,0.97450,-0.08606,0.18517,0.00886,0.97889,1.00,-0.14620,0.14467,0.02162,0.97838,-0.08970,0.15924,0.00391,0.98315,1.00
913,19.35291,0.05261,0.01169,-0.02762,0.99816,-0.14404,0.17155,0.02536,0.97426,-0.08748,0.18528,0.00912,0.97874,1.00,-0.14713,0.14525,0.02185,0.97815,-0.09113,0.15934,0.00415,0.98300,1.00
924,19.24020,0.05226,0.01119,-0.02757,0.99819,-0.14369,0.17205,0.02538,0.97422,-0.08749,0.18527,0.00907,0.97874,1.00,-0.14678,0.14575,0.02187,0.97813,-0.09113,0.15934,0.00412,0.98300,1.00
936,19.10045,0.05203,0.01063,-0.02762,0.99821,-0.14350,0.17258,0.02542,0.97416,-0.08751,0.18526,0.00897,0.97874,1.00,-0.14658,0.14629,0.02192,0.97808,-0.09115,0.15933,0.00403,0.98300,1.00
946,18.97366,0.05199,0.01011,-0.02760,0.99821,-0.14300,0.17150,0.02517,0.97443,-0.08709,0.18369,0.00859,0.97908,1.00,-0.14604,0.14520,0.02167,0.97833,-0.09068,0.15773,0.00366,0.98330,1.00
957,18.83177,0.05209,0.00961,-0.02769,0.99821,-0.14311,0.17198,0.02526,0.97432,-0.08710,0.18368,0.00857,0.97908,1.00,-0.14615,0.14568,0.02176,0.97824,-0.09069,0.15773,0.00363,0.98330,1.00
969,18.66284,0.05226,0.00916,-0.02779,0.99820,-0.14329,0.17241,0.02536,0.97422,-0.08710,0.18368,0.00856,0.97908,1.00,-0.14633,0.14611,0.02186,0.97814,-0.09069,0.15773,0.00361,0.98330,1.00
980,18.50360,0.05249,0.00881,-0.02790,0.99819,-0.14361,0.17079,0.02517,0.97446,-0.08722,0.18175,0.00817,0.97944,1.00,-0.14663,0.14446,0.02165,0.97835,-0.09079,0.15578,0.00320,0.98361,1.00
991,18.33846,0.05258,0.00863,-0.02785,0.99819,-0.14368,0.17098,0.02521,0.97442,-0.08720,0.18176,0.00826,0.97943,1.00,-0.14670,0.14466,0.02169,0.97831,-0.09078,0.15578,0.00328,0.98361,1.00
1002,18.14535,0.05267,0.00848,-0.02783,0.99819,-0.14375,0.17114,0.02525,0.97438,-0.08719,0.18176,0.00832,0.97943,1.00,-0.14677,0.14482,0.02173,0.97827,-0.09077,0.15579,0.00334,0.98361,1.00
1013,17.96074,0.05275,0.00850,-0.02780,0.99818,-0.14377,0.16882,0.02490,0.97479,-0.08718,0.17948,0.00788,0.97986,1.00,-0.14677,0.14247,0.02137,0.97862,-0.09074,0.15348,0.00289,0.98397,1.00
1024,17.76450,0.05278,0.00855,-0.02770,0.99819,-0.14377,0.16879,0.02489,0.97479,-0.08716,0.17949,0.00799,0.97986,1.00,-0.14677,0.14244,0.02136,0.97863,-0.09072,0.15349,0.00299,0.98397,1.00
1036,17.53842,0.05284,0.00861,-0.02765,0.99818,-0.14380,0.16875,0.02489,0.97480,-0.08715,0.17949,0.00805,0.97986,1.00,-0.14681,0.14240,0.02136,0.97863,-0.09071,0.15350,0.00305,0.98397,1.00
1047,17.33274,0.05289,0.00884,-0.02758,0.99818,-0.14090,0.16501,0.02382,0.97589,-0.08426,0.17596,0.00684,0.98076,1.00,-0.14380,0.13863,0.02035,0.97964,-0.08771,0.14993,0.00190,0.98480,1.00
1058,17.10995,0.05291,0.00909,-0.02756,0.99818,-0.14091,0.16476,0.02379,0.97593,-0.08426,0.17596,0.00685,0.98076,1.00,-0.14381,0.13839,0.02031,0.97967,-0.08771,0.14993,0.00191,0.98480,1.00
1069,16.85795,0.05286,0.00949,-0.02750,0.99818,-0.14086,0.16438,0.02372,0.97600,-0.08426,0.17596,0.00686,0.98076,1.00,-0.14375,0.13800,0.02025,0.97973,-0.08771,0.14993,0.00193,0.98480,1.00
1080,16.62932,0.05285,0.00974,-0.02747,0.99818,-0.14051,0.16155,0.02324,0.97653,-0.08398,0.17340,0.00628,0.98124,1.00,-0.14334,0.13512,0.01976,0.98021,-0.08737,0.14732,0.00134,0.98522,1.00
1091,16.37873,0.05287,0.00985,-0.02745,0.99818,-0.14053,0.16145,0.02323,0.97655,-0.08398,0.17340,0.00630,0.98124,1.00,-0.14336,0.13503,0.01975,0.98022,-0.08737,0.14732,0.00135,0.98522,1.00
1103,16.10489,0.05286,0.01000,-0.02744,0.99817,-0.14051,0.16131,0.02321,0.97657,-0.08398,0.17340,0.00630,0.98124,1.00,-0.14335,0.13488,0.01972,0.98024,-0.08737,0.14732,0.00135,0.98522,1.00
1113,15.84939,0.05278,0.01009,-0.02757,0.99817,-0.14056,0.15452,0.02221,0.97769,-0.08421,0.16680,0.00479,0.98238,1.00,-0.14325,0.12795,0.01868,0.98120,-0.08748,0.14058,-0.00021,0.98620,1.00
1124,15.57602,0.05262,0.01014,-0.02767,0.99818,-0.14044,0.15444,0.02219,0.97772,-0.08424,0.16679,0.00464,0.98238,1.00,-0.14312,0.12788,0.01865,0.98123,-0.08750,0.14057,-0.00035,0.98620,1.00
1137,15.26670,0.05246,0.01026,-0.02801,0.99818,-0.14041,0.15424,0.02215,0.97776,-0.08431,0.16676,0.00426,0.98238,1.00,-0.14306,0.12767,0.01861,0.98127,-0.08756,0.14054,-0.00074,0.98620,1.00
1147,14.99370,0.05230,0.01035,-0.02820,0.99818,-0.14037,0.15241,0.02187,0.97805,-0.08443,0.16508,0.00367,0.98265,1.00,-0.14298,0.12581,0.01833,0.98153,-0.08764,0.13881,-0.00133,0.98643,1.00
1158,14.70259,0.05213,0.01045,-0.02832,0.99818,-0.14025,0.15228,0.02184,0.97809,-0.08446,0.16506,0.00350,0.98265,1.00,-0.14285,0.12568,0.01829,0.98156,-0.08767,0.13880,-0.00150,0.98643,1.00
1170,14.37614,0.05202,0.01057,-0.02834,0.99819,-0.14015,0.15215,0.02180,0.97813,-0.08447,0.16506,0.00344,0.98265,1.00,-0.14275,0.12555,0.01826,0.98159,-0.08767,0.13879,-0.00155,0.98643,1.00
1180,14.08149,0.05198,0.01068,-0.02830,0.99819,-0.14310,0.14866,0.02175,0.97824,-0.08756,0.16176,0.00327,0.98293,1.00,-0.14570,0.12195,0.01810,0.98162,-0.09078,0.13540,-0.00182,0.98662,1.00
1191,13.76428,0.05193,0.01082,-0.02828,0.99819,-0.14305,0.14853,0.02172,0.97827,-0.08756,0.16176,0.00328,0.98293,1.00,-0.14565,0.12182,0.01808,0.98164,-0.09077,0.13540,-0.00181,0.98662,1.00
1203,13.41728,0.05199,0.01090,-0.02828,0.99819,-0.14311,0.14845,0.02172,0.97827,-0.08756,0.16176,0.00329,0.98293,1.00,-0.14571,0.12174,0.01807,0.98164,-0.09077,0.13540,-0.00180,0.98662,1.00
1214,13.10109,0.05205,0.01102,-0.02830,0.99818,-0.14368,0.13988,0.02052,0.97947,-0.08826,0.15342,0.00163,0.98421,1.00,-0.14614,0.11301,0.01681,0.98264,-0.09135,0.12689,-0.00354,0.98770,1.00
1225,12.77061,0.05217,0.01114,-0.02819,0.99818,-0.14377,0.13979,0.02052,0.97947,-0.08824,0.15343,0.00176,0.98421,1.00,-0.14623,0.11292,0.01680,0.98264,-0.09133,0.12690,-0.00341,0.98770,1.00
