Time_ms,TargetRotX,TargetRotY,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,LeftConfidence,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,RightConfidence
0,0.00,0.00,0.05542,0.03374,-0.04255,0.99699,0.02562,-0.01742,0.00045,0.99952,0.08022,0.01524,-0.04391,0.99569,1.00,0.02555,-0.04445,0.00114,0.99868,0.07897,-0.01177,-0.04468,0.99581,1.00
10,0.00,0.00,0.05476,0.03342,-0.04258,0.99703,0.02590,-0.01696,0.00044,0.99952,0.07985,0.01537,-0.04392,0.99572,1.00,0.02582,-0.04400,0.00114,0.99870,0.07860,-0.01165,-0.04467,0.99584,1.00
22,0.00,0.00,0.05409,0.03297,-0.04261,0.99708,0.02656,-0.01647,0.00044,0.99951,0.07985,0.01537,-0.04392,0.99572,1.00,0.02648,-0.04351,0.00115,0.99870,0.07860,-0.01165,-0.04464,0.99584,1.00
33,0.00,0.00,0.05332,0.03250,-0.04265,0.99714,0.02678,-0.01513,0.00041,0.99953,0.07936,0.01623,-0.04390,0.99575,1.00,0.02669,-0.04217,0.00113,0.99875,0.07810,-0.01079,-0.04459,0.99589,1.00
44,0.00,0.00,0.05275,0.03203,-0.04280,0.99718,0.02813,-0.01409,0.00040,0.99950,0.08018,0.01674,-0.04403,0.99567,1.00,0.02804,-0.04114,0.00116,0.99876,0.07892,-0.01029,-0.04467,0.99583,1.00
56,0.00,0.00,0.05242,0.03157,-0.04292,0.99720,0.02844,-0.01360,0.00039,0.99950,0.08018,0.01675,-0.04412,0.99566,1.00,0.02836,-0.04065,0.00115,0.99877,0.07892,-0.01029,-0.04474,0.99582,1.00
67,0.00,0.00,0.05219,0.03108,-0.04299,0.99723,0.02804,-0.01364,0.00038,0.99951,0.07955,0.01623,-0.04417,0.99572,1.00,0.02795,-0.04070,0.00114,0.99878,0.07828,-0.01080,-0.04480,0.99587,1.00
78,0.00,0.00,0.05202,0.03065,-0.04298,0.99725,0.02770,-0.01357,0.00038,0.99952,0.07905,0.01589,-0.04414,0.99577,1.00,0.02761,-0.04062,0.00112,0.99879,0.07778,-0.01114,-0.04477,0.99590,1.00
89,0.00,0.00,0.05185,0.03020,-0.04313,0.99727,0.02785,-0.01310,0.00036,0.99953,0.07905,0.01590,-0.04427,0.99576,1.00,0.02776,-0.04015,0.00112,0.99881,0.07778,-0.01114,-0.04489,0.99590,1.00
100,0.00,0.00,0.05154,0.02988,-0.04353,0.99727,0.02899,-0.01201,0.00035,0.99951,0.07991,0.01661,-0.04465,0.99566,1.00,0.02891,-0.03907,0.00113,0.99882,0.07865,-0.01043,-0.04523,0.99582,1.00
111,0.00,0.00,0.05088,0.02951,-0.04373,0.99731,0.02918,-0.01192,0.00035,0.99950,0.07945,0.01631,-0.04483,0.99570,1.00,0.02912,-0.03898,0.00114,0.99881,0.07819,-0.01074,-0.04539,0.99585,1.00
122,0.00,0.00,0.04999,0.02906,-0.04372,0.99737,0.03006,-0.01144,0.00034,0.99948,0.07945,0.01630,-0.04480,0.99570,1.00,0.02999,-0.03850,0.00116,0.99881,0.07819,-0.01075,-0.04531,0.99585,1.00
133,0.00,0.00,0.04903,0.02871,-0.04329,0.99745,0.03005,-0.01002,0.00030,0.99950,0.07855,0.01738,-0.04432,0.99577,1.00,0.02995,-0.03709,0.00111,0.99886,0.07727,-0.00967,-0.04481,0.99596,1.00
