Time_ms,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftConfidence,RightRotX,RightRotY,RightRotZ,RightRotW,RightConfidence
9733,-0,0960459,-0,006217858,-0,02156642,0,9951238,0,9980469,-0,09663629,-0,03302294,-0,01778748,0,9946128,0,9980469
9747,-0,09604495,-0,006232703,-0,02172021,0,9951205,0,9980469,-0,09663186,-0,03303588,-0,01792055,0,9946104,0,9980469
9761,-0,0982956,-0,005831607,-0,02173601,0,9949029,0,9980469,-0,09888373,-0,03263657,-0,01797993,0,9944012,0,9980469
9774,-0,09829632,-0,005819403,-0,02161247,0,9949055,0,9980469,-0,09888813,-0,0326233,-0,01784642,0,9944036,0,9980469
9788,-0,09918931,-0,00693747,-0,02168843,0,994808,0,9980469,-0,09977947,-0,03373874,-0,01794676,0,9942755,0,9980469
9802,-0,09918693,-0,006970883,-0,02202357,0,9948007,0,9980469,-0,09976774,-0,03377349,-0,01829313,0,9942693,0,9980469
9816,-0,09918577,-0,006987232,-0,02218755,0,9947971,0,9980469,-0,09976189,-0,03379066,-0,01846435,0,994266,0,9980469
9830,-0,09969918,-0,009523308,-0,02195708,0,9947299,0,9980469,-0,1002795,-0,03631752,-0,0182379,0,9941291,0,9980469
9844,-0,09969918,-0,009522389,-0,02194796,0,9947299,0,9980469,-0,1002806,-0,03631445,-0,01820765,0,9941295,0,9980469
9858,-0,0975374,-0,009442835,-0,02191315,0,9949458,0,9980469,-0,09814772,-0,03622655,-0,01808122,0,9943479,0,9980469
9872,-0,09753893,-0,009426883,-0,02175044,0,9949495,0,9980469,-0,09815455,-0,03620803,-0,01789367,0,9943513,0,9980469
9886,-0,09982258,-0,008950655,-0,02176777,0,9947269,0,9980469,-0,1004432,-0,03573319,-0,01795091,0,9941389,0,9980469
9900,-0,09982089,-0,008969595,-0,02195653,0,9947227,0,9980469,-0,1004367,-0,03575123,-0,01812962,0,9941356,0,9980469
9914,-0,09981792,-0,009001894,-0,0222784,0,9947156,0,9980469,-0,1004253,-0,03578328,-0,01844689,0,9941298,0,9980469
9928,-0,099014,-0,008788181,-0,02253329,0,9947922,0,9980469,-0,09962019,-0,03556927,-0,01868753,0,9942141,0,9980469
9941,-0,09901551,-0,008770893,-0,02235962,0,994796,0,9980469,-0,09962622,-0,03555237,-0,018519,0,9942171,0,9980469
9955,-0,1004365,-0,006819325,-0,02236664,0,9946687,0,9980469,-0,1010663,-0,03360884,-0,01857067,0,9941386,0,9980469
9969,-0,1004377,-0,00680085,-0,02218369,0,9946727,0,9980469,-0,1010725,-0,03359021,-0,01838757,0,9941418,0,9980469
9983,-0,1004363,-0,006822935,-0,02240239,0,9946679,0,9980469,-0,1010653,-0,03361209,-0,0186027,0,994138,0,9980469
9997,-0,1004601,-0,005837749,-0,02261171,0,9946671,0,9980469,-0,1010834,-0,03262985,-0,01880878,0,9941649,0,9980469
10011,-0,1004609,-0,005823937,-0,02247494,0,9946701,0,9980469,-0,1010878,-0,03261617,-0,01867437,0,9941674,0,9980469
10025,-0,1009194,-0,007110532,-0,02219249,0,9946218,0,9980469,-0,1015469,-0,03390071,-0,01840965,0,9940825,0,9980469
10039,-0,1009196,-0,007107133,-0,02215895,0,9946225,0,9980469,-0,1015477,-0,03389847,-0,01838755,0,994083,0,9980469
10053,-0,101391,-0,01393564,-0,02140212,0,9945189,0,9980469,-0,1020008,-0,04070704,-0,01766205,0,9937942,0,9980469
