Time_ms,LeftBlinkWeight,RightBlinkWeight,LeftConfidence,RightConfidence
28695,0,2124509,0,1778523,0,9980469,0,9980469
28708,0,2490377,0,1795014,0,9980469,0,9980469
28722,0,2490377,0,1795014,0,9980469,0,9980469
28736,0,2778229,0,1958549,0,9980469,0,9980469
28750,0,2778229,0,1958549,0,9980469,0,9980469
28764,0,2778229,0,1958549,0,9980469,0,9980469
28778,0,263979,0,1937817,0,9980469,0,9980469
28792,0,263979,0,1937817,0,9980469,0,9980469
28806,0,3013071,0,199373,0,9980469,0,9980469
28820,0,3013071,0,199373,0,9980469,0,9980469
28834,0,3013071,0,199373,0,9980469,0,9980469
28847,0,2693284,0,1985601,0,9980469,0,9980469
28861,0,2693284,0,1985601,0,9980469,0,9980469
28875,0,3006442,0,2023312,0,9980469,0,9980469
28890,0,3006442,0,2023312,0,9980469,0,9980469
28903,0,02020314,0,1542365,0,9980469,0,9980469
28917,0,02020314,0,1542365,0,9980469,0,9980469
28931,0,02020314,0,1542365,0,9980469,0,9980469
28945,0,01608723,0,1518535,0,9980469,0,9980469
28959,0,01608723,0,1518535,0,9980469,0,9980469
28973,0,0005929321,0,1532636,0,9980469,0,9980469
28987,0,0005929321,0,1532636,0,9980469,0,9980469
29001,0,0005929321,0,1532636,0,9980469,0,9980469
29014,0,02942516,0,1453404,0,9980469,0,9980469
29029,0,02942516,0,1453404,0,9980469,0,9980469
29043,0,001037353,0,09777251,0,9980469,0,9980469
29057,0,001037353,0,09777251,0,9980469,0,9980469
29070,4,376655E-05,0,06682574,0,9980469,0,9980469
29084,4,376655E-05,0,06682574,0,9980469,0,9980469
29098,4,376655E-05,0,06682574,0,9980469,0,9980469
29112,2,205619E-06,0,05298984,0,9980469,0,9980469
29127,2,205619E-06,0,05298984,0,9980469,0,9980469
29140,1,324451E-07,0,04633635,0,9980469,0,9980469
29154,1,324451E-07,0,04633635,0,9980469,0,9980469
29168,1,324451E-07,0,04633635,0,9980469,0,9980469
29182,9,450291E-09,0,03789153,0,9980469,0,9980469
