Time_ms,Phase,PhaseTime_ms,TargetRotX,TargetRotY,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,LeftBlinkWeight,RightBlinkWeight,LeftConfidence,RightConfidence
0,Fixation,0,0.00,0.00,0.06308,-0.01877,0.02199,-0.99759,0.12237,0.01475,0.00182,-0.99237,-0.18503,0.00649,-0.02041,0.98250,0.12188,0.04240,0.00521,-0.99162,-0.18517,-0.02133,-0.02204,0.98223,0.00000,0.00000,1.00,1.00
10,Fixation,10,0.00,0.00,0.06323,-0.01837,0.02188,-0.99759,0.12223,0.01433,0.00176,-0.99240,-0.18503,0.00650,-0.02032,0.98250,0.12176,0.04197,0.00515,-0.99166,-0.18518,-0.02131,-0.02194,0.98223,0.00000,0.00000,1.00,1.00
22,Fixation,22,0.00,0.00,0.06346,-0.01793,0.02179,-0.99759,0.12201,0.01386,0.00170,-0.99243,-0.18503,0.00651,-0.02026,0.98250,0.12154,0.04150,0.00509,-0.99171,-0.18518,-0.02130,-0.02187,0.98223,0.00000,0.00000,1.00,1.00
33,Fixation,33,0.00,0.00,0.06376,-0.01737,0.02155,-0.99758,0.12079,0.01400,0.00170,-0.99258,-0.18412,0.00577,-0.02009,0.98268,0.12033,0.04162,0.00505,-0.99185,-0.18426,-0.02202,-0.02166,0.98239,0.00000,0.00000,1.00,1.00
43,Fixation,43,0.00,0.00,0.06412,-0.01688,0.02137,-0.99757,0.12045,0.01345,0.00163,-0.99263,-0.18412,0.00580,-0.01995,0.98269,0.12000,0.04108,0.00497,-0.99191,-0.18427,-0.02199,-0.02150,0.98240,0.00000,0.00000,1.00,1.00
56,Fixation,56,0.00,0.00,0.06416,-0.01636,0.02128,-0.99758,0.12042,0.01292,0.00157,-0.99264,-0.18412,0.00581,-0.01989,0.98269,0.11997,0.04055,0.00490,-0.99194,-0.18427,-0.02198,-0.02144,0.98240,0.00000,0.00000,1.00,1.00
67,Fixation,67,0.00,0.00,0.06406,-0.01600,0.02140,-0.99759,0.12103,0.01282,0.00156,-0.99256,-0.18462,0.00559,-0.02004,0.98259,0.12058,0.04045,0.00492,-0.99187,-0.18477,-0.02222,-0.02161,0.98229,0.00000,0.00000,1.00,1.00
77,Fixation,77,0.00,0.00,0.06363,-0.01569,0.02147,-0.99762,0.12146,0.01255,0.00154,-0.99252,-0.18462,0.00557,-0.02014,0.98259,0.12101,0.04019,0.00490,-0.99183,-0.18477,-0.02224,-0.02173,0.98229,0.00000,0.00000,1.00,1.00
89,Fixation,89,0.00,0.00,0.06336,-0.01540,0.02145,-0.99764,0.12174,0.01226,0.00150,-0.99249,-0.18462,0.00557,-0.02014,0.98259,0.12128,0.03990,0.00488,-0.99180,-0.18477,-0.02224,-0.02175,0.98229,0.00000,0.00000,1.00,1.00
100,Fixation,100,0.00,0.00,0.06315,-0.01497,0.02094,-0.99767,0.12229,0.01221,0.00151,-0.99242,-0.18495,0.00513,-0.01968,0.98254,0.12186,0.03986,0.00490,-0.99173,-0.18511,-0.02268,-0.02131,0.98222,0.00000,0.00000,1.00,1.00
