Time_ms,LeftBlinkWeight,RightBlinkWeight,LeftConfidence,RightConfidence
0,0.00000,0.00000,1.00,1.00
12,0.00000,0.00000,1.00,1.00
23,0.00000,0.00000,1.00,1.00
34,0.00000,0.00000,1.00,1.00
46,0.00000,0.00000,1.00,1.00
57,0.00000,0.00000,1.00,1.00
67,0.00000,0.00000,1.00,1.00
79,0.00000,0.00000,1.00,1.00
90,0.00000,0.00000,1.00,1.00
100,0.00000,0.00000,1.00,1.00
112,0.00000,0.00000,1.00,1.00
123,0.00000,0.00000,1.00,1.00
134,0.00000,0.00000,1.00,1.00
146,0.00000,0.00000,1.00,1.00
157,0.00000,0.00000,1.00,1.00
168,0.00000,0.00000,1.00,1.00
179,0.00000,0.00000,1.00,1.00
190,0.00000,0.00000,1.00,1.00
201,0.00000,0.00000,1.00,1.00
213,0.00000,0.00000,1.00,1.00
224,0.00000,0.00000,1.00,1.00
235,0.00000,0.00000,1.00,1.00
246,0.00000,0.00000,1.00,1.00
257,0.00000,0.00000,1.00,1.00
268,0.00000,0.00000,1.00,1.00
280,0.00000,0.00000,1.00,1.00
291,0.00000,0.00000,1.00,1.00
302,0.00000,0.00000,1.00,1.00
314,0.00000,0.00000,1.00,1.00
324,0.00000,0.00000,1.00,1.00
334,0.00000,0.00000,1.00,1.00
347,0.00000,0.00000,1.00,1.00
357,0.00000,0.00000,1.00,1.00
368,0.00000,0.00000,1.00,1.00
381,0.00000,0.00000,1.00,1.00
391,0.00000,0.00000,1.00,1.00
401,0.00000,0.00000,1.00,1.00
413,0.00000,0.00000,1.00,1.00
424,0.00000,0.00000,1.00,1.00
435,0.00000,0.00000,1.00,1.00
447,0.00000,0.00000,1.00,1.00
458,0.00000,0.00000,1.00,1.00
468,0.00000,0.00000,1.00,1.00
480,0.00000,0.00000,1.00,1.00
491,0.00000,0.00000,1.00,1.00
501,0.00000,0.00000,1.00,1.00
514,0.00000,0.00000,1.00,1.00
524,0.00000,0.00000,1.00,1.00
535,0.00000,0.00000,1.00,1.00
547,0.00000,0.00000,1.00,1.00
558,0.00000,0.00000,1.00,1.00
568,0.00000,0.00000,1.00,1.00
580,0.00000,0.00000,1.00,1.00
590,0.00000,0.00000,1.00,1.00
601,0.00000,0.00000,1.00,1.00
613,0.00000,0.00000,1.00,1.00
624,0.00000,0.00000,1.00,1.00
634,0.00000,0.00000,1.00,1.00
647,0.00000,0.00000,1.00,1.00
657,0.00000,0.00000,1.00,1.00
668,0.00000,0.00000,1.00,1.00
680,0.00000,0.00000,1.00,1.00
691,0.00000,0.00000,1.00,1.00
702,0.00000,0.00000,1.00,1.00
714,0.00000,0.00000,1.00,1.00
724,0.00000,0.00000,1.00,1.00
734,0.00000,0.00000,1.00,1.00
747,0.00000,0.00000,1.00,1.00
757,0.00000,0.00000,1.00,1.00
768,0.00000,0.00000,1.00,1.00
781,0.00000,0.00000,1.00,1.00
791,0.00000,0.00000,1.00,1.00
802,0.00000,0.00000,1.00,1.00
814,0.00000,0.00000,1.00,1.00
825,0.00000,0.00000,1.00,1.00
835,0.00000,0.00000,1.00,1.00
848,0.00000,0.00000,1.00,1.00
859,0.00000,0.00000,1.00,1.00
869,0.00000,0.00000,1.00,1.00
881,0.00000,0.00000,1.00,1.00
892,0.00000,0.00000,1.00,1.00
903,0.00000,0.00000,1.00,1.00
915,0.00000,0.00000,1.00,1.00
925,0.00000,0.00000,1.00,1.00
936,0.00000,0.00000,1.00,1.00
948,0.00000,0.00000,1.00,1.00
958,0.00000,0.00000,1.00,1.00
969,0.00000,0.00000,1.00,1.00
981,0.00000,0.00000,1.00,1.00
991,0.00000,0.00000,1.00,1.00
1003,0.00000,0.00000,1.00,1.00
1015,0.00000,0.00000,1.00,1.00
1025,0.00000,0.00000,1.00,1.00
1036,0.00000,0.00000,1.00,1.00
1047,0.00000,0.00000,1.00,1.00
1058,0.00000,0.00000,1.00,1.00
1069,0.00000,0.00000,1.00,1.00
1081,0.00000,0.00000,1.00,1.00
1093,0.00000,0.00000,1.00,1.00
1103,0.00000,0.00000,1.00,1.00
1115,0.00000,0.00000,1.00,1.00
1125,0.00000,0.00000,1.00,1.00
1136,0.00000,0.00000,1.00,1.00
1148,0.00000,0.00000,1.00,1.00
1158,0.00000,0.00000,1.00,1.00
1170,0.00000,0.00000,1.00,1.00
1182,0.00000,0.00000,1.00,1.00
1192,0.00000,0.00000,1.00,1.00
1203,0.00000,0.00000,1.00,1.00
1215,0.00000,0.00000,1.00,1.00
1226,0.00000,0.00000,1.00,1.00
1236,0.00000,0.00000,1.00,1.00
1249,0.00000,0.00000,1.00,1.00
1259,0.00000,0.00000,1.00,1.00
1269,0.00000,0.00000,1.00,1.00
1282,0.00000,0.00000,1.00,1.00
1292,0.00000,0.00000,1.00,1.00
1303,0.00000,0.00000,1.00,1.00
1315,0.00000,0.00000,1.00,1.00
1326,0.00000,0.00000,1.00,1.00
1337,0.00000,0.00000,1.00,1.00
1349,0.00000,0.00000,1.00,1.00
1359,0.00000,0.00000,1.00,1.00
1370,0.00000,0.00000,1.00,1.00
1382,0.00000,0.00000,1.00,1.00
1393,0.00000,0.00000,1.00,1.00
1403,0.00000,0.00000,1.00,1.00
1416,0.00000,0.00000,1.00,1.00
1426,0.00000,0.00000,1.00,1.00
1437,0.00000,0.00000,1.00,1.00
1448,0.00000,0.00000,1.00,1.00
1459,0.00000,0.00000,1.00,1.00
1470,0.00000,0.00000,1.00,1.00
1482,0.00000,0.00000,1.00,1.00
1493,0.00000,0.00000,1.00,1.00
1504,0.00000,0.00000,1.00,1.00
1516,0.00000,0.00000,1.00,1.00
1526,0.00000,0.00000,1.00,1.00
1537,0.00000,0.00000,1.00,1.00
1549,0.00000,0.00000,1.00,1.00
1560,0.00000,0.00000,1.00,1.00
1571,0.00000,0.00000,1.00,1.00
1583,0.00000,0.00000,1.00,1.00
1593,0.00000,0.00000,1.00,1.00
1604,0.00000,0.00000,1.00,1.00
1615,0.00000,0.00000,1.00,1.00
1626,0.00000,0.00000,1.00,1.00
1637,0.00000,0.00000,1.00,1.00
1650,0.00000,0.00000,1.00,1.00
1660,0.00000,0.00000,1.00,1.00
1671,0.00000,0.00000,1.00,1.00
1683,0.00000,0.00000,1.00,1.00
1693,0.00000,0.00000,1.00,1.00
1704,0.00000,0.00000,1.00,1.00
1716,0.00000,0.00000,1.00,1.00
1726,0.00000,0.00000,1.00,1.00
1737,0.00000,0.00000,1.00,1.00
1749,0.00000,0.00000,1.00,1.00
1760,0.00000,0.00000,1.00,1.00
1771,0.00000,0.00000,1.00,1.00
1783,0.00000,0.00000,1.00,1.00
1793,0.00000,0.00000,1.00,1.00
1805,0.00000,0.00000,1.00,1.00
1817,0.00000,0.00000,1.00,1.00
1827,0.00000,0.00000,1.00,1.00
1838,0.00000,0.00000,1.00,1.00
1849,0.00000,0.00000,1.00,1.00
1861,0.00000,0.00000,1.00,1.00
1871,0.00000,0.00000,1.00,1.00
1884,0.00000,0.00000,1.00,1.00
1894,0.00000,0.00000,1.00,1.00
1905,0.00000,0.00000,1.00,1.00
1916,0.00000,0.00000,1.00,1.00
1927,0.00000,0.00000,1.00,1.00
1938,0.00000,0.00000,1.00,1.00
1950,0.00000,0.00000,1.00,1.00
1961,0.00000,0.00000,1.00,1.00
1972,0.00000,0.00000,1.00,1.00
1984,0.00000,0.00000,1.00,1.00
1994,0.00000,0.00000,1.00,1.00
2005,0.00000,0.00000,1.00,1.00
2017,0.00000,0.00000,1.00,1.00
2027,0.00000,0.00000,1.00,1.00
2038,0.00000,0.00000,1.00,1.00
2051,0.00000,0.00000,1.00,1.00
2061,0.00000,0.00000,1.00,1.00
2072,0.00000,0.00000,1.00,1.00
2084,0.00000,0.00000,1.00,1.00
2094,0.00000,0.00000,1.00,1.00
2105,0.00000,0.00000,1.00,1.00
2117,0.00000,0.00000,1.00,1.00
2128,0.00000,0.00000,1.00,1.00
2139,0.00000,0.00000,1.00,1.00
2151,0.00000,0.00000,1.00,1.00
