Time_ms,Phase,PhaseTime_ms,TargetRotX,TargetRotY,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,LeftBlinkWeight,RightBlinkWeight,LeftConfidence,RightConfidence
255,Fixation,255,0.00,0.00,0.09640,-0.01568,0.00389,-0.99521,0.15367,-0.00479,-0.00074,-0.98811,-0.24816,0.02093,-0.00115,0.96849,0.15356,0.02329,0.00362,-0.98786,-0.24821,-0.00744,-0.00279,0.96867,0.00000,0.00000,1.00,1.00
267,Fixation,267,0.00,0.00,0.09546,-0.01574,0.00440,-0.99530,0.13049,0.00486,0.00064,-0.99144,-0.22456,0.01129,-0.00248,0.97439,0.13016,0.03263,0.00429,-0.99095,-0.22436,-0.01671,-0.00346,0.97436,0.00000,0.00000,1.00,1.00
277,Fixation,277,0.00,0.00,0.09532,-0.01553,0.00442,-0.99532,0.13063,0.00466,0.00061,-0.99142,-0.22456,0.01128,-0.00252,0.97439,0.13030,0.03243,0.00426,-0.99093,-0.22436,-0.01672,-0.00351,0.97436,0.00000,0.00000,1.00,1.00
289,Fixation,289,0.00,0.00,0.09611,-0.01509,0.00404,-0.99525,0.12985,0.00410,0.00054,-0.99153,-0.22455,0.01135,-0.00218,0.97439,0.12954,0.03187,0.00417,-0.99105,-0.22437,-0.01663,-0.00313,0.97436,0.00000,0.00000,1.00,1.00
301,Fixation,301,0.00,0.00,0.09714,-0.01451,0.00311,-0.99516,0.12882,0.00321,0.00042,-0.99166,-0.22454,0.01155,-0.00132,0.97439,0.12856,0.03096,0.00402,-0.99121,-0.22438,-0.01642,-0.00221,0.97436,0.00000,0.00000,1.00,1.00
311,Fixation,311,0.00,0.00,0.09811,-0.01415,0.00239,-0.99507,0.12054,0.00293,0.00036,-0.99270,-0.21735,0.01138,-0.00074,0.97603,0.12033,0.03059,0.00371,-0.99226,-0.21721,-0.01648,-0.00136,0.97599,0.00000,0.00000,1.00,1.00
322,Fixation,322,0.00,0.00,0.09848,-0.01402,0.00208,-0.99504,0.12016,0.00270,0.00033,-0.99275,-0.21734,0.01145,-0.00044,0.97603,0.11997,0.03036,0.00367,-0.99231,-0.21721,-0.01641,-0.00105,0.97599,0.00000,0.00000,1.00,1.00
334,Fixation,334,0.00,0.00,0.09801,-0.01417,0.00224,-0.99508,0.12246,0.00352,0.00043,-0.99247,-0.21915,0.01079,-0.00057,0.97563,0.12222,0.03120,0.00384,-0.99200,-0.21898,-0.01709,-0.00126,0.97558,0.00000,0.00000,1.00,1.00
345,Fixation,345,0.00,0.00,0.09694,-0.01443,0.00271,-0.99518,0.12354,0.00393,0.00049,-0.99233,-0.21915,0.01069,-0.00101,0.97563,0.12327,0.03162,0.00393,-0.99186,-0.21897,-0.01720,-0.00176,0.97558,0.00000,0.00000,1.00,1.00
356,Fixation,356,0.00,0.00,0.09621,-0.01460,0.00314,-0.99525,0.12426,0.00424,0.00053,-0.99224,-0.21916,0.01060,-0.00142,0.97563,0.12397,0.03194,0.00399,-0.99176,-0.21896,-0.01730,-0.00220,0.97558,0.00000,0.00000,1.00,1.00
367,Fixation,367,0.00,0.00,0.09583,-0.01461,0.00337,-0.99529,0.12504,0.00486,0.00061,-0.99214,-0.21955,0.01002,-0.00166,0.97555,0.12470,0.03257,0.00410,-0.99165,-0.21931,-0.01790,-0.00248,0.97549,0.00000,0.00000,1.00,1.00
378,Fixation,378,0.00,0.00,0.09592,-0.01459,0.00344,-0.99528,0.12495,0.00486,0.00061,-0.99215,-0.21955,0.01000,-0.00173,0.97555,0.12460,0.03257,0.00409,-0.99166,-0.21931,-0.01791,-0.00254,0.97549,0.00000,0.00000,1.00,1.00
389,Fixation,389,0.00,0.00,0.09653,-0.01456,0.00314,-0.99522,0.12434,0.00473,0.00059,-0.99223,-0.21955,0.01007,-0.00144,0.97555,0.12401,0.03243,0.00406,-0.99174,-0.21931,-0.01784,-0.00221,0.97549,0.00000,0.00000,1.00,1.00
401,Fixation,401,0.00,0.00,0.09741,-0.01453,0.00259,-0.99514,0.12270,0.00396,0.00049,-0.99244,-0.21880,0.01074,-0.00089,0.97571,0.12243,0.03164,0.00391,-0.99196,-0.21860,-0.01714,-0.00160,0.97566,0.00000,0.00000,1.00,1.00
411,Fixation,411,0.00,0.00,0.09830,-0.01467,0.00233,-0.99505,0.12181,0.00401,0.00049,-0.99254,-0.21879,0.01080,-0.00063,0.97571,0.12156,0.03168,0.00388,-0.99207,-0.21861,-0.01707,-0.00128,0.97566,0.00000,0.00000,1.00,1.00
422,Fixation,422,0.00,0.00,0.09901,-0.01497,0.00231,-0.99497,0.12110,0.00430,0.00052,-0.99263,-0.21879,0.01081,-0.00058,0.97571,0.12085,0.03196,0.00389,-0.99215,-0.21861,-0.01705,-0.00119,0.97566,0.00000,0.00000,1.00,1.00
435,Fixation,435,0.00,0.00,0.09930,-0.01531,0.00258,-0.99494,0.12171,0.00474,0.00058,-0.99255,-0.21968,0.01074,-0.00081,0.97551,0.12143,0.03241,0.00397,-0.99206,-0.21947,-0.01713,-0.00143,0.97547,0.00000,0.00000,1.00,1.00
444,Fixation,444,0.00,0.00,0.09946,-0.01560,0.00287,-0.99492,0.12156,0.00512,0.00063,-0.99257,-0.21968,0.01068,-0.00106,0.97551,0.12126,0.03279,0.00401,-0.99207,-0.21947,-0.01719,-0.00168,0.97547,0.00000,0.00000,1.00,1.00
456,Fixation,456,0.00,0.00,0.09941,-0.01591,0.00330,-0.99491,0.12160,0.00556,0.00068,-0.99256,-0.21969,0.01059,-0.00146,0.97551,0.12128,0.03323,0.00406,-0.99205,-0.21946,-0.01728,-0.00208,0.97547,0.00000,0.00000,1.00,1.00
468,Fixation,468,0.00,0.00,0.09956,-0.01599,0.00325,-0.99490,0.12266,0.00568,0.00070,-0.99243,-0.22087,0.01054,-0.00139,0.97525,0.12233,0.03336,0.00411,-0.99192,-0.22063,-0.01735,-0.00204,0.97520,0.00000,0.00000,1.00,1.00
478,Fixation,478,0.00,0.00,0.09998,-0.01598,0.00291,-0.99486,0.12224,0.00556,0.00068,-0.99248,-0.22087,0.01062,-0.00106,0.97525,0.12192,0.03323,0.00408,-0.99197,-0.22064,-0.01727,-0.00168,0.97520,0.00000,0.00000,1.00,1.00
489,Fixation,489,0.00,0.00,0.10049,-0.01579,0.00275,-0.99481,0.12173,0.00532,0.00065,-0.99255,-0.22087,0.01065,-0.00093,0.97525,0.12143,0.03299,0.00404,-0.99204,-0.22064,-0.01723,-0.00152,0.97520,0.00000,0.00000,1.00,1.00
501,Fixation,501,0.00,0.00,0.10110,-0.01567,0.00303,-0.99475,0.12113,0.00530,0.00065,-0.99262,-0.22087,0.01058,-0.00121,0.97525,0.12081,0.03297,0.00401,-0.99212,-0.22064,-0.01729,-0.00177,0.97520,0.00000,0.00000,1.00,1.00
511,Fixation,511,0.00,0.00,0.10185,-0.01544,0.00336,-0.99467,0.12121,0.00534,0.00065,-0.99261,-0.22169,0.01035,-0.00157,0.97506,0.12087,0.03300,0.00402,-0.99211,-0.22145,-0.01751,-0.00211,0.97501,0.00000,0.00000,1.00,1.00
522,Fixation,522,0.00,0.00,0.10274,-0.01498,0.00344,-0.99459,0.12033,0.00493,0.00060,-0.99272,-0.22170,0.01033,-0.00170,0.97506,0.11998,0.03258,0.00394,-0.99223,-0.22145,-0.01753,-0.00218,0.97501,0.00000,0.00000,1.00,1.00
534,Fixation,534,0.00,0.00,0.10343,-0.01456,0.00340,-0.99452,0.12004,0.00375,0.00045,-0.99276,-0.22208,0.01109,-0.00169,0.97496,0.11971,0.03140,0.00379,-0.99230,-0.22186,-0.01676,-0.00215,0.97493,0.00000,0.00000,1.00,1.00
545,Fixation,545,0.00,0.00,0.10401,-0.01425,0.00339,-0.99447,0.11946,0.00344,0.00041,-0.99283,-0.22208,0.01109,-0.00172,0.97496,0.11914,0.03109,0.00373,-0.99238,-0.22186,-0.01676,-0.00215,0.97493,0.00000,0.00000,1.00,1.00
556,Fixation,556,0.00,0.00,0.10433,-0.01405,0.00359,-0.99444,0.11915,0.00332,0.00040,-0.99287,-0.22209,0.01104,-0.00194,0.97496,0.11881,0.03097,0.00371,-0.99243,-0.22185,-0.01681,-0.00235,0.97493,0.00000,0.00000,1.00,1.00
568,Fixation,568,0.00,0.00,0.10442,-0.01387,0.00361,-0.99443,0.12013,0.00307,0.00037,-0.99275,-0.22314,0.01112,-0.00197,0.97472,0.11981,0.03073,0.00371,-0.99231,-0.22293,-0.01674,-0.00240,0.97469,0.00000,0.00000,1.00,1.00
578,Fixation,578,0.00,0.00,0.10421,-0.01384,0.00363,-0.99445,0.12033,0.00304,0.00037,-0.99273,-0.22314,0.01111,-0.00199,0.97472,0.12002,0.03070,0.00371,-0.99229,-0.22293,-0.01675,-0.00244,0.97469,0.00000,0.00000,1.00,1.00
589,Fixation,589,0.00,0.00,0.10389,-0.01391,0.00360,-0.99449,0.12066,0.00310,0.00038,-0.99269,-0.22314,0.01112,-0.00194,0.97472,0.12035,0.03076,0.00373,-0.99225,-0.22293,-0.01674,-0.00241,0.97469,0.00000,0.00000,1.00,1.00
601,Fixation,601,0.00,0.00,0.10386,-0.01389,0.00347,-0.99449,0.12020,0.00359,0.00044,-0.99274,-0.22267,0.01059,-0.00183,0.97484,0.11991,0.03125,0.00378,-0.99229,-0.22247,-0.01727,-0.00228,0.97478,0.00000,0.00000,1.00,1.00
611,Fixation,611,0.00,0.00,0.10357,-0.01397,0.00326,-0.99452,0.12049,0.00360,0.00044,-0.99271,-0.22266,0.01064,-0.00162,0.97484,0.12021,0.03126,0.00379,-0.99225,-0.22248,-0.01722,-0.00209,0.97478,0.00000,0.00000,1.00,1.00
623,Fixation,623,0.00,0.00,0.10312,-0.01413,0.00293,-0.99456,0.12094,0.00363,0.00044,-0.99265,-0.22266,0.01072,-0.00127,0.97484,0.12067,0.03130,0.00381,-0.99219,-0.22248,-0.01715,-0.00176,0.97478,0.00000,0.00000,1.00,1.00
635,Fixation,635,0.00,0.00,0.10292,-0.01420,0.00288,-0.99458,0.12114,0.00368,0.00045,-0.99263,-0.22266,0.01073,-0.00121,0.97484,0.12088,0.03135,0.00382,-0.99216,-0.22248,-0.01714,-0.00172,0.97478,0.00000,0.00000,1.00,1.00
645,Fixation,645,0.00,0.00,0.10302,-0.01423,0.00288,-0.99457,0.11795,0.00426,0.00051,-0.99301,-0.21963,0.01018,-0.00124,0.97553,0.11769,0.03189,0.00378,-0.99253,-0.21944,-0.01765,-0.00166,0.97546,0.00000,0.00000,1.00,1.00
656,Fixation,656,0.00,0.00,0.10316,-0.01429,0.00289,-0.99456,0.11781,0.00432,0.00051,-0.99303,-0.21963,0.01018,-0.00125,0.97553,0.11755,0.03195,0.00378,-0.99255,-0.21944,-0.01765,-0.00165,0.97546,0.00000,0.00000,1.00,1.00
668,Fixation,668,0.00,0.00,0.10396,-0.01427,0.00294,-0.99448,0.11799,0.00436,0.00052,-0.99301,-0.22058,0.01013,-0.00129,0.97531,0.11771,0.03199,0.00379,-0.99253,-0.22038,-0.01770,-0.00168,0.97525,0.00000,0.00000,1.00,1.00
678,Fixation,678,0.00,0.00,0.10450,-0.01434,0.00286,-0.99442,0.11744,0.00441,0.00052,-0.99307,-0.22058,0.01015,-0.00122,0.97531,0.11717,0.03203,0.00378,-0.99259,-0.22038,-0.01768,-0.00158,0.97525,0.00000,0.00000,1.00,1.00
690,Fixation,690,0.00,0.00,0.10491,-0.01436,0.00252,-0.99437,0.11703,0.00430,0.00051,-0.99312,-0.22058,0.01022,-0.00088,0.97532,0.11677,0.03193,0.00376,-0.99264,-0.22039,-0.01759,-0.00121,0.97525,0.00000,0.00000,1.00,1.00
702,Fixation,702,0.00,0.00,0.10527,-0.01434,0.00209,-0.99434,0.11529,0.00496,0.00058,-0.99332,-0.21923,0.00949,-0.00047,0.97563,0.11504,0.03256,0.00377,-0.99282,-0.21903,-0.01830,-0.00075,0.97555,0.00000,0.00000,1.00,1.00
712,Fixation,712,0.00,0.00,0.10554,-0.01427,0.00156,-0.99431,0.11503,0.00472,0.00055,-0.99335,-0.21922,0.00961,0.00005,0.97563,0.11481,0.03232,0.00374,-0.99285,-0.21904,-0.01818,-0.00021,0.97555,0.00000,0.00000,1.00,1.00
723,Fixation,723,0.00,0.00,0.10584,-0.01415,0.00117,-0.99428,0.11472,0.00447,0.00052,-0.99339,-0.21922,0.00969,0.00042,0.97563,0.11452,0.03207,0.00370,-0.99290,-0.21905,-0.01809,0.00017,0.97555,0.00000,0.00000,1.00,1.00
735,Fixation,735,0.00,0.00,0.10612,-0.01410,0.00100,-0.99425,0.11620,0.00204,0.00024,-0.99322,-0.22094,0.01207,0.00062,0.97521,0.11602,0.02966,0.00347,-0.99280,-0.22079,-0.01574,0.00034,0.97519,0.00000,0.00000,1.00,1.00
745,Fixation,745,0.00,0.00,0.10634,-0.01408,0.00129,-0.99423,0.11599,0.00212,0.00025,-0.99325,-0.22095,0.01200,0.00033,0.97521,0.11578,0.02974,0.00347,-0.99282,-0.22078,-0.01580,0.00006,0.97520,0.00000,0.00000,1.00,1.00
757,Fixation,757,0.00,0.00,0.10650,-0.01416,0.00187,-0.99421,0.11583,0.00239,0.00028,-0.99327,-0.22096,0.01188,-0.00024,0.97521,0.11560,0.03001,0.00349,-0.99284,-0.22077,-0.01593,-0.00050,0.97519,0.00000,0.00000,1.00,1.00
768,Fixation,768,0.00,0.00,0.10659,-0.01422,0.00252,-0.99420,0.11587,0.00440,0.00051,-0.99325,-0.22108,0.00998,-0.00089,0.97520,0.11554,0.03201,0.00373,-0.99278,-0.22082,-0.01782,-0.00115,0.97515,0.00000,0.00000,1.00,1.00
779,Fixation,779,0.00,0.00,0.10672,-0.01437,0.00329,-0.99418,0.11574,0.00481,0.00056,-0.99327,-0.22109,0.00981,-0.00165,0.97520,0.11537,0.03242,0.00377,-0.99279,-0.22081,-0.01799,-0.00189,0.97515,0.00000,0.00000,1.00,1.00
790,Fixation,790,0.00,0.00,0.10684,-0.01447,0.00375,-0.99416,0.11562,0.00506,0.00059,-0.99328,-0.22110,0.00971,-0.00209,0.97520,0.11522,0.03267,0.00379,-0.99280,-0.22080,-0.01809,-0.00233,0.97515,0.00000,0.00000,1.00,1.00
802,Fixation,802,0.00,0.00,0.10707,-0.01468,0.00418,-0.99413,0.11682,0.00516,0.00061,-0.99314,-0.22250,0.00987,-0.00249,0.97488,0.11643,0.03278,0.00385,-0.99265,-0.22222,-0.01794,-0.00275,0.97483,0.00000,0.00000,1.00,1.00
812,Fixation,812,0.00,0.00,0.10743,-0.01478,0.00453,-0.99409,0.11647,0.00537,0.00063,-0.99318,-0.22251,0.00979,-0.00283,0.97488,0.11606,0.03299,0.00386,-0.99269,-0.22222,-0.01802,-0.00307,0.97483,0.00000,0.00000,1.00,1.00
823,Fixation,823,0.00,0.00,0.10762,-0.01504,0.00468,-0.99407,0.11627,0.00568,0.00066,-0.99320,-0.22251,0.00976,-0.00295,0.97488,0.11585,0.03329,0.00389,-0.99270,-0.22222,-0.01804,-0.00318,0.97483,0.00000,0.00000,1.00,1.00
835,Fixation,835,0.00,0.00,0.10766,-0.01532,0.00484,-0.99406,0.11400,0.00599,0.00069,-0.99346,-0.22032,0.00974,-0.00310,0.97537,0.11364,0.03358,0.00384,-0.99295,-0.22009,-0.01804,-0.00327,0.97531,0.00000,0.00000,1.00,1.00
846,Fixation,846,0.00,0.00,0.10782,-0.01565,0.00465,-0.99404,0.11383,0.00625,0.00072,-0.99348,-0.22032,0.00979,-0.00288,0.97538,0.11349,0.03384,0.00387,-0.99296,-0.22009,-0.01798,-0.00304,0.97531,0.00000,0.00000,1.00,1.00
857,Fixation,857,0.00,0.00,0.10774,-0.01592,0.00410,-0.99404,0.11391,0.00632,0.00072,-0.99347,-0.22031,0.00992,-0.00230,0.97538,0.11359,0.03391,0.00388,-0.99294,-0.22010,-0.01786,-0.00247,0.97531,0.00000,0.00000,1.00,1.00
869,Fixation,869,0.00,0.00,0.10728,-0.01621,0.00363,-0.99409,0.11489,0.01416,0.00164,-0.99328,-0.22085,0.00227,-0.00185,0.97530,0.11451,0.04173,0.00481,-0.99253,-0.22054,-0.02550,-0.00206,0.97504,0.00000,0.00000,1.00,1.00
879,Fixation,879,0.00,0.00,0.10669,-0.01661,0.00368,-0.99415,0.11548,0.01456,0.00169,-0.99320,-0.22085,0.00226,-0.00187,0.97530,0.11509,0.04214,0.00489,-0.99245,-0.22054,-0.02551,-0.00211,0.97504,0.00000,0.00000,1.00,1.00
890,Fixation,890,0.00,0.00,0.10629,-0.01692,0.00386,-0.99418,0.11588,0.01492,0.00174,-0.99315,-0.22085,0.00223,-0.00202,0.97530,0.11548,0.04250,0.00495,-0.99239,-0.22054,-0.02555,-0.00227,0.97504,0.00000,0.00000,1.00,1.00
902,Fixation,902,0.00,0.00,0.10587,-0.01713,0.00402,-0.99422,0.11606,0.01487,0.00174,-0.99313,-0.22062,0.00251,-0.00216,0.97535,0.11563,0.04246,0.00495,-0.99237,-0.22028,-0.02527,-0.00243,0.97511,0.00000,0.00000,1.00,1.00
912,Fixation,912,0.00,0.00,0.10561,-0.01743,0.00406,-0.99425,0.11631,0.01518,0.00178,-0.99310,-0.22062,0.00251,-0.00216,0.97535,0.11588,0.04276,0.00499,-0.99233,-0.22028,-0.02528,-0.00245,0.97511,0.00000,0.00000,1.00,1.00
924,Fixation,924,0.00,0.00,0.10561,-0.01769,0.00407,-0.99424,0.11632,0.01543,0.00181,-0.99309,-0.22062,0.00251,-0.00216,0.97535,0.11589,0.04302,0.00502,-0.99232,-0.22028,-0.02527,-0.00245,0.97511,0.00000,0.00000,1.00,1.00
936,Fixation,936,0.00,0.00,0.10570,-0.01795,0.00379,-0.99423,0.11510,0.01476,0.00171,-0.99324,-0.21951,0.00341,-0.00184,0.97560,0.11469,0.04233,0.00489,-0.99249,-0.21918,-0.02436,-0.00210,0.97538,0.00000,0.00000,1.00,1.00
946,Fixation,946,0.00,0.00,0.10573,-0.01816,0.00358,-0.99422,0.11507,0.01490,0.00173,-0.99324,-0.21951,0.00346,-0.00161,0.97560,0.11467,0.04247,0.00491,-0.99248,-0.21919,-0.02431,-0.00186,0.97538,0.00000,0.00000,1.00,1.00
957,Fixation,957,0.00,0.00,0.10596,-0.01841,0.00352,-0.99419,0.11485,0.01512,0.00175,-0.99327,-0.21951,0.00348,-0.00151,0.97560,0.11445,0.04269,0.00492,-0.99250,-0.21919,-0.02428,-0.00175,0.97538,0.00000,0.00000,1.00,1.00
969,Fixation,969,0.00,0.00,0.10627,-0.01861,0.00366,-0.99416,0.11406,0.01510,0.00173,-0.99336,-0.21904,0.00370,-0.00163,0.97571,0.11364,0.04267,0.00488,-0.99259,-0.21871,-0.02405,-0.00184,0.97549,0.00000,0.00000,1.00,1.00
979,Fixation,979,0.00,0.00,0.10665,-0.01880,0.00367,-0.99411,0.11367,0.01529,0.00175,-0.99340,-0.21904,0.00370,-0.00162,0.97571,0.11326,0.04285,0.00489,-0.99263,-0.21871,-0.02404,-0.00180,0.97549,0.00000,0.00000,1.00,1.00
991,Fixation,991,0.00,0.00,0.10690,-0.01904,0.00373,-0.99408,0.11343,0.01554,0.00177,-0.99342,-0.21904,0.00370,-0.00165,0.97571,0.11301,0.04310,0.00491,-0.99265,-0.21871,-0.02405,-0.00182,0.97549,0.00000,0.00000,1.00,1.00
1002,Fixation,1002,0.00,0.00,0.10711,-0.01928,0.00391,-0.99405,0.11287,0.01561,0.00177,-0.99349,-0.21870,0.00389,-0.00180,0.97578,0.11243,0.04316,0.00489,-0.99271,-0.21835,-0.02384,-0.00195,0.97558,0.00000,0.00000,1.00,1.00
1013,Fixation,1013,0.00,0.00,0.10756,-0.01957,0.00414,-0.99400,0.11241,0.01596,0.00181,-0.99353,-0.21870,0.00385,-0.00199,0.97578,0.11196,0.04350,0.00491,-0.99275,-0.21834,-0.02388,-0.00212,0.97558,0.00000,0.00000,1.00,1.00
1024,Fixation,1024,0.00,0.00,0.10817,-0.01974,0.00427,-0.99393,0.11180,0.01617,0.00182,-0.99360,-0.21870,0.00382,-0.00210,0.97578,0.11134,0.04371,0.00490,-0.99281,-0.21834,-0.02390,-0.00219,0.97558,0.00000,0.00000,1.00,1.00
