Time_ms,Phase,PhaseTime_ms,TargetRotX,TargetRotY,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,LeftBlinkWeight,RightBlinkWeight,LeftConfidence,RightConfidence
0,Fixation,0,0.00,0.00,0.15577,-0.00706,0.02385,-0.98748,0.03497,-0.00284,-0.00010,-0.99938,-0.19013,0.01071,-0.02393,0.98141,0.03493,0.02428,0.00085,-0.99909,-0.19070,-0.01622,-0.02064,0.98130,0.00000,0.00000,1.00,1.00
12,Fixation,12,0.00,0.00,0.15588,-0.00720,0.02390,-0.98746,0.03435,-0.00296,-0.00010,-0.99941,-0.18964,0.01095,-0.02400,0.98150,0.03431,0.02416,0.00083,-0.99912,-0.19021,-0.01598,-0.02069,0.98140,0.00000,0.00000,1.00,1.00
22,Fixation,22,0.00,0.00,0.15599,-0.00723,0.02418,-0.98744,0.03424,-0.00286,-0.00010,-0.99941,-0.18964,0.01090,-0.02427,0.98149,0.03419,0.02425,0.00083,-0.99912,-0.19021,-0.01603,-0.02095,0.98139,0.00000,0.00000,1.00,1.00
34,Fixation,34,0.00,0.00,0.15605,-0.00740,0.02460,-0.98741,0.03418,-0.00260,-0.00009,-0.99941,-0.18965,0.01082,-0.02466,0.98148,0.03410,0.02451,0.00084,-0.99912,-0.19020,-0.01610,-0.02133,0.98138,0.00000,0.00000,1.00,1.00
45,Fixation,45,0.00,0.00,0.15632,-0.00734,0.02469,-0.98737,0.03120,-0.00362,-0.00011,-0.99951,-0.18696,0.01170,-0.02491,0.98198,0.03113,0.02349,0.00073,-0.99924,-0.18752,-0.01520,-0.02150,0.98191,0.00000,0.00000,1.00,1.00
56,Fixation,56,0.00,0.00,0.15686,-0.00713,0.02432,-0.98730,0.03066,-0.00392,-0.00012,-0.99952,-0.18696,0.01176,-0.02459,0.98199,0.03060,0.02319,0.00071,-0.99926,-0.18753,-0.01514,-0.02115,0.98191,0.00000,0.00000,1.00,1.00
68,Fixation,68,0.00,0.00,0.15757,-0.00688,0.02385,-0.98720,0.02995,-0.00428,-0.00013,-0.99954,-0.18695,0.01184,-0.02418,0.98200,0.02992,0.02282,0.00068,-0.99929,-0.18754,-0.01505,-0.02071,0.98192,0.00000,0.00000,1.00,1.00
79,Fixation,79,0.00,0.00,0.15804,-0.00678,0.02362,-0.98713,0.02977,-0.00606,-0.00018,-0.99954,-0.18721,0.01350,-0.02418,0.98193,0.02977,0.02104,0.00063,-0.99934,-0.18782,-0.01339,-0.02069,0.98189,0.00000,0.00000,1.00,1.00
89,Fixation,89,0.00,0.00,0.15823,-0.00670,0.02347,-0.98710,0.02957,-0.00618,-0.00018,-0.99954,-0.18721,0.01352,-0.02406,0.98193,0.02958,0.02093,0.00062,-0.99934,-0.18782,-0.01337,-0.02056,0.98190,0.00000,0.00000,1.00,1.00
101,Fixation,101,0.00,0.00,0.15808,-0.00677,0.02352,-0.98712,0.02972,-0.00610,-0.00018,-0.99954,-0.18721,0.01351,-0.02409,0.98193,0.02973,0.02101,0.00063,-0.99934,-0.18782,-0.01337,-0.02060,0.98190,0.00000,0.00000,1.00,1.00
113,Fixation,113,0.00,0.00,0.15770,-0.00707,0.02363,-0.98718,0.02947,-0.00544,-0.00016,-0.99955,-0.18660,0.01316,-0.02411,0.98205,0.02946,0.02167,0.00064,-0.99933,-0.18719,-0.01373,-0.02062,0.98201,0.00000,0.00000,1.00,1.00
122,Fixation,122,0.00,0.00,0.15748,-0.00725,0.02362,-0.98721,0.02969,-0.00526,-0.00016,-0.99955,-0.18660,0.01317,-0.02407,0.98205,0.02967,0.02185,0.00065,-0.99932,-0.18719,-0.01372,-0.02059,0.98201,0.00000,0.00000,1.00,1.00
134,Fixation,134,0.00,0.00,0.15656,-0.00784,0.02381,-0.98735,0.03061,-0.00463,-0.00014,-0.99952,-0.18660,0.01316,-0.02414,0.98205,0.03059,0.02248,0.00069,-0.99928,-0.18719,-0.01374,-0.02071,0.98201,0.00000,0.00000,1.00,1.00
146,Fixation,146,0.00,0.00,0.15630,-0.00820,0.02363,-0.98739,0.03086,-0.00431,-0.00013,-0.99951,-0.18659,0.01320,-0.02390,0.98206,0.03085,0.02280,0.00070,-0.99926,-0.18719,-0.01370,-0.02049,0.98201,0.00000,0.00000,1.00,1.00
156,Fixation,156,0.00,0.00,0.15672,-0.00837,0.02335,-0.98733,0.03005,-0.00445,-0.00013,-0.99954,-0.18621,0.01349,-0.02365,0.98213,0.03004,0.02265,0.00068,-0.99929,-0.18680,-0.01341,-0.02020,0.98210,0.00000,0.00000,1.00,1.00
168,Fixation,168,0.00,0.00,0.15745,-0.00844,0.02291,-0.98723,0.02930,-0.00450,-0.00013,-0.99956,-0.18620,0.01357,-0.02323,0.98214,0.02932,0.02261,0.00066,-0.99931,-0.18681,-0.01332,-0.01975,0.98211,0.00000,0.00000,1.00,1.00
180,Fixation,180,0.00,0.00,0.15781,-0.00864,0.02291,-0.98717,0.02777,-0.00364,-0.00010,-0.99961,-0.18507,0.01288,-0.02314,0.98237,0.02778,0.02346,0.00065,-0.99934,-0.18566,-0.01399,-0.01960,0.98232,0.00000,0.00000,1.00,1.00
189,Fixation,189,0.00,0.00,0.15772,-0.00895,0.02327,-0.98717,0.02786,-0.00326,-0.00009,-0.99961,-0.18508,0.01283,-0.02343,0.98236,0.02785,0.02384,0.00066,-0.99933,-0.18566,-0.01405,-0.01990,0.98231,0.00000,0.00000,1.00,1.00
200,Fixation,200,0.00,0.00,0.15713,-0.00938,0.02391,-0.98724,0.02845,-0.00268,-0.00008,-0.99959,-0.18508,0.01272,-0.02398,0.98235,0.02841,0.02442,0.00069,-0.99930,-0.18565,-0.01416,-0.02048,0.98230,0.00000,0.00000,1.00,1.00
213,Fixation,213,0.00,0.00,0.15671,-0.00973,0.02440,-0.98730,0.02993,-0.00134,-0.00004,-0.99955,-0.18615,0.01178,-0.02427,0.98215,0.02984,0.02576,0.00077,-0.99922,-0.18668,-0.01511,-0.02082,0.98208,0.00000,0.00000,1.00,1.00
223,Fixation,223,0.00,0.00,0.15661,-0.00979,0.02452,-0.98731,0.03003,-0.00125,-0.00004,-0.99955,-0.18615,0.01177,-0.02437,0.98215,0.02994,0.02586,0.00077,-0.99922,-0.18668,-0.01513,-0.02092,0.98208,0.00000,0.00000,1.00,1.00
234,Fixation,234,0.00,0.00,0.15714,-0.00953,0.02403,-0.98724,0.02950,-0.00162,-0.00005,-0.99956,-0.18615,0.01185,-0.02395,0.98216,0.02942,0.02548,0.00075,-0.99924,-0.18669,-0.01504,-0.02047,0.98209,0.00000,0.00000,1.00,1.00
246,Fixation,246,0.00,0.00,0.15806,-0.00914,0.02306,-0.98712,0.05551,0.00347,0.00019,-0.99845,-0.21269,0.00695,-0.02216,0.97684,0.05542,0.03065,0.00170,-0.99799,-0.21317,-0.02013,-0.01934,0.97662,0.00000,0.00000,1.00,1.00
257,Fixation,257,0.00,0.00,0.15860,-0.00892,0.02233,-0.98705,0.05496,0.00305,0.00017,-0.99848,-0.21268,0.00709,-0.02149,0.97686,0.05491,0.03023,0.00166,-0.99803,-0.21318,-0.01998,-0.01864,0.97663,0.00000,0.00000,1.00,1.00
268,Fixation,268,0.00,0.00,0.15847,-0.00901,0.02215,-0.98708,0.05510,0.00309,0.00017,-0.99848,-0.21268,0.00713,-0.02130,0.97686,0.05506,0.03027,0.00167,-0.99802,-0.21319,-0.01994,-0.01846,0.97663,0.00000,0.00000,1.00,1.00
280,Fixation,280,0.00,0.00,0.15757,-0.00928,0.02230,-0.98721,0.06335,0.00577,0.00037,-0.99797,-0.21992,0.00492,-0.02112,0.97528,0.06324,0.03298,0.00209,-0.99745,-0.22035,-0.02223,-0.01852,0.97499,0.00000,0.00000,1.00,1.00
290,Fixation,290,0.00,0.00,0.15625,-0.00977,0.02264,-0.98741,0.06466,0.00637,0.00041,-0.99789,-0.21992,0.00486,-0.02137,0.97527,0.06453,0.03359,0.00217,-0.99735,-0.22034,-0.02230,-0.01885,0.97499,0.00000,0.00000,1.00,1.00
301,Fixation,301,0.00,0.00,0.15488,-0.01042,0.02282,-0.98761,0.06603,0.00707,0.00047,-0.99779,-0.21992,0.00485,-0.02145,0.97527,0.06589,0.03430,0.00227,-0.99723,-0.22034,-0.02233,-0.01899,0.97498,0.00000,0.00000,1.00,1.00
313,Fixation,313,0.00,0.00,0.15376,-0.01094,0.02290,-0.98778,0.06685,0.00913,0.00061,-0.99772,-0.21966,0.00334,-0.02131,0.97534,0.06666,0.03635,0.00243,-0.99711,-0.22002,-0.02385,-0.01891,0.97502,0.00000,0.00000,1.00,1.00
323,Fixation,323,0.00,0.00,0.15324,-0.01118,0.02261,-0.98787,0.06737,0.00928,0.00063,-0.99768,-0.21966,0.00341,-0.02100,0.97535,0.06720,0.03651,0.00246,-0.99707,-0.22003,-0.02378,-0.01863,0.97503,0.00000,0.00000,1.00,1.00
334,Fixation,334,0.00,0.00,0.15376,-0.01118,0.02176,-0.98781,0.06685,0.00903,0.00061,-0.99772,-0.21965,0.00359,-0.02017,0.97536,0.06673,0.03626,0.00243,-0.99711,-0.22005,-0.02359,-0.01777,0.97504,0.00000,0.00000,1.00,1.00
347,Fixation,347,0.00,0.00,0.15492,-0.01086,0.02068,-0.98765,0.06490,0.00803,0.00052,-0.99786,-0.21887,0.00417,-0.01920,0.97556,0.06483,0.03525,0.00229,-0.99727,-0.21928,-0.02299,-0.01672,0.97525,0.00000,0.00000,1.00,1.00
357,Fixation,357,0.00,0.00,0.15604,-0.01070,0.02017,-0.98749,0.06378,0.00771,0.00049,-0.99793,-0.21886,0.00428,-0.01873,0.97557,0.06373,0.03492,0.00223,-0.99735,-0.21929,-0.02287,-0.01619,0.97526,0.00000,0.00000,1.00,1.00
368,Fixation,368,0.00,0.00,0.15662,-0.01080,0.02009,-0.98740,0.06320,0.00777,0.00049,-0.99797,-0.21886,0.00430,-0.01863,0.97557,0.06316,0.03498,0.00221,-0.99739,-0.21930,-0.02284,-0.01606,0.97526,0.00000,0.00000,1.00,1.00
380,Fixation,380,0.00,0.00,0.15657,-0.01089,0.02038,-0.98740,0.06900,0.00860,0.00060,-0.99758,-0.22451,0.00368,-0.01882,0.97428,0.06885,0.03584,0.00248,-0.99698,-0.22484,-0.02352,-0.01640,0.97397,0.00000,0.00000,1.00,1.00
391,Fixation,391,0.00,0.00,0.15609,-0.01100,0.02084,-0.98746,0.06948,0.00885,0.00062,-0.99754,-0.22451,0.00358,-0.01925,0.97428,0.06930,0.03609,0.00251,-0.99694,-0.22483,-0.02362,-0.01686,0.97397,0.00000,0.00000,1.00,1.00
402,Fixation,402,0.00,0.00,0.15593,-0.01097,0.02088,-0.98749,0.06965,0.00885,0.00062,-0.99753,-0.22451,0.00357,-0.01930,0.97427,0.06947,0.03609,0.00251,-0.99693,-0.22483,-0.02364,-0.01691,0.97396,0.00000,0.00000,1.00,1.00
414,Fixation,414,0.00,0.00,0.15568,-0.01078,0.02083,-0.98753,0.07067,0.00919,0.00065,-0.99746,-0.22527,0.00304,-0.01922,0.97410,0.07045,0.03643,0.00257,-0.99685,-0.22554,-0.02417,-0.01687,0.97379,0.00000,0.00000,1.00,1.00
424,Fixation,424,0.00,0.00,0.15581,-0.01042,0.02031,-0.98752,0.07055,0.00869,0.00061,-0.99747,-0.22526,0.00315,-0.01878,0.97411,0.07035,0.03594,0.00254,-0.99687,-0.22555,-0.02407,-0.01642,0.97379,0.00000,0.00000,1.00,1.00
435,Fixation,435,0.00,0.00,0.15623,-0.01022,0.01987,-0.98747,0.07013,0.00836,0.00059,-0.99750,-0.22526,0.00324,-0.01837,0.97412,0.06997,0.03561,0.00250,-0.99691,-0.22557,-0.02397,-0.01599,0.97380,0.00000,0.00000,1.00,1.00
447,Fixation,447,0.00,0.00,0.15655,-0.01028,0.01968,-0.98742,0.07025,0.00828,0.00058,-0.99750,-0.22569,0.00337,-0.01819,0.97402,0.07008,0.03552,0.00250,-0.99691,-0.22600,-0.02384,-0.01581,0.97371,0.00000,0.00000,1.00,1.00
457,Fixation,457,0.00,0.00,0.15683,-0.01020,0.01973,-0.98738,0.06997,0.00821,0.00058,-0.99752,-0.22569,0.00336,-0.01824,0.97402,0.06980,0.03545,0.00248,-0.99693,-0.22599,-0.02385,-0.01584,0.97371,0.00000,0.00000,1.00,1.00
468,Fixation,468,0.00,0.00,0.15691,-0.01032,0.01997,-0.98736,0.06988,0.00840,0.00059,-0.99752,-0.22569,0.00331,-0.01846,0.97402,0.06970,0.03564,0.00249,-0.99693,-0.22599,-0.02390,-0.01606,0.97370,0.00000,0.00000,1.00,1.00
481,Fixation,481,0.00,0.00,0.15707,-0.01037,0.02035,-0.98732,0.06939,0.00899,0.00063,-0.99755,-0.22539,0.00278,-0.01879,0.97408,0.06917,0.03623,0.00251,-0.99694,-0.22565,-0.02442,-0.01636,0.97377,0.00000,0.00000,1.00,1.00
491,Fixation,491,0.00,0.00,0.15743,-0.01040,0.02059,-0.98726,0.06903,0.00908,0.00063,-0.99757,-0.22539,0.00273,-0.01902,0.97408,0.06879,0.03631,0.00251,-0.99697,-0.22564,-0.02446,-0.01657,0.97376,0.00000,0.00000,1.00,1.00
502,Fixation,502,0.00,0.00,0.15786,-0.01040,0.02074,-0.98719,0.06860,0.00911,0.00063,-0.99760,-0.22539,0.00270,-0.01916,0.97408,0.06836,0.03635,0.00249,-0.99700,-0.22564,-0.02449,-0.01669,0.97376,0.00000,0.00000,1.00,1.00
514,Fixation,514,0.00,0.00,0.15823,-0.01039,0.02044,-0.98714,0.06884,0.00904,0.00062,-0.99759,-0.22599,0.00275,-0.01886,0.97394,0.06862,0.03628,0.00250,-0.99698,-0.22625,-0.02444,-0.01639,0.97362,0.00000,0.00000,1.00,1.00
524,Fixation,524,0.00,0.00,0.15843,-0.01036,0.02011,-0.98711,0.06863,0.00891,0.00061,-0.99760,-0.22599,0.00282,-0.01854,0.97395,0.06843,0.03615,0.00248,-0.99700,-0.22626,-0.02436,-0.01606,0.97363,0.00000,0.00000,1.00,1.00
536,Fixation,536,0.00,0.00,0.15805,-0.01043,0.02002,-0.98717,0.06903,0.00895,0.00062,-0.99757,-0.22599,0.00285,-0.01845,0.97395,0.06883,0.03619,0.00250,-0.99697,-0.22626,-0.02435,-0.01599,0.97363,0.00000,0.00000,1.00,1.00
548,Fixation,548,0.00,0.00,0.15768,-0.01047,0.02007,-0.98723,0.06626,0.00984,0.00065,-0.99775,-0.22295,0.00196,-0.01842,0.97465,0.06607,0.03706,0.00246,-0.99712,-0.22322,-0.02521,-0.01590,0.97431,0.00000,0.00000,1.00,1.00
558,Fixation,558,0.00,0.00,0.15649,-0.01057,0.02007,-0.98742,0.06746,0.00996,0.00067,-0.99767,-0.22295,0.00196,-0.01841,0.97465,0.06727,0.03718,0.00251,-0.99704,-0.22322,-0.02522,-0.01595,0.97431,0.00000,0.00000,1.00,1.00
569,Fixation,569,0.00,0.00,0.15555,-0.01063,0.01978,-0.98757,0.06841,0.00995,0.00068,-0.99761,-0.22295,0.00203,-0.01813,0.97466,0.06823,0.03718,0.00254,-0.99697,-0.22322,-0.02517,-0.01573,0.97432,0.00000,0.00000,1.00,1.00
581,Fixation,581,0.00,0.00,0.15484,-0.01069,0.01963,-0.98769,0.06765,0.00995,0.00067,-0.99766,-0.22150,0.00206,-0.01799,0.97499,0.06747,0.03717,0.00252,-0.99703,-0.22177,-0.02512,-0.01558,0.97465,0.00000,0.00000,1.00,1.00
591,Fixation,591,0.00,0.00,0.15436,-0.01086,0.01975,-0.98776,0.06813,0.01015,0.00069,-0.99762,-0.22150,0.00204,-0.01808,0.97499,0.06794,0.03738,0.00255,-0.99699,-0.22177,-0.02515,-0.01570,0.97465,0.00000,0.00000,1.00,1.00
602,Fixation,602,0.00,0.00,0.15401,-0.01097,0.01969,-0.98781,0.06849,0.01025,0.00070,-0.99760,-0.22150,0.00206,-0.01801,0.97499,0.06830,0.03748,0.00257,-0.99696,-0.22177,-0.02514,-0.01565,0.97465,0.00000,0.00000,1.00,1.00
614,Fixation,614,0.00,0.00,0.15371,-0.01109,0.01965,-0.98786,0.06738,0.01024,0.00069,-0.99767,-0.22012,0.00217,-0.01797,0.97530,0.06718,0.03746,0.00252,-0.99703,-0.22038,-0.02502,-0.01558,0.97497,0.00000,0.00000,1.00,1.00
624,Fixation,624,0.00,0.00,0.15349,-0.01122,0.01963,-0.98789,0.06760,0.01036,0.00070,-0.99766,-0.22012,0.00217,-0.01793,0.97531,0.06740,0.03759,0.00254,-0.99701,-0.22038,-0.02501,-0.01556,0.97497,0.00000,0.00000,1.00,1.00
635,Fixation,635,0.00,0.00,0.15332,-0.01107,0.01906,-0.98793,0.06778,0.01006,0.00068,-0.99765,-0.22012,0.00230,-0.01740,0.97532,0.06761,0.03728,0.00253,-0.99701,-0.22040,-0.02490,-0.01504,0.97498,0.00000,0.00000,1.00,1.00
647,Fixation,647,0.00,0.00,0.15331,-0.01052,0.01811,-0.98796,0.06642,0.00862,0.00057,-0.99775,-0.21875,0.00310,-0.01662,0.97563,0.06630,0.03584,0.00238,-0.99715,-0.21905,-0.02408,-0.01422,0.97531,0.00000,0.00000,1.00,1.00
658,Fixation,658,0.00,0.00,0.15341,-0.00975,0.01715,-0.98797,0.06634,0.00760,0.00051,-0.99777,-0.21875,0.00328,-0.01580,0.97565,0.06627,0.03483,0.00231,-0.99719,-0.21907,-0.02390,-0.01340,0.97532,0.00000,0.00000,1.00,1.00
669,Fixation,669,0.00,0.00,0.15399,-0.00901,0.01680,-0.98789,0.06577,0.00678,0.00045,-0.99781,-0.21875,0.00333,-0.01557,0.97565,0.06571,0.03400,0.00224,-0.99726,-0.21907,-0.02384,-0.01314,0.97533,0.00000,0.00000,1.00,1.00
681,Fixation,681,0.00,0.00,0.15476,-0.00821,0.01661,-0.98778,0.06847,0.00636,0.00044,-0.99763,-0.22214,0.00297,-0.01545,0.97489,0.06836,0.03360,0.00230,-0.99709,-0.22241,-0.02422,-0.01308,0.97457,0.00000,0.00000,1.00,1.00
691,Fixation,691,0.00,0.00,0.15532,-0.00758,0.01681,-0.98769,0.06792,0.00581,0.00040,-0.99767,-0.22214,0.00290,-0.01575,0.97488,0.06779,0.03304,0.00225,-0.99715,-0.22240,-0.02429,-0.01334,0.97456,0.00000,0.00000,1.00,1.00
702,Fixation,702,0.00,0.00,0.15580,-0.00707,0.01752,-0.98761,0.06743,0.00551,0.00037,-0.99771,-0.22214,0.00273,-0.01651,0.97487,0.06726,0.03274,0.00221,-0.99720,-0.22238,-0.02445,-0.01407,0.97455,0.00000,0.00000,1.00,1.00
715,Fixation,715,0.00,0.00,0.15612,-0.00655,0.01825,-0.98755,0.06711,0.00522,0.00035,-0.99773,-0.22214,0.00255,-0.01730,0.97486,0.06690,0.03244,0.00218,-0.99723,-0.22236,-0.02463,-0.01485,0.97454,0.00000,0.00000,1.00,1.00
725,Fixation,725,0.00,0.00,0.15648,-0.00588,0.01851,-0.98749,0.06766,0.00631,0.00043,-0.99769,-0.22305,0.00082,-0.01750,0.97465,0.06738,0.03354,0.00227,-0.99716,-0.22320,-0.02636,-0.01505,0.97430,0.00000,0.00000,1.00,1.00
736,Fixation,736,0.00,0.00,0.15702,-0.00504,0.01803,-0.98742,0.06714,0.00536,0.00036,-0.99773,-0.22305,0.00090,-0.01716,0.97466,0.06687,0.03258,0.00218,-0.99723,-0.22321,-0.02628,-0.01468,0.97431,0.00000,0.00000,1.00,1.00
748,Fixation,748,0.00,0.00,0.15786,-0.00413,0.01723,-0.98730,0.06746,0.00565,0.00038,-0.99771,-0.22420,-0.00035,-0.01640,0.97440,0.06727,0.03288,0.00222,-0.99719,-0.22440,-0.02753,-0.01390,0.97401,0.00000,0.00000,1.00,1.00
758,Fixation,758,0.00,0.00,0.15877,-0.00334,0.01674,-0.98717,0.06656,0.00473,0.00032,-0.99777,-0.22420,-0.00027,-0.01604,0.97441,0.06638,0.03195,0.00213,-0.99728,-0.22441,-0.02743,-0.01350,0.97401,0.00000,0.00000,1.00,1.00
