Time_ms,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftConfidence,RightRotX,RightRotY,RightRotZ,RightRotW,RightConfidence
41922,-0.03609,0.06068,-0.02288,0.99724,1.00,-0.03701,0.03361,-0.02385,0.99846,1.00
41936,-0.03604,0.06071,-0.02217,0.99726,1.00,-0.03699,0.03364,-0.02310,0.99848,1.00
41950,-0.03854,0.00627,-0.02333,0.99897,1.00,-0.03916,-0.02078,-0.02423,0.99872,1.00
41963,-0.03853,0.00629,-0.02273,0.99898,1.00,-0.03918,-0.02075,-0.02360,0.99874,1.00
41977,-0.06458,0.00129,-0.02231,0.99766,1.00,-0.06501,-0.02584,-0.02385,0.99726,1.00
41991,-0.06458,0.00132,-0.02187,0.99767,1.00,-0.06502,-0.02581,-0.02337,0.99728,1.00
42005,-0.07028,0.00029,-0.02175,0.99729,1.00,-0.07062,-0.02686,-0.02336,0.99687,1.00
42019,-0.07028,0.00031,-0.02154,0.99729,1.00,-0.07063,-0.02684,-0.02313,0.99687,1.00
42034,-0.07028,0.00033,-0.02120,0.99730,1.00,-0.07064,-0.02682,-0.02275,0.99688,1.00
42047,-0.07166,0.00382,-0.02092,0.99720,1.00,-0.07200,-0.02335,-0.02248,0.99688,1.00
42061,-0.07166,0.00385,-0.02062,0.99721,1.00,-0.07201,-0.02333,-0.02215,0.99689,1.00
42075,-0.06903,0.00479,-0.01989,0.99741,1.00,-0.06939,-0.02237,-0.02131,0.99711,1.00
42089,-0.06902,0.00485,-0.01917,0.99742,1.00,-0.06941,-0.02232,-0.02056,0.99713,1.00
42103,-0.06902,0.00489,-0.01853,0.99743,1.00,-0.06942,-0.02227,-0.01989,0.99714,1.00
42117,-0.07002,0.00491,-0.01801,0.99737,1.00,-0.07039,-0.02227,-0.01937,0.99708,1.00
42131,-0.07001,0.00497,-0.01710,0.99739,1.00,-0.07041,-0.02220,-0.01841,0.99710,1.00
42145,-0.07134,0.00412,-0.01603,0.99731,1.00,-0.07170,-0.02305,-0.01734,0.99701,1.00
42159,-0.07134,0.00418,-0.01519,0.99733,1.00,-0.07172,-0.02299,-0.01648,0.99702,1.00
42173,-0.01293,0.01725,-0.01527,0.99965,1.00,-0.01345,-0.00980,-0.01496,0.99975,1.00
42187,-0.01293,0.01725,-0.01527,0.99965,1.00,-0.01345,-0.00980,-0.01495,0.99975,1.00
42201,-0.01293,0.01725,-0.01544,0.99965,1.00,-0.01345,-0.00980,-0.01508,0.99975,1.00
42215,-0.01423,0.01586,-0.01562,0.99965,1.00,-0.01467,-0.01119,-0.01526,0.99971,1.00
42230,-0.01424,0.01585,-0.01642,0.99964,1.00,-0.01466,-0.01121,-0.01601,0.99970,1.00
42244,-0.07567,-0.00299,-0.01722,0.99698,1.00,-0.07577,-0.03016,-0.01843,0.99650,1.00
42257,-0.07566,-0.00304,-0.01790,0.99697,1.00,-0.07575,-0.03021,-0.01908,0.99649,1.00
42271,-0.07714,-0.00298,-0.01828,0.99685,1.00,-0.07727,-0.03015,-0.01946,0.99636,1.00
42285,-0.07714,-0.00300,-0.01859,0.99684,1.00,-0.07726,-0.03018,-0.01977,0.99636,1.00
42298,-0.07714,-0.00304,-0.01912,0.99683,1.00,-0.07724,-0.03022,-0.02031,0.99635,1.00
42312,-0.07228,0.00208,-0.01950,0.99719,1.00,-0.07249,-0.02509,-0.02058,0.99684,1.00
42325,-0.07228,0.00202,-0.02031,0.99718,1.00,-0.07247,-0.02515,-0.02141,0.99682,1.00
42339,-0.06932,0.00323,-0.02098,0.99737,1.00,-0.06958,-0.02393,-0.02204,0.99705,1.00
42353,-0.06933,0.00318,-0.02164,0.99735,1.00,-0.06956,-0.02398,-0.02274,0.99703,1.00
42367,-0.06933,0.00316,-0.02195,0.99735,1.00,-0.06955,-0.02400,-0.02310,0.99702,1.00
42381,-0.06994,0.00357,-0.02179,0.99731,1.00,-0.07024,-0.02360,-0.02300,0.99699,1.00
42394,-0.06994,0.00359,-0.02154,0.99731,1.00,-0.07024,-0.02358,-0.02277,0.99699,1.00
42408,-0.06846,0.00301,-0.02161,0.99742,1.00,-0.06880,-0.02415,-0.02281,0.99708,1.00
42422,-0.06846,0.00299,-0.02178,0.99741,1.00,-0.06880,-0.02416,-0.02299,0.99707,1.00
42436,-0.06846,0.00300,-0.02176,0.99741,1.00,-0.06880,-0.02416,-0.02300,0.99707,1.00
42450,-0.07150,0.00405,-0.02198,0.99719,1.00,-0.07183,-0.02312,-0.02335,0.99688,1.00
42464,-0.07150,0.00405,-0.02207,0.99719,1.00,-0.07183,-0.02313,-0.02347,0.99687,1.00
42478,-0.07308,0.00867,-0.02198,0.99705,1.00,-0.07344,-0.01853,-0.02347,0.99685,1.00
42491,-0.07308,0.00865,-0.02218,0.99704,1.00,-0.07344,-0.01855,-0.02370,0.99685,1.00
42505,-0.07277,0.00976,-0.02208,0.99706,1.00,-0.07315,-0.01745,-0.02363,0.99689,1.00
42519,-0.07277,0.00977,-0.02192,0.99706,1.00,-0.07315,-0.01744,-0.02348,0.99689,1.00
42534,-0.07276,0.00979,-0.02165,0.99707,1.00,-0.07315,-0.01742,-0.02322,0.99690,1.00
42547,-0.07203,0.00934,-0.02148,0.99713,1.00,-0.07243,-0.01787,-0.02305,0.99695,1.00
42561,-0.07203,0.00935,-0.02133,0.99713,1.00,-0.07243,-0.01786,-0.02292,0.99695,1.00
42575,-0.07193,0.01099,-0.02127,0.99712,1.00,-0.07234,-0.01623,-0.02288,0.99699,1.00
42589,-0.07193,0.01099,-0.02127,0.99712,1.00,-0.07234,-0.01623,-0.02290,0.99699,1.00
42603,-0.07193,0.01099,-0.02129,0.99712,1.00,-0.07233,-0.01623,-0.02293,0.99698,1.00
42616,-0.07042,0.01080,-0.02125,0.99723,1.00,-0.07082,-0.01641,-0.02286,0.99709,1.00
42630,-0.07042,0.01080,-0.02115,0.99723,1.00,-0.07082,-0.01641,-0.02276,0.99709,1.00
42644,-0.07062,0.01163,-0.02064,0.99722,1.00,-0.07103,-0.01559,-0.02225,0.99710,1.00
42658,-0.07061,0.01166,-0.02013,0.99723,1.00,-0.07104,-0.01555,-0.02173,0.99712,1.00
42672,-0.07105,0.01067,-0.01995,0.99722,1.00,-0.07146,-0.01654,-0.02153,0.99707,1.00
42686,-0.07105,0.01068,-0.01988,0.99722,1.00,-0.07146,-0.01653,-0.02145,0.99708,1.00
42700,-0.07105,0.01067,-0.02001,0.99722,1.00,-0.07146,-0.01654,-0.02156,0.99707,1.00
42714,-0.07142,0.01151,-0.01985,0.99718,1.00,-0.07181,-0.01571,-0.02139,0.99706,1.00
42727,-0.07142,0.01152,-0.01974,0.99718,1.00,-0.07182,-0.01570,-0.02126,0.99707,1.00
42741,-0.07077,0.01058,-0.01943,0.99725,1.00,-0.07117,-0.01663,-0.02092,0.99711,1.00
42755,-0.07076,0.01060,-0.01910,0.99725,1.00,-0.07117,-0.01661,-0.02058,0.99711,1.00
42769,-0.07076,0.01063,-0.01878,0.99726,1.00,-0.07118,-0.01659,-0.02024,0.99712,1.00
42783,-0.06927,0.00913,-0.01870,0.99738,1.00,-0.06967,-0.01807,-0.02011,0.99720,1.00
42797,-0.06927,0.00914,-0.01857,0.99738,1.00,-0.06967,-0.01806,-0.01997,0.99721,1.00
42811,-0.06931,0.00921,-0.01833,0.99738,1.00,-0.06970,-0.01799,-0.01973,0.99721,1.00
42825,-0.06931,0.00923,-0.01810,0.99739,1.00,-0.06970,-0.01798,-0.01951,0.99722,1.00
42839,-0.06796,0.01019,-0.01781,0.99748,1.00,-0.06834,-0.01701,-0.01918,0.99733,1.00
42852,-0.06796,0.01020,-0.01764,0.99748,1.00,-0.06834,-0.01700,-0.01901,0.99734,1.00
42866,-0.06796,0.01020,-0.01767,0.99748,1.00,-0.06834,-0.01700,-0.01904,0.99734,1.00
42880,-0.06802,0.01047,-0.01772,0.99747,1.00,-0.06838,-0.01673,-0.01910,0.99734,1.00
42894,-0.06803,0.01046,-0.01791,0.99747,1.00,-0.06837,-0.01674,-0.01931,0.99733,1.00
42908,-0.07133,0.00556,-0.01837,0.99727,1.00,-0.07161,-0.02165,-0.01987,0.99700,1.00
42922,-0.07133,0.00555,-0.01843,0.99727,1.00,-0.07161,-0.02165,-0.01992,0.99700,1.00
42936,-0.07133,0.00553,-0.01870,0.99726,1.00,-0.07160,-0.02167,-0.02018,0.99699,1.00
42950,-0.07254,-0.00092,-0.01954,0.99717,1.00,-0.07274,-0.02811,-0.02106,0.99673,1.00
42964,-0.07254,-0.00094,-0.01977,0.99717,1.00,-0.07273,-0.02813,-0.02131,0.99673,1.00
42978,-0.07395,-0.00134,-0.01980,0.99706,1.00,-0.07415,-0.02853,-0.02138,0.99661,1.00
42991,-0.07395,-0.00133,-0.01969,0.99707,1.00,-0.07416,-0.02853,-0.02128,0.99661,1.00
43005,-0.07353,-0.00171,-0.01961,0.99710,1.00,-0.07376,-0.02890,-0.02120,0.99663,1.00
43019,-0.07353,-0.00170,-0.01947,0.99710,1.00,-0.07376,-0.02889,-0.02108,0.99663,1.00
43033,-0.07353,-0.00169,-0.01938,0.99710,1.00,-0.07376,-0.02888,-0.02100,0.99664,1.00
43047,-0.07306,-0.00153,-0.01915,0.99714,1.00,-0.07330,-0.02872,-0.02077,0.99668,1.00
43060,-0.07306,-0.00151,-0.01894,0.99715,1.00,-0.07331,-0.02870,-0.02057,0.99668,1.00
43074,-0.07256,-0.00199,-0.01870,0.99719,1.00,-0.07281,-0.02917,-0.02031,0.99671,1.00
43088,-0.07256,-0.00197,-0.01853,0.99719,1.00,-0.07281,-0.02916,-0.02013,0.99672,1.00
43103,-0.07256,-0.00197,-0.01844,0.99719,1.00,-0.07281,-0.02915,-0.02005,0.99672,1.00
43116,-0.07255,-0.00387,-0.01847,0.99719,1.00,-0.07276,-0.03105,-0.02007,0.99666,1.00
43130,-0.07255,-0.00387,-0.01846,0.99719,1.00,-0.07276,-0.03105,-0.02007,0.99666,1.00
43144,-0.07387,-0.00451,-0.01829,0.99709,1.00,-0.07406,-0.03170,-0.01995,0.99655,1.00
43158,-0.07387,-0.00450,-0.01810,0.99709,1.00,-0.07407,-0.03169,-0.01976,0.99655,1.00
43172,-0.07371,-0.00498,-0.01794,0.99711,1.00,-0.07390,-0.03217,-0.01959,0.99655,1.00
43186,-0.07371,-0.00499,-0.01803,0.99710,1.00,-0.07390,-0.03218,-0.01968,0.99655,1.00
43200,-0.07371,-0.00500,-0.01818,0.99710,1.00,-0.07389,-0.03219,-0.01984,0.99655,1.00
43213,-0.07338,-0.00431,-0.01827,0.99713,1.00,-0.07355,-0.03150,-0.01992,0.99660,1.00
43227,-0.07338,-0.00431,-0.01832,0.99713,1.00,-0.07355,-0.03150,-0.01997,0.99659,1.00
43241,-0.07147,-0.00333,-0.01819,0.99727,1.00,-0.07166,-0.03051,-0.01979,0.99677,1.00
43255,-0.07147,-0.00332,-0.01815,0.99727,1.00,-0.07166,-0.03051,-0.01974,0.99677,1.00
43269,-0.07147,-0.00332,-0.01809,0.99727,1.00,-0.07166,-0.03050,-0.01969,0.99677,1.00
43283,-0.07148,-0.00331,-0.01814,0.99727,1.00,-0.07167,-0.03050,-0.01974,0.99677,1.00
43297,-0.07148,-0.00332,-0.01824,0.99727,1.00,-0.07167,-0.03051,-0.01984,0.99676,1.00
43311,-0.07136,-0.00260,-0.01836,0.99728,1.00,-0.07156,-0.02979,-0.01995,0.99679,1.00
43324,-0.07136,-0.00262,-0.01862,0.99727,1.00,-0.07155,-0.02981,-0.02020,0.99679,1.00
43338,-0.07361,-0.00018,-0.01859,0.99711,1.00,-0.07381,-0.02739,-0.02022,0.99669,1.00
43352,-0.07361,-0.00020,-0.01882,0.99711,1.00,-0.07381,-0.02740,-0.02044,0.99669,1.00
43367,-0.07361,-0.00021,-0.01891,0.99711,1.00,-0.07381,-0.02741,-0.02053,0.99668,1.00
43380,-0.07261,0.00316,-0.01893,0.99718,1.00,-0.07285,-0.02405,-0.02051,0.99684,1.00
43394,-0.07261,0.00314,-0.01914,0.99717,1.00,-0.07284,-0.02407,-0.02072,0.99684,1.00
43408,-0.07290,0.00659,-0.01919,0.99713,1.00,-0.07318,-0.02063,-0.02078,0.99689,1.00
43422,-0.07290,0.00658,-0.01939,0.99713,1.00,-0.07318,-0.02065,-0.02097,0.99688,1.00
43436,-0.07290,0.00657,-0.01950,0.99713,1.00,-0.07318,-0.02065,-0.02108,0.99688,1.00
43450,-0.07267,0.00688,-0.01950,0.99714,1.00,-0.07297,-0.02034,-0.02108,0.99690,1.00
43464,-0.07267,0.00688,-0.01957,0.99714,1.00,-0.07297,-0.02034,-0.02115,0.99690,1.00
43477,-0.07286,0.00529,-0.01974,0.99713,1.00,-0.07315,-0.02193,-0.02132,0.99685,1.00
43491,-0.07286,0.00529,-0.01971,0.99713,1.00,-0.07315,-0.02193,-0.02129,0.99685,1.00
43505,-0.07146,0.00516,-0.01966,0.99724,1.00,-0.07177,-0.02205,-0.02121,0.99695,1.00
43519,-0.07145,0.00517,-0.01953,0.99724,1.00,-0.07177,-0.02204,-0.02108,0.99695,1.00
43533,-0.07145,0.00518,-0.01942,0.99724,1.00,-0.07177,-0.02203,-0.02098,0.99696,1.00
43547,-0.03312,-0.00856,-0.01970,0.99922,1.00,-0.03352,-0.03556,-0.02020,0.99860,1.00
43561,-0.03312,-0.00856,-0.01963,0.99922,1.00,-0.03353,-0.03556,-0.02014,0.99860,1.00
43574,-0.03294,-0.00857,-0.01956,0.99923,1.00,-0.03333,-0.03557,-0.02006,0.99861,1.00
43588,-0.03294,-0.00857,-0.01948,0.99923,1.00,-0.03334,-0.03557,-0.01998,0.99861,1.00
43602,-0.03294,-0.00856,-0.01934,0.99923,1.00,-0.03334,-0.03556,-0.01984,0.99861,1.00
43616,-0.06957,0.00040,-0.01909,0.99739,1.00,-0.06985,-0.02678,-0.02059,0.99699,1.00
43630,-0.06957,0.00040,-0.01906,0.99740,1.00,-0.06985,-0.02677,-0.02055,0.99699,1.00
43644,-0.07010,0.01452,-0.01845,0.99726,1.00,-0.07049,-0.01270,-0.01998,0.99723,1.00
43658,-0.07011,0.01448,-0.01901,0.99725,1.00,-0.07048,-0.01275,-0.02055,0.99722,1.00
43672,-0.07015,0.01475,-0.01904,0.99725,1.00,-0.07053,-0.01248,-0.02060,0.99722,1.00
43685,-0.07015,0.01474,-0.01910,0.99724,1.00,-0.07053,-0.01249,-0.02066,0.99722,1.00
43700,-0.07015,0.01475,-0.01906,0.99725,1.00,-0.07053,-0.01248,-0.02064,0.99722,1.00
43713,-0.06935,0.01634,-0.01895,0.99728,1.00,-0.06975,-0.01089,-0.02051,0.99729,1.00
43727,-0.06935,0.01633,-0.01905,0.99728,1.00,-0.06975,-0.01090,-0.02062,0.99729,1.00
43741,-0.06899,0.01663,-0.01918,0.99729,1.00,-0.06940,-0.01060,-0.02074,0.99732,1.00
43755,-0.06900,0.01663,-0.01923,0.99729,1.00,-0.06940,-0.01060,-0.02078,0.99732,1.00
43769,-0.06900,0.01663,-0.01921,0.99729,1.00,-0.06940,-0.01060,-0.02077,0.99732,1.00
43783,-0.06891,0.01453,-0.01939,0.99733,1.00,-0.06930,-0.01269,-0.02093,0.99730,1.00
43797,-0.06891,0.01453,-0.01940,0.99733,1.00,-0.06930,-0.01269,-0.02092,0.99730,1.00
43811,-0.07024,0.00779,-0.01990,0.99730,1.00,-0.07058,-0.01941,-0.02145,0.99709,1.00
43824,-0.07025,0.00778,-0.02009,0.99730,1.00,-0.07057,-0.01943,-0.02163,0.99708,1.00
43838,-0.07052,0.00606,-0.02025,0.99729,1.00,-0.07084,-0.02115,-0.02180,0.99703,1.00
43852,-0.07052,0.00606,-0.02022,0.99729,1.00,-0.07084,-0.02114,-0.02176,0.99703,1.00
43867,-0.07052,0.00607,-0.02003,0.99729,1.00,-0.07085,-0.02113,-0.02157,0.99703,1.00
43880,-0.07058,0.00604,-0.02011,0.99728,1.00,-0.07092,-0.02116,-0.02165,0.99702,1.00
43894,-0.07058,0.00603,-0.02030,0.99728,1.00,-0.07091,-0.02118,-0.02185,0.99702,1.00
43908,-0.07067,0.00627,-0.02035,0.99727,1.00,-0.07100,-0.02094,-0.02190,0.99702,1.00
43922,-0.07067,0.00627,-0.02026,0.99727,1.00,-0.07101,-0.02093,-0.02181,0.99702,1.00
43936,-0.07067,0.00628,-0.02015,0.99728,1.00,-0.07101,-0.02092,-0.02170,0.99702,1.00
43950,-0.07146,0.00636,-0.02000,0.99722,1.00,-0.07180,-0.02084,-0.02157,0.99697,1.00
43963,-0.07146,0.00637,-0.01999,0.99722,1.00,-0.07180,-0.02084,-0.02156,0.99697,1.00
43977,-0.07226,0.00402,-0.02014,0.99717,1.00,-0.07257,-0.02318,-0.02173,0.99686,1.00
43991,-0.07226,0.00402,-0.02016,0.99717,1.00,-0.07257,-0.02318,-0.02175,0.99686,1.00
44005,-0.07158,0.00397,-0.02022,0.99722,1.00,-0.07189,-0.02323,-0.02178,0.99690,1.00
44019,-0.07158,0.00397,-0.02027,0.99722,1.00,-0.07188,-0.02323,-0.02182,0.99690,1.00
44033,-0.07158,0.00396,-0.02037,0.99722,1.00,-0.07188,-0.02324,-0.02192,0.99690,1.00
44047,-0.07156,0.00246,-0.02058,0.99722,1.00,-0.07185,-0.02474,-0.02212,0.99686,1.00
44061,-0.07156,0.00245,-0.02067,0.99722,1.00,-0.07185,-0.02474,-0.02220,0.99686,1.00
44075,-0.04081,0.00495,-0.02073,0.99894,1.00,-0.04124,-0.02212,-0.02142,0.99867,1.00
44088,-0.04081,0.00495,-0.02077,0.99894,1.00,-0.04124,-0.02212,-0.02145,0.99867,1.00
44102,-0.04081,0.00495,-0.02084,0.99894,1.00,-0.04124,-0.02213,-0.02152,0.99867,1.00
44116,-0.03995,0.02881,-0.02029,0.99858,1.00,-0.04050,0.00170,-0.02099,0.99896,1.00
44130,-0.03995,0.02881,-0.02030,0.99858,1.00,-0.04050,0.00170,-0.02100,0.99896,1.00
44144,-0.04061,0.02886,-0.02035,0.99855,1.00,-0.04117,0.00174,-0.02107,0.99893,1.00
44158,-0.04061,0.02886,-0.02033,0.99855,1.00,-0.04117,0.00174,-0.02107,0.99893,1.00
44172,-0.07310,0.01487,-0.02008,0.99701,1.00,-0.07353,-0.01237,-0.02170,0.99698,1.00
44186,-0.07310,0.01488,-0.02000,0.99701,1.00,-0.07353,-0.01236,-0.02163,0.99698,1.00
44200,-0.07310,0.01488,-0.01992,0.99701,1.00,-0.07353,-0.01236,-0.02157,0.99698,1.00
44213,-0.07619,0.01410,-0.01995,0.99679,1.00,-0.07660,-0.01316,-0.02170,0.99674,1.00
44227,-0.07619,0.01409,-0.02004,0.99679,1.00,-0.07660,-0.01317,-0.02181,0.99674,1.00
44241,-0.07566,0.01437,-0.01984,0.99683,1.00,-0.07607,-0.01289,-0.02160,0.99679,1.00
44255,-0.07566,0.01438,-0.01965,0.99684,1.00,-0.07608,-0.01288,-0.02143,0.99679,1.00
44269,-0.07566,0.01440,-0.01949,0.99684,1.00,-0.07608,-0.01287,-0.02128,0.99679,1.00
44283,-0.07507,0.01417,-0.01940,0.99689,1.00,-0.07548,-0.01309,-0.02118,0.99684,1.00
44297,-0.07506,0.01418,-0.01924,0.99689,1.00,-0.07549,-0.01308,-0.02101,0.99684,1.00
44311,-0.07317,0.01373,-0.01948,0.99703,1.00,-0.07358,-0.01352,-0.02120,0.99697,1.00
44324,-0.07318,0.01371,-0.01971,0.99703,1.00,-0.07357,-0.01354,-0.02145,0.99697,1.00
44338,-0.07298,0.01180,-0.01987,0.99707,1.00,-0.07336,-0.01544,-0.02161,0.99695,1.00
44352,-0.07298,0.01182,-0.01963,0.99707,1.00,-0.07336,-0.01542,-0.02137,0.99696,1.00
44367,-0.07298,0.01182,-0.01958,0.99707,1.00,-0.07336,-0.01542,-0.02133,0.99696,1.00
44380,-0.07136,0.00663,-0.01986,0.99723,1.00,-0.07170,-0.02059,-0.02156,0.99698,1.00
44394,-0.07136,0.00664,-0.01981,0.99723,1.00,-0.07170,-0.02058,-0.02152,0.99698,1.00
44408,-0.07142,0.00374,-0.02002,0.99724,1.00,-0.07174,-0.02348,-0.02173,0.99691,1.00
44422,-0.07142,0.00374,-0.01994,0.99724,1.00,-0.07174,-0.02347,-0.02164,0.99691,1.00
44436,-0.07142,0.00374,-0.01991,0.99724,1.00,-0.07174,-0.02347,-0.02161,0.99691,1.00
44450,-0.07124,0.00530,-0.01980,0.99725,1.00,-0.07157,-0.02191,-0.02148,0.99696,1.00
44464,-0.07124,0.00529,-0.01999,0.99724,1.00,-0.07156,-0.02193,-0.02166,0.99696,1.00
44478,-0.07345,0.00353,-0.02031,0.99709,1.00,-0.07374,-0.02369,-0.02203,0.99675,1.00
44491,-0.07345,0.00352,-0.02047,0.99708,1.00,-0.07374,-0.02370,-0.02218,0.99675,1.00
44505,-0.07376,0.00507,-0.02044,0.99705,1.00,-0.07407,-0.02215,-0.02216,0.99676,1.00
44519,-0.07376,0.00508,-0.02035,0.99706,1.00,-0.07407,-0.02215,-0.02207,0.99676,1.00
44533,-0.07376,0.00509,-0.02020,0.99706,1.00,-0.07407,-0.02214,-0.02191,0.99677,1.00
44547,-0.07254,0.00316,-0.02044,0.99715,1.00,-0.07285,-0.02405,-0.02212,0.99681,1.00
44560,-0.07254,0.00313,-0.02088,0.99714,1.00,-0.07284,-0.02408,-0.02257,0.99680,1.00
44574,-0.07134,0.00256,-0.02090,0.99723,1.00,-0.07164,-0.02465,-0.02256,0.99687,1.00
44588,-0.07134,0.00256,-0.02088,0.99723,1.00,-0.07164,-0.02465,-0.02254,0.99687,1.00
44602,-0.07134,0.00256,-0.02081,0.99723,1.00,-0.07164,-0.02464,-0.02248,0.99687,1.00
44616,-0.07124,0.00286,-0.02066,0.99724,1.00,-0.07156,-0.02435,-0.02233,0.99689,1.00
44630,-0.07124,0.00286,-0.02064,0.99724,1.00,-0.07156,-0.02435,-0.02232,0.99689,1.00
44644,-0.06973,0.00446,-0.02063,0.99734,1.00,-0.07006,-0.02274,-0.02227,0.99703,1.00
44657,-0.06973,0.00446,-0.02062,0.99734,1.00,-0.07006,-0.02274,-0.02226,0.99704,1.00
44671,-0.07182,0.00498,-0.02051,0.99719,1.00,-0.07215,-0.02224,-0.02221,0.99690,1.00
44685,-0.07182,0.00498,-0.02052,0.99719,1.00,-0.07215,-0.02224,-0.02220,0.99690,1.00
44700,-0.07182,0.00498,-0.02053,0.99719,1.00,-0.07215,-0.02224,-0.02220,0.99690,1.00
44713,-0.06964,0.00479,-0.02056,0.99735,1.00,-0.06997,-0.02241,-0.02216,0.99705,1.00
44727,-0.06964,0.00478,-0.02065,0.99735,1.00,-0.06997,-0.02242,-0.02224,0.99705,1.00
44741,-0.07217,0.00548,-0.02074,0.99716,1.00,-0.07250,-0.02174,-0.02240,0.99688,1.00
44755,-0.07217,0.00547,-0.02083,0.99716,1.00,-0.07250,-0.02174,-0.02249,0.99688,1.00
44769,-0.07217,0.00547,-0.02083,0.99716,1.00,-0.07250,-0.02174,-0.02250,0.99688,1.00
44783,-0.06981,0.00416,-0.02086,0.99733,1.00,-0.07015,-0.02304,-0.02246,0.99702,1.00
