Time_ms,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftConfidence,RightRotX,RightRotY,RightRotZ,RightRotW,RightConfidence
16648,-0.05333,0.00511,-0.00522,0.99855,1.00,-0.05303,-0.02215,-0.00932,0.99830,1.00
16662,-0.05333,0.00510,-0.00545,0.99855,1.00,-0.05303,-0.02217,-0.00954,0.99830,1.00
16676,-0.05501,0.00847,-0.00510,0.99844,1.00,-0.05478,-0.01882,-0.00922,0.99828,1.00
16689,-0.05502,0.00845,-0.00546,0.99843,1.00,-0.05477,-0.01884,-0.00956,0.99828,1.00
16703,-0.05571,0.00893,-0.00569,0.99839,1.00,-0.05549,-0.01836,-0.00979,0.99824,1.00
16717,-0.05571,0.00892,-0.00585,0.99839,1.00,-0.05549,-0.01837,-0.00993,0.99824,1.00
16731,-0.05572,0.00890,-0.00626,0.99839,1.00,-0.05548,-0.01839,-0.01034,0.99824,1.00
16745,-0.05450,0.00649,-0.00704,0.99847,1.00,-0.05426,-0.02078,-0.01108,0.99825,1.00
16759,-0.05451,0.00646,-0.00763,0.99846,1.00,-0.05425,-0.02081,-0.01168,0.99824,1.00
16773,-0.05372,0.00560,-0.00829,0.99851,1.00,-0.05348,-0.02166,-0.01231,0.99826,1.00
16787,-0.05372,0.00557,-0.00883,0.99850,1.00,-0.05346,-0.02169,-0.01286,0.99825,1.00
16801,-0.05378,0.00531,-0.00932,0.99850,1.00,-0.05355,-0.02195,-0.01336,0.99823,1.00
16815,-0.05378,0.00530,-0.00941,0.99849,1.00,-0.05355,-0.02195,-0.01344,0.99823,1.00
16829,-0.05378,0.00530,-0.00948,0.99849,1.00,-0.05355,-0.02196,-0.01351,0.99823,1.00
16843,-0.05368,0.00619,-0.00959,0.99849,1.00,-0.05351,-0.02107,-0.01365,0.99825,1.00
16856,-0.05369,0.00617,-0.01004,0.99849,1.00,-0.05350,-0.02110,-0.01412,0.99825,1.00
16870,-0.05263,0.00652,-0.01051,0.99854,1.00,-0.05247,-0.02073,-0.01460,0.99830,1.00
16884,-0.05264,0.00650,-0.01090,0.99853,1.00,-0.05246,-0.02075,-0.01500,0.99829,1.00
16898,-0.05264,0.00649,-0.01125,0.99853,1.00,-0.05245,-0.02077,-0.01536,0.99829,1.00
16912,-0.05179,0.00702,-0.01138,0.99857,1.00,-0.05165,-0.02023,-0.01548,0.99834,1.00
16926,-0.05180,0.00701,-0.01157,0.99857,1.00,-0.05165,-0.02024,-0.01567,0.99834,1.00
16940,-0.05309,0.00492,-0.01195,0.99851,1.00,-0.05294,-0.02233,-0.01607,0.99822,1.00
16954,-0.05309,0.00492,-0.01194,0.99851,1.00,-0.05295,-0.02233,-0.01605,0.99822,1.00
16968,-0.05299,0.00249,-0.01204,0.99852,1.00,-0.05285,-0.02474,-0.01614,0.99817,1.00
16982,-0.05299,0.00251,-0.01170,0.99852,1.00,-0.05285,-0.02472,-0.01579,0.99817,1.00
16996,-0.05299,0.00253,-0.01142,0.99853,1.00,-0.05286,-0.02471,-0.01551,0.99818,1.00
17010,-0.05447,0.00309,-0.01119,0.99845,1.00,-0.05434,-0.02415,-0.01532,0.99811,1.00
17023,-0.05447,0.00311,-0.01099,0.99845,1.00,-0.05434,-0.02414,-0.01511,0.99812,1.00
17037,-0.05467,0.00346,-0.01068,0.99844,1.00,-0.05452,-0.02379,-0.01480,0.99812,1.00
17051,-0.05467,0.00347,-0.01047,0.99844,1.00,-0.05453,-0.02378,-0.01457,0.99812,1.00
17065,-0.05467,0.00348,-0.01032,0.99845,1.00,-0.05453,-0.02377,-0.01442,0.99813,1.00
17079,-0.05585,0.00296,-0.01048,0.99838,1.00,-0.05568,-0.02430,-0.01461,0.99805,1.00
17093,-0.05585,0.00293,-0.01090,0.99838,1.00,-0.05567,-0.02432,-0.01503,0.99804,1.00
17107,-0.05619,0.00204,-0.01153,0.99835,1.00,-0.05598,-0.02521,-0.01567,0.99799,1.00
17121,-0.05619,0.00203,-0.01171,0.99835,1.00,-0.05597,-0.02522,-0.01586,0.99799,1.00
17135,-0.05623,0.00356,-0.01165,0.99834,1.00,-0.05606,-0.02370,-0.01581,0.99802,1.00
17149,-0.05623,0.00356,-0.01166,0.99834,1.00,-0.05605,-0.02370,-0.01584,0.99802,1.00
17163,-0.05623,0.00356,-0.01168,0.99834,1.00,-0.05605,-0.02371,-0.01586,0.99802,1.00
17177,-0.05601,0.00355,-0.01177,0.99835,1.00,-0.05586,-0.02372,-0.01596,0.99803,1.00
17190,-0.05601,0.00355,-0.01189,0.99835,1.00,-0.05586,-0.02372,-0.01607,0.99803,1.00
17205,-0.05553,0.00737,-0.01128,0.99837,1.00,-0.05545,-0.01991,-0.01546,0.99814,1.00
17219,-0.05553,0.00738,-0.01117,0.99837,1.00,-0.05545,-0.01990,-0.01534,0.99815,1.00
17233,-0.05553,0.00739,-0.01104,0.99837,1.00,-0.05545,-0.01990,-0.01521,0.99815,1.00
17246,-0.05671,0.00766,-0.01081,0.99830,1.00,-0.05664,-0.01963,-0.01501,0.99809,1.00
17260,-0.05671,0.00768,-0.01056,0.99831,1.00,-0.05665,-0.01961,-0.01474,0.99809,1.00
17274,-0.05603,0.01021,-0.00997,0.99833,1.00,-0.05600,-0.01709,-0.01414,0.99818,1.00
17288,-0.05603,0.01022,-0.00985,0.99833,1.00,-0.05600,-0.01708,-0.01402,0.99819,1.00
17302,-0.05699,0.00997,-0.00959,0.99828,1.00,-0.05695,-0.01734,-0.01380,0.99813,1.00
17316,-0.05699,0.00998,-0.00934,0.99828,1.00,-0.05696,-0.01732,-0.01354,0.99813,1.00
17330,-0.05699,0.00999,-0.00926,0.99828,1.00,-0.05696,-0.01732,-0.01348,0.99814,1.00
17343,-0.05720,0.01011,-0.00925,0.99827,1.00,-0.05715,-0.01720,-0.01348,0.99813,1.00
17357,-0.05720,0.01013,-0.00888,0.99827,1.00,-0.05716,-0.01718,-0.01310,0.99813,1.00
17371,-0.05706,0.00967,-0.00856,0.99829,1.00,-0.05701,-0.01764,-0.01278,0.99814,1.00
17385,-0.05706,0.00969,-0.00827,0.99829,1.00,-0.05701,-0.01762,-0.01249,0.99814,1.00
17399,-0.05705,0.00971,-0.00791,0.99829,1.00,-0.05702,-0.01760,-0.01213,0.99814,1.00
17413,-0.05704,0.00998,-0.00770,0.99829,1.00,-0.05698,-0.01733,-0.01192,0.99815,1.00
17427,-0.05703,0.01000,-0.00744,0.99829,1.00,-0.05699,-0.01731,-0.01167,0.99816,1.00
17441,-0.05757,0.00919,-0.00738,0.99827,1.00,-0.05749,-0.01812,-0.01163,0.99811,1.00
17455,-0.05757,0.00920,-0.00713,0.99827,1.00,-0.05749,-0.01811,-0.01139,0.99812,1.00
17469,-0.05897,0.00938,-0.00695,0.99819,1.00,-0.05887,-0.01794,-0.01126,0.99804,1.00
17483,-0.05897,0.00940,-0.00675,0.99819,1.00,-0.05887,-0.01793,-0.01106,0.99804,1.00
17497,-0.05897,0.00940,-0.00665,0.99819,1.00,-0.05887,-0.01792,-0.01097,0.99804,1.00
17510,-0.05876,0.00891,-0.00662,0.99821,1.00,-0.05863,-0.01842,-0.01095,0.99805,1.00
17524,-0.05876,0.00892,-0.00650,0.99821,1.00,-0.05864,-0.01841,-0.01083,0.99805,1.00
17538,-0.05863,0.00995,-0.00617,0.99821,1.00,-0.05851,-0.01738,-0.01050,0.99808,1.00
17552,-0.05863,0.00995,-0.00607,0.99821,1.00,-0.05851,-0.01738,-0.01041,0.99808,1.00
17566,-0.05801,0.01884,-0.00455,0.99813,1.00,-0.05800,-0.00851,-0.00889,0.99824,1.00
17580,-0.05801,0.01885,-0.00441,0.99813,1.00,-0.05800,-0.00851,-0.00877,0.99824,1.00
17594,-0.05801,0.01885,-0.00430,0.99813,1.00,-0.05800,-0.00850,-0.00867,0.99824,1.00
17608,-0.04259,0.01867,-0.00451,0.99891,1.00,-0.04260,-0.00857,-0.00843,0.99902,1.00
17622,-0.04259,0.01867,-0.00440,0.99891,1.00,-0.04260,-0.00857,-0.00833,0.99902,1.00
17636,-0.04227,0.01599,-0.00474,0.99897,1.00,-0.04224,-0.01124,-0.00866,0.99901,1.00
17649,-0.04227,0.01599,-0.00479,0.99897,1.00,-0.04224,-0.01125,-0.00873,0.99901,1.00
17664,-0.04227,0.01599,-0.00473,0.99897,1.00,-0.04224,-0.01124,-0.00867,0.99901,1.00
17677,-0.06301,0.01585,-0.00439,0.99788,1.00,-0.06292,-0.01154,-0.00894,0.99791,1.00
17691,-0.06301,0.01585,-0.00436,0.99788,1.00,-0.06292,-0.01153,-0.00892,0.99791,1.00
17705,-0.06269,0.01556,-0.00448,0.99790,1.00,-0.06260,-0.01183,-0.00903,0.99793,1.00
17719,-0.06269,0.01555,-0.00465,0.99790,1.00,-0.06259,-0.01184,-0.00919,0.99793,1.00
17733,-0.06256,0.01165,-0.00537,0.99796,1.00,-0.06241,-0.01572,-0.00990,0.99788,1.00
17747,-0.06256,0.01165,-0.00545,0.99796,1.00,-0.06241,-0.01572,-0.00997,0.99788,1.00
17761,-0.06257,0.01164,-0.00554,0.99796,1.00,-0.06241,-0.01573,-0.01006,0.99788,1.00
17775,-0.06486,0.01153,-0.00565,0.99781,1.00,-0.06470,-0.01586,-0.01022,0.99773,1.00
17789,-0.06486,0.01153,-0.00569,0.99781,1.00,-0.06470,-0.01586,-0.01024,0.99773,1.00
17803,-0.06507,0.01181,-0.00588,0.99779,1.00,-0.06492,-0.01559,-0.01043,0.99771,1.00
17817,-0.06508,0.01179,-0.00608,0.99779,1.00,-0.06492,-0.01560,-0.01062,0.99771,1.00
17831,-0.06508,0.01179,-0.00610,0.99779,1.00,-0.06492,-0.01560,-0.01063,0.99771,1.00
17844,-0.06388,0.01374,-0.00562,0.99785,1.00,-0.06377,-0.01364,-0.01011,0.99782,1.00
17858,-0.06388,0.01375,-0.00551,0.99785,1.00,-0.06377,-0.01363,-0.00999,0.99782,1.00
17872,-0.06308,0.01386,-0.00551,0.99790,1.00,-0.06299,-0.01351,-0.00996,0.99787,1.00
17886,-0.06308,0.01386,-0.00551,0.99790,1.00,-0.06299,-0.01351,-0.00996,0.99787,1.00
17900,-0.06329,0.01030,-0.00616,0.99792,1.00,-0.06314,-0.01706,-0.01061,0.99780,1.00
17914,-0.06329,0.01030,-0.00621,0.99792,1.00,-0.06314,-0.01707,-0.01065,0.99780,1.00
17928,-0.06329,0.01030,-0.00620,0.99792,1.00,-0.06314,-0.01706,-0.01064,0.99780,1.00
17942,-0.06328,0.00434,-0.00716,0.99796,1.00,-0.06305,-0.02301,-0.01158,0.99768,1.00
17956,-0.06328,0.00433,-0.00726,0.99796,1.00,-0.06305,-0.02301,-0.01167,0.99768,1.00
17970,-0.06352,0.00419,-0.00721,0.99795,1.00,-0.06329,-0.02316,-0.01161,0.99766,1.00
17983,-0.06352,0.00419,-0.00714,0.99795,1.00,-0.06329,-0.02315,-0.01153,0.99766,1.00
17997,-0.06352,0.00419,-0.00709,0.99795,1.00,-0.06329,-0.02315,-0.01147,0.99766,1.00
18011,-0.06326,0.00619,-0.00662,0.99796,1.00,-0.06307,-0.02116,-0.01099,0.99772,1.00
18025,-0.06326,0.00620,-0.00641,0.99796,1.00,-0.06308,-0.02115,-0.01077,0.99773,1.00
18039,-0.06221,0.00616,-0.00641,0.99802,1.00,-0.06203,-0.02118,-0.01073,0.99779,1.00
18053,-0.06221,0.00615,-0.00657,0.99802,1.00,-0.06202,-0.02119,-0.01090,0.99779,1.00
18067,-0.06346,0.00454,-0.00679,0.99795,1.00,-0.06323,-0.02280,-0.01116,0.99768,1.00
18081,-0.06346,0.00455,-0.00669,0.99795,1.00,-0.06323,-0.02279,-0.01104,0.99768,1.00
18095,-0.06345,0.00455,-0.00660,0.99795,1.00,-0.06324,-0.02279,-0.01093,0.99768,1.00
18109,-0.06365,0.00451,-0.00654,0.99794,1.00,-0.06343,-0.02283,-0.01086,0.99767,1.00
18123,-0.06365,0.00452,-0.00637,0.99794,1.00,-0.06343,-0.02282,-0.01067,0.99767,1.00
18137,-0.06419,0.00449,-0.00630,0.99791,1.00,-0.06397,-0.02285,-0.01059,0.99763,1.00
18150,-0.06419,0.00449,-0.00631,0.99791,1.00,-0.06397,-0.02285,-0.01057,0.99763,1.00
18165,-0.06419,0.00450,-0.00618,0.99791,1.00,-0.06397,-0.02284,-0.01041,0.99764,1.00
18178,-0.06482,0.00398,-0.00624,0.99787,1.00,-0.06459,-0.02336,-0.01046,0.99758,1.00
18192,-0.06482,0.00398,-0.00621,0.99787,1.00,-0.06459,-0.02336,-0.01041,0.99758,1.00
18206,-0.06583,0.00393,-0.00629,0.99780,1.00,-0.06559,-0.02342,-0.01049,0.99752,1.00
18220,-0.06583,0.00393,-0.00626,0.99780,1.00,-0.06559,-0.02342,-0.01044,0.99752,1.00
18234,-0.06689,0.00421,-0.00621,0.99773,1.00,-0.06664,-0.02315,-0.01041,0.99745,1.00
18248,-0.06689,0.00421,-0.00614,0.99773,1.00,-0.06664,-0.02314,-0.01032,0.99746,1.00
18263,-0.06689,0.00421,-0.00612,0.99773,1.00,-0.06665,-0.02314,-0.01029,0.99746,1.00
18276,-0.06652,0.00565,-0.00584,0.99775,1.00,-0.06630,-0.02170,-0.00999,0.99751,1.00
18290,-0.06652,0.00565,-0.00583,0.99775,1.00,-0.06630,-0.02170,-0.00998,0.99751,1.00
18304,-0.06265,0.00581,-0.00587,0.99800,1.00,-0.06244,-0.02151,-0.00990,0.99777,1.00
18318,-0.06265,0.00581,-0.00593,0.99800,1.00,-0.06244,-0.02152,-0.00997,0.99777,1.00
18332,-0.06265,0.00580,-0.00602,0.99800,1.00,-0.06244,-0.02152,-0.01007,0.99777,1.00
18345,-0.06296,0.00691,-0.00580,0.99798,1.00,-0.06276,-0.02042,-0.00988,0.99777,1.00
18359,-0.06296,0.00691,-0.00584,0.99798,1.00,-0.06276,-0.02043,-0.00993,0.99777,1.00
18373,-0.06278,0.01020,-0.00533,0.99796,1.00,-0.06262,-0.01714,-0.00942,0.99785,1.00
18387,-0.06278,0.01020,-0.00534,0.99796,1.00,-0.06262,-0.01715,-0.00945,0.99785,1.00
18401,-0.06192,0.01059,-0.00518,0.99801,1.00,-0.06177,-0.01675,-0.00927,0.99791,1.00
18415,-0.06192,0.01060,-0.00502,0.99801,1.00,-0.06177,-0.01674,-0.00911,0.99791,1.00
18430,-0.06192,0.01062,-0.00467,0.99801,1.00,-0.06178,-0.01672,-0.00877,0.99791,1.00
18443,-0.06088,0.01034,-0.00450,0.99808,1.00,-0.06074,-0.01699,-0.00856,0.99797,1.00
18457,-0.06088,0.01034,-0.00442,0.99808,1.00,-0.06074,-0.01699,-0.00849,0.99797,1.00
18471,-0.06044,0.01017,-0.00426,0.99811,1.00,-0.06028,-0.01715,-0.00831,0.99800,1.00
18485,-0.06044,0.01016,-0.00432,0.99811,1.00,-0.06028,-0.01716,-0.00837,0.99800,1.00
18499,-0.06044,0.01016,-0.00445,0.99811,1.00,-0.06028,-0.01717,-0.00851,0.99800,1.00
18513,-0.06042,0.00968,-0.00446,0.99812,1.00,-0.06024,-0.01764,-0.00852,0.99799,1.00
18526,-0.06042,0.00969,-0.00431,0.99812,1.00,-0.06025,-0.01764,-0.00838,0.99799,1.00
18540,-0.06016,0.00971,-0.00427,0.99813,1.00,-0.05999,-0.01761,-0.00834,0.99801,1.00
18554,-0.06016,0.00971,-0.00422,0.99813,1.00,-0.05999,-0.01761,-0.00829,0.99801,1.00
18568,-0.06096,0.01142,-0.00391,0.99807,1.00,-0.06081,-0.01591,-0.00800,0.99799,1.00
18582,-0.06096,0.01143,-0.00386,0.99807,1.00,-0.06081,-0.01591,-0.00794,0.99799,1.00
18597,-0.06096,0.01143,-0.00381,0.99807,1.00,-0.06081,-0.01591,-0.00788,0.99799,1.00
18610,-0.06125,0.01320,-0.00350,0.99803,1.00,-0.06113,-0.01414,-0.00757,0.99800,1.00
18624,-0.06125,0.01321,-0.00344,0.99803,1.00,-0.06113,-0.01413,-0.00749,0.99800,1.00
18638,-0.06161,0.01333,-0.00345,0.99801,1.00,-0.06148,-0.01401,-0.00750,0.99798,1.00
18652,-0.06161,0.01333,-0.00355,0.99800,1.00,-0.06148,-0.01401,-0.00759,0.99798,1.00
18666,-0.06162,0.01332,-0.00374,0.99800,1.00,-0.06147,-0.01403,-0.00779,0.99798,1.00
18680,-0.06018,0.01410,-0.00378,0.99808,1.00,-0.06005,-0.01323,-0.00778,0.99808,1.00
18694,-0.06018,0.01410,-0.00382,0.99808,1.00,-0.06005,-0.01324,-0.00782,0.99808,1.00
18708,-0.06045,0.01429,-0.00371,0.99806,1.00,-0.06033,-0.01305,-0.00772,0.99806,1.00
18721,-0.06045,0.01429,-0.00359,0.99806,1.00,-0.06033,-0.01304,-0.00761,0.99806,1.00
18735,-0.06046,0.01433,-0.00373,0.99806,1.00,-0.06034,-0.01300,-0.00776,0.99806,1.00
18749,-0.06047,0.01432,-0.00395,0.99806,1.00,-0.06034,-0.01302,-0.00798,0.99806,1.00
18763,-0.06047,0.01431,-0.00408,0.99806,1.00,-0.06034,-0.01302,-0.00811,0.99806,1.00
18777,-0.06079,0.01283,-0.00424,0.99806,1.00,-0.06065,-0.01451,-0.00829,0.99802,1.00
18791,-0.06079,0.01283,-0.00424,0.99806,1.00,-0.06065,-0.01451,-0.00829,0.99802,1.00
18805,-0.06113,0.01284,-0.00427,0.99804,1.00,-0.06100,-0.01450,-0.00833,0.99800,1.00
18819,-0.06114,0.01282,-0.00447,0.99804,1.00,-0.06100,-0.01452,-0.00853,0.99800,1.00
18833,-0.06114,0.01282,-0.00459,0.99804,1.00,-0.06100,-0.01452,-0.00864,0.99800,1.00
18847,-0.06106,0.01312,-0.00463,0.99804,1.00,-0.06093,-0.01422,-0.00868,0.99800,1.00
18861,-0.06106,0.01311,-0.00474,0.99804,1.00,-0.06093,-0.01422,-0.00878,0.99800,1.00
18875,-0.06109,0.01325,-0.00488,0.99803,1.00,-0.06096,-0.01408,-0.00892,0.99800,1.00
18888,-0.06109,0.01325,-0.00502,0.99803,1.00,-0.06096,-0.01409,-0.00905,0.99800,1.00
18902,-0.05984,0.01342,-0.00513,0.99810,1.00,-0.05972,-0.01391,-0.00911,0.99808,1.00
18916,-0.05984,0.01341,-0.00525,0.99810,1.00,-0.05972,-0.01392,-0.00923,0.99808,1.00
18930,-0.05984,0.01341,-0.00527,0.99810,1.00,-0.05972,-0.01392,-0.00925,0.99808,1.00
18944,-0.06005,0.01433,-0.00523,0.99808,1.00,-0.05996,-0.01300,-0.00921,0.99807,1.00
18958,-0.06005,0.01433,-0.00518,0.99808,1.00,-0.05996,-0.01300,-0.00916,0.99807,1.00
18972,-0.06024,0.01456,-0.00516,0.99806,1.00,-0.06016,-0.01277,-0.00914,0.99807,1.00
18986,-0.06024,0.01456,-0.00514,0.99806,1.00,-0.06016,-0.01277,-0.00912,0.99807,1.00
19000,-0.06119,0.01185,-0.00547,0.99804,1.00,-0.06107,-0.01548,-0.00947,0.99797,1.00
19014,-0.06119,0.01186,-0.00541,0.99804,1.00,-0.06107,-0.01548,-0.00941,0.99797,1.00
19028,-0.06119,0.01186,-0.00534,0.99804,1.00,-0.06108,-0.01547,-0.00935,0.99797,1.00
19042,-0.06325,0.00266,-0.00661,0.99797,1.00,-0.06300,-0.02466,-0.01067,0.99765,1.00
19056,-0.06325,0.00266,-0.00647,0.99797,1.00,-0.06301,-0.02465,-0.01053,0.99765,1.00
19070,-0.06320,0.00199,-0.00649,0.99798,1.00,-0.06295,-0.02532,-0.01056,0.99764,1.00
19083,-0.06320,0.00199,-0.00647,0.99798,1.00,-0.06295,-0.02532,-0.01054,0.99764,1.00
19098,-0.06320,0.00200,-0.00642,0.99798,1.00,-0.06295,-0.02532,-0.01051,0.99764,1.00
19111,-0.06283,0.00250,-0.00610,0.99800,1.00,-0.06258,-0.02481,-0.01018,0.99768,1.00
19125,-0.06283,0.00251,-0.00597,0.99800,1.00,-0.06258,-0.02480,-0.01005,0.99768,1.00
19139,-0.06100,0.00383,-0.00578,0.99811,1.00,-0.06077,-0.02347,-0.00981,0.99783,1.00
19153,-0.06100,0.00383,-0.00575,0.99811,1.00,-0.06077,-0.02347,-0.00978,0.99783,1.00
19167,-0.06089,0.00389,-0.00586,0.99812,1.00,-0.06066,-0.02341,-0.00988,0.99784,1.00
19181,-0.06090,0.00387,-0.00616,0.99812,1.00,-0.06065,-0.02343,-0.01019,0.99783,1.00
19195,-0.06090,0.00387,-0.00629,0.99812,1.00,-0.06065,-0.02344,-0.01034,0.99783,1.00
19209,-0.06281,0.00430,-0.00604,0.99800,1.00,-0.06257,-0.02302,-0.01015,0.99772,1.00
19222,-0.06281,0.00430,-0.00603,0.99800,1.00,-0.06257,-0.02302,-0.01016,0.99772,1.00
19236,-0.06739,0.00424,-0.00605,0.99770,1.00,-0.06714,-0.02312,-0.01033,0.99742,1.00
19250,-0.06739,0.00424,-0.00614,0.99770,1.00,-0.06713,-0.02312,-0.01042,0.99742,1.00
19264,-0.06739,0.00424,-0.00609,0.99770,1.00,-0.06713,-0.02312,-0.01037,0.99742,1.00
19278,-0.06719,0.00548,-0.00592,0.99771,1.00,-0.06695,-0.02188,-0.01020,0.99746,1.00
19292,-0.06719,0.00549,-0.00587,0.99771,1.00,-0.06695,-0.02188,-0.01013,0.99746,1.00
19306,-0.06677,0.02128,-0.00342,0.99754,1.00,-0.06675,-0.00613,-0.00768,0.99772,1.00
19320,-0.06677,0.02127,-0.00353,0.99754,1.00,-0.06675,-0.00613,-0.00776,0.99772,1.00
19334,-0.06468,0.02141,-0.00365,0.99767,1.00,-0.06466,-0.00597,-0.00781,0.99786,1.00
19348,-0.06469,0.02141,-0.00376,0.99767,1.00,-0.06466,-0.00598,-0.00791,0.99786,1.00
19362,-0.06469,0.02141,-0.00373,0.99767,1.00,-0.06466,-0.00597,-0.00787,0.99786,1.00
19376,-0.06200,0.02154,-0.00383,0.99784,1.00,-0.06199,-0.00583,-0.00789,0.99803,1.00
19390,-0.06200,0.02154,-0.00372,0.99784,1.00,-0.06199,-0.00582,-0.00778,0.99803,1.00
19403,-0.06216,0.02198,-0.00355,0.99782,1.00,-0.06217,-0.00538,-0.00761,0.99802,1.00
19417,-0.06216,0.02198,-0.00357,0.99782,1.00,-0.06217,-0.00538,-0.00763,0.99802,1.00
19431,-0.06217,0.02196,-0.00389,0.99782,1.00,-0.06216,-0.00540,-0.00797,0.99802,1.00
19445,-0.06171,0.02195,-0.00412,0.99784,1.00,-0.06170,-0.00541,-0.00818,0.99805,1.00
19459,-0.06171,0.02195,-0.00408,0.99784,1.00,-0.06170,-0.00541,-0.00813,0.99805,1.00
19473,-0.05634,0.02213,-0.00414,0.99816,1.00,-0.05635,-0.00519,-0.00804,0.99837,1.00
19487,-0.05633,0.02213,-0.00410,0.99816,1.00,-0.05635,-0.00519,-0.00800,0.99837,1.00
19501,-0.05644,0.01374,-0.00538,0.99830,1.00,-0.05635,-0.01356,-0.00925,0.99828,1.00
19515,-0.05644,0.01374,-0.00542,0.99830,1.00,-0.05635,-0.01357,-0.00928,0.99828,1.00
19529,-0.05644,0.01373,-0.00551,0.99830,1.00,-0.05635,-0.01357,-0.00936,0.99828,1.00
19543,-0.05856,0.00975,-0.00604,0.99822,1.00,-0.05843,-0.01755,-0.00993,0.99809,1.00
19557,-0.05856,0.00975,-0.00606,0.99822,1.00,-0.05843,-0.01755,-0.00993,0.99809,1.00
19571,-0.05971,0.00735,-0.00650,0.99817,1.00,-0.05955,-0.01996,-0.01039,0.99797,1.00
19584,-0.05971,0.00734,-0.00661,0.99817,1.00,-0.05954,-0.01996,-0.01050,0.99797,1.00
19598,-0.05971,0.00733,-0.00674,0.99817,1.00,-0.05954,-0.01997,-0.01062,0.99797,1.00
19612,-0.05956,0.00746,-0.00685,0.99817,1.00,-0.05939,-0.01984,-0.01072,0.99798,1.00
19626,-0.05956,0.00746,-0.00691,0.99817,1.00,-0.05939,-0.01984,-0.01078,0.99798,1.00
19640,-0.05680,0.00725,-0.00698,0.99833,1.00,-0.05665,-0.02003,-0.01076,0.99814,1.00
19654,-0.05680,0.00724,-0.00707,0.99833,1.00,-0.05665,-0.02004,-0.01085,0.99813,1.00
