Time_ms,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,LeftConfidence,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,RightConfidence
0,0.12163,0.00262,0.01038,-0.99252,-0.10568,-0.00857,0.00091,-0.99436,-0.01596,0.00470,-0.01200,0.99979,1.00,-0.10560,0.01897,-0.00201,-0.99423,-0.01632,-0.02228,-0.00574,0.99960,1.00
255,0.12190,0.00159,0.01045,-0.99249,-0.10636,-0.00867,0.00093,-0.99429,-0.01556,0.00579,-0.01220,0.99979,1.00,-0.10629,0.01888,-0.00202,-0.99415,-0.01590,-0.02119,-0.00592,0.99963,1.00
269,0.12187,0.00153,0.01044,-0.99249,-0.10628,-0.00868,0.00093,-0.99430,-0.01560,0.00588,-0.01220,0.99979,1.00,-0.10621,0.01886,-0.00201,-0.99416,-0.01595,-0.02110,-0.00592,0.99963,1.00
278,0.12183,0.00147,0.01039,-0.99250,-0.10624,-0.00862,0.00092,-0.99430,-0.01560,0.00588,-0.01214,0.99979,1.00,-0.10617,0.01892,-0.00202,-0.99417,-0.01595,-0.02110,-0.00586,0.99963,1.00
288,0.12183,0.00142,0.01033,-0.99250,-0.10467,-0.00934,0.00098,-0.99446,-0.01718,0.00666,-0.01224,0.99976,1.00,-0.10460,0.01819,-0.00191,-0.99435,-0.01752,-0.02031,-0.00601,0.99962,1.00
299,0.12189,0.00136,0.01033,-0.99249,-0.10478,-0.01002,0.00106,-0.99444,-0.01711,0.00739,-0.01240,0.99975,1.00,-0.10473,0.01751,-0.00184,-0.99435,-0.01745,-0.01958,-0.00616,0.99964,1.00
311,0.12201,0.00121,0.01033,-0.99247,-0.10491,-0.00988,0.00104,-0.99443,-0.01711,0.00739,-0.01239,0.99975,1.00,-0.10485,0.01766,-0.00186,-0.99433,-0.01745,-0.01958,-0.00614,0.99964,1.00
322,0.12207,0.00117,0.01030,-0.99247,-0.10497,-0.01064,0.00112,-0.99442,-0.01710,0.00818,-0.01254,0.99974,1.00,-0.10492,0.01689,-0.00178,-0.99434,-0.01743,-0.01879,-0.00629,0.99965,1.00
334,0.12206,0.00109,0.01034,-0.99247,-0.10501,-0.01067,0.00113,-0.99441,-0.01705,0.00828,-0.01259,0.99974,1.00,-0.10496,0.01686,-0.00178,-0.99433,-0.01737,-0.01869,-0.00635,0.99965,1.00
345,0.12198,0.00101,0.01036,-0.99248,-0.10493,-0.01059,0.00112,-0.99442,-0.01705,0.00828,-0.01260,0.99974,1.00,-0.10488,0.01694,-0.00179,-0.99434,-0.01737,-0.01869,-0.00636,0.99965,1.00
356,0.12190,0.00089,0.01038,-0.99249,-0.10481,-0.01070,0.00113,-0.99443,-0.01709,0.00851,-0.01265,0.99974,1.00,-0.10477,0.01683,-0.00177,-0.99435,-0.01740,-0.01846,-0.00641,0.99966,1.00
367,0.12185,0.00081,0.01040,-0.99249,-0.10591,-0.01006,0.00107,-0.99432,-0.01594,0.00795,-0.01255,0.99976,1.00,-0.10586,0.01748,-0.00186,-0.99423,-0.01627,-0.01903,-0.00628,0.99967,1.00
378,0.12179,0.00070,0.01046,-0.99250,-0.10584,-0.00995,0.00106,-0.99433,-0.01594,0.00795,-0.01259,0.99976,1.00,-0.10580,0.01759,-0.00187,-0.99423,-0.01626,-0.01903,-0.00633,0.99967,1.00
