Time_ms,TargetRotX,TargetRotY,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,LeftConfidence,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,RightConfidence
0,0.00,0.00,-0.01860,0.00253,0.00580,-0.99981,-0.07420,-0.02386,0.00178,-0.99696,0.09287,0.02093,-0.00692,0.99543,1.00,-0.07430,0.00344,-0.00026,-0.99723,0.09281,-0.00640,-0.00540,0.99565,1.00
10,0.00,0.00,-0.01858,0.00254,0.00569,-0.99981,-0.07513,-0.02358,0.00178,-0.99689,0.09378,0.02065,-0.00682,0.99536,1.00,-0.07522,0.00372,-0.00028,-0.99716,0.09372,-0.00668,-0.00527,0.99556,1.00
23,0.00,0.00,-0.01852,0.00258,0.00558,-0.99981,-0.07520,-0.02361,0.00178,-0.99689,0.09378,0.02064,-0.00671,0.99536,1.00,-0.07529,0.00369,-0.00028,-0.99715,0.09372,-0.00669,-0.00516,0.99556,1.00
33,0.00,0.00,-0.01837,0.00264,0.00551,-0.99981,-0.07530,-0.02352,0.00178,-0.99688,0.09373,0.02050,-0.00664,0.99536,1.00,-0.07539,0.00378,-0.00029,-0.99715,0.09367,-0.00683,-0.00508,0.99557,1.00
44,0.00,0.00,-0.01816,0.00277,0.00549,-0.99982,-0.07507,-0.02380,0.00179,-0.99689,0.09330,0.02065,-0.00663,0.99540,1.00,-0.07516,0.00351,-0.00026,-0.99717,0.09324,-0.00669,-0.00507,0.99561,1.00
56,0.00,0.00,-0.01802,0.00286,0.00552,-0.99982,-0.07521,-0.02388,0.00180,-0.99688,0.09330,0.02065,-0.00666,0.99540,1.00,-0.07530,0.00342,-0.00026,-0.99715,0.09324,-0.00669,-0.00509,0.99561,1.00
67,0.00,0.00,-0.01792,0.00297,0.00547,-0.99982,-0.07517,-0.02323,0.00175,-0.99690,0.09315,0.01988,-0.00656,0.99543,1.00,-0.07526,0.00408,-0.00031,-0.99716,0.09309,-0.00746,-0.00499,0.99562,1.00
77,0.00,0.00,-0.01782,0.00312,0.00546,-0.99982,-0.07531,-0.02420,0.00183,-0.99686,0.09320,0.02070,-0.00660,0.99541,1.00,-0.07541,0.00310,-0.00023,-0.99715,0.09315,-0.00663,-0.00503,0.99562,1.00
89,0.00,0.00,-0.01773,0.00326,0.00536,-0.99982,-0.07541,-0.02432,0.00184,-0.99685,0.09320,0.02069,-0.00651,0.99541,1.00,-0.07550,0.00298,-0.00023,-0.99714,0.09315,-0.00664,-0.00493,0.99562,1.00
100,0.00,0.00,-0.01757,0.00336,0.00546,-0.99983,-0.07549,-0.02343,0.00177,-0.99687,0.09313,0.01969,-0.00655,0.99544,1.00,-0.07559,0.00388,-0.00029,-0.99713,0.09307,-0.00765,-0.00496,0.99562,1.00
112,0.00,0.00,-0.01742,0.00349,0.00559,-0.99983,-0.07537,-0.02392,0.00181,-0.99687,0.09286,0.02005,-0.00670,0.99546,1.00,-0.07548,0.00338,-0.00026,-0.99714,0.09281,-0.00729,-0.00511,0.99564,1.00
123,0.00,0.00,-0.01718,0.00354,0.00574,-0.99983,-0.07559,-0.02400,0.00182,-0.99685,0.09285,0.02006,-0.00686,0.99545,1.00,-0.07571,0.00331,-0.00025,-0.99712,0.09281,-0.00727,-0.00526,0.99564,1.00
134,0.00,0.00,-0.01694,0.00366,0.00578,-0.99983,-0.07575,-0.02396,0.00182,-0.99684,0.09277,0.01990,-0.00690,0.99547,1.00,-0.07587,0.00335,-0.00025,-0.99711,0.09272,-0.00744,-0.00529,0.99565,1.00
145,0.00,0.00,-0.01663,0.00375,0.00575,-0.99984,-0.07658,-0.02431,0.00187,-0.99677,0.09329,0.02016,-0.00691,0.99541,1.00,-0.07669,0.00300,-0.00023,-0.99705,0.09325,-0.00718,-0.00527,0.99560,1.00
156,0.00,0.00,-0.01620,0.00380,0.00574,-0.99985,-0.07700,-0.02436,0.00188,-0.99673,0.09329,0.02016,-0.00691,0.99541,1.00,-0.07712,0.00295,-0.00023,-0.99702,0.09325,-0.00719,-0.00524,0.99560,1.00
167,0.00,0.00,-0.01573,0.00388,0.00575,-0.99985,-0.07717,-0.02428,0.00188,-0.99672,0.09299,0.01999,-0.00693,0.99544,1.00,-0.07728,0.00304,-0.00024,-0.99700,0.09294,-0.00736,-0.00524,0.99563,1.00
