Time_ms,TargetRotX,TargetRotY,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,LeftConfidence,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,RightConfidence
0,0.00,0.00,-0.01890,0.00713,0.00768,-0.99977,-0.05576,-0.03130,0.00175,-0.99795,0.07486,0.02378,-0.00842,0.99688,1.00,-0.05590,-0.00412,0.00023,-0.99843,0.07478,-0.00342,-0.00742,0.99717,1.00
14,0.00,0.00,-0.01903,0.00698,0.00761,-0.99977,-0.05579,-0.03137,0.00175,-0.99795,0.07502,0.02400,-0.00836,0.99686,1.00,-0.05592,-0.00419,0.00023,-0.99843,0.07495,-0.00320,-0.00736,0.99716,1.00
22,0.00,0.00,-0.01920,0.00683,0.00759,-0.99976,-0.05582,-0.03096,0.00173,-0.99796,0.07521,0.02375,-0.00833,0.99685,1.00,-0.05595,-0.00378,0.00021,-0.99843,0.07513,-0.00345,-0.00734,0.99714,1.00
33,0.00,0.00,-0.01919,0.00674,0.00756,-0.99976,-0.05583,-0.03088,0.00173,-0.99796,0.07521,0.02375,-0.00830,0.99685,1.00,-0.05596,-0.00370,0.00021,-0.99843,0.07513,-0.00346,-0.00730,0.99714,1.00
45,0.00,0.00,-0.01919,0.00664,0.00758,-0.99977,-0.05512,-0.02857,0.00158,-0.99807,0.07449,0.02155,-0.00823,0.99695,1.00,-0.05524,-0.00138,0.00008,-0.99847,0.07440,-0.00566,-0.00725,0.99719,1.00
57,0.00,0.00,-0.01916,0.00661,0.00770,-0.99976,-0.05384,-0.02848,0.00154,-0.99814,0.07319,0.02149,-0.00832,0.99705,1.00,-0.05396,-0.00130,0.00007,-0.99854,0.07309,-0.00571,-0.00738,0.99728,1.00
67,0.00,0.00,-0.01916,0.00655,0.00774,-0.99976,-0.05384,-0.02843,0.00153,-0.99814,0.07319,0.02149,-0.00836,0.99705,1.00,-0.05396,-0.00125,0.00007,-0.99854,0.07309,-0.00571,-0.00742,0.99728,1.00
78,0.00,0.00,-0.01913,0.00654,0.00787,-0.99976,-0.05397,-0.02798,0.00151,-0.99815,0.07328,0.02105,-0.00848,0.99705,1.00,-0.05409,-0.00080,0.00004,-0.99854,0.07319,-0.00615,-0.00754,0.99727,1.00
90,0.00,0.00,-0.01910,0.00654,0.00792,-0.99976,-0.05418,-0.02874,0.00156,-0.99812,0.07348,0.02180,-0.00856,0.99702,1.00,-0.05431,-0.00156,0.00008,-0.99852,0.07339,-0.00540,-0.00761,0.99726,1.00
101,0.00,0.00,-0.01905,0.00656,0.00795,-0.99977,-0.05424,-0.02876,0.00156,-0.99811,0.07348,0.02181,-0.00859,0.99702,1.00,-0.05436,-0.00158,0.00009,-0.99852,0.07339,-0.00540,-0.00764,0.99726,1.00
113,0.00,0.00,-0.01903,0.00660,0.00797,-0.99977,-0.05498,-0.02853,0.00157,-0.99808,0.07420,0.02152,-0.00862,0.99697,1.00,-0.05511,-0.00134,0.00007,-0.99848,0.07411,-0.00569,-0.00765,0.99720,1.00
123,0.00,0.00,-0.01902,0.00664,0.00807,-0.99976,-0.05496,-0.02986,0.00164,-0.99804,0.07419,0.02282,-0.00877,0.99694,1.00,-0.05510,-0.00268,0.00015,-0.99848,0.07410,-0.00439,-0.00779,0.99721,1.00
134,0.00,0.00,-0.01898,0.00666,0.00822,-0.99976,-0.05499,-0.02990,0.00165,-0.99804,0.07418,0.02283,-0.00891,0.99694,1.00,-0.05513,-0.00272,0.00015,-0.99848,0.07410,-0.00438,-0.00794,0.99721,1.00
144,0.00,0.00,-0.01897,0.00667,0.00837,-0.99976,-0.05498,-0.02974,0.00164,-0.99804,0.07415,0.02265,-0.00906,0.99695,1.00,-0.05512,-0.00256,0.00014,-0.99848,0.07407,-0.00456,-0.00808,0.99721,1.00
156,0.00,0.00,-0.01892,0.00664,0.00854,-0.99976,-0.05492,-0.02970,0.00163,-0.99805,0.07406,0.02263,-0.00923,0.99695,1.00,-0.05507,-0.00252,0.00014,-0.99848,0.07397,-0.00458,-0.00825,0.99722,1.00
167,0.00,0.00,-0.01891,0.00664,0.00864,-0.99976,-0.05493,-0.02972,0.00164,-0.99805,0.07405,0.02264,-0.00933,0.99695,1.00,-0.05508,-0.00253,0.00014,-0.99848,0.07397,-0.00457,-0.00836,0.99722,1.00
178,0.00,0.00,-0.01888,0.00660,0.00869,-0.99976,-0.05245,-0.02963,0.00156,-0.99818,0.07155,0.02261,-0.00933,0.99714,1.00,-0.05259,-0.00246,0.00013,-0.99861,0.07146,-0.00458,-0.00842,0.99740,1.00
