Time_ms,TargetRotX,TargetRotY,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftConfidence,RightRotX,RightRotY,RightRotZ,RightRotW,RightConfidence
48428,0.00,0.00,-0.09405,-0.00368,0.02262,0.99530,1.00,-0.09287,-0.03097,0.01922,0.99501,1.00
48441,0.00,0.00,-0.09516,-0.00209,0.02357,0.99518,1.00,-0.09395,-0.02941,0.02012,0.99494,1.00
48455,0.00,0.00,-0.09516,-0.00200,0.02453,0.99516,1.00,-0.09398,-0.02932,0.02106,0.99492,1.00
48469,0.00,0.00,-0.09561,-0.00123,0.02568,0.99509,1.00,-0.09441,-0.02858,0.02220,0.99488,1.00
48483,0.00,0.00,-0.09562,-0.00112,0.02682,0.99506,1.00,-0.09444,-0.02847,0.02332,0.99485,1.00
48497,0.00,0.00,-0.09539,0.00036,0.02837,0.99504,1.00,-0.09419,-0.02701,0.02484,0.99488,1.00
48511,0.00,0.00,-0.09539,0.00050,0.02987,0.99499,1.00,-0.09423,-0.02688,0.02627,0.99484,1.00
48525,0.00,0.00,-0.09539,0.00064,0.03135,0.99495,1.00,-0.09427,-0.02674,0.02771,0.99480,1.00
48539,0.00,0.00,-0.09458,0.00219,0.03250,0.99498,1.00,-0.09339,-0.02521,0.02885,0.99489,1.00
48553,0.00,0.00,-0.09458,0.00226,0.03322,0.99496,1.00,-0.09341,-0.02514,0.02952,0.99487,1.00
48567,0.00,0.00,-0.09130,0.00554,0.03360,0.99524,1.00,-0.09005,-0.02186,0.02996,0.99525,1.00
48581,0.00,0.00,-0.09130,0.00552,0.03336,0.99525,1.00,-0.09004,-0.02188,0.02967,0.99526,1.00
48595,0.00,0.00,-0.09130,0.00547,0.03282,0.99527,1.00,-0.09003,-0.02193,0.02910,0.99527,1.00
48608,0.00,0.00,-0.08969,0.00638,0.03292,0.99541,1.00,-0.08834,-0.02102,0.02925,0.99544,1.00
48623,0.00,0.00,-0.08969,0.00643,0.03349,0.99539,1.00,-0.08836,-0.02097,0.02982,0.99542,1.00
48636,0.00,0.00,-0.09255,0.00676,0.03396,0.99511,1.00,-0.09120,-0.02066,0.03020,0.99516,1.00
48650,0.00,0.00,-0.09255,0.00675,0.03387,0.99511,1.00,-0.09120,-0.02067,0.03011,0.99516,1.00
48664,0.00,0.00,-0.09190,0.00685,0.03376,0.99517,1.00,-0.09053,-0.02056,0.03002,0.99523,1.00
48678,0.00,0.00,-0.09190,0.00686,0.03381,0.99517,1.00,-0.09053,-0.02056,0.03007,0.99523,1.00
48692,0.00,0.00,-0.09190,0.00685,0.03371,0.99517,1.00,-0.09052,-0.02057,0.02997,0.99523,1.00
48706,0.00,0.00,-0.09165,0.00667,0.03318,0.99522,1.00,-0.09025,-0.02074,0.02945,0.99527,1.00
48720,0.00,0.00,-0.09166,0.00662,0.03257,0.99524,1.00,-0.09024,-0.02079,0.02883,0.99529,1.00
48734,0.00,0.00,-0.09119,0.00542,0.03206,0.99530,1.00,-0.08976,-0.02198,0.02833,0.99532,1.00
48748,0.00,0.00,-0.09119,0.00539,0.03179,0.99531,1.00,-0.08975,-0.02201,0.02805,0.99533,1.00
48762,0.00,0.00,-0.09244,0.00468,0.03033,0.99525,1.00,-0.09099,-0.02273,0.02652,0.99524,1.00
48776,0.00,0.00,-0.09245,0.00451,0.02840,0.99530,1.00,-0.09095,-0.02291,0.02457,0.99529,1.00
48790,0.00,0.00,-0.09246,0.00427,0.02592,0.99537,1.00,-0.09089,-0.02314,0.02209,0.99535,1.00
48803,0.00,0.00,-0.09189,0.00490,0.02382,0.99547,1.00,-0.09038,-0.02252,0.02004,0.99545,1.00
48817,0.00,0.00,-0.09190,0.00474,0.02214,0.99551,1.00,-0.09035,-0.02266,0.01842,0.99548,1.00
48831,0.00,0.00,-0.09180,0.00621,0.02079,0.99554,1.00,-0.09043,-0.02120,0.01713,0.99553,1.00
48845,0.00,0.00,-0.09180,0.00612,0.01972,0.99556,1.00,-0.09041,-0.02130,0.01610,0.99555,1.00
48859,0.00,0.00,-0.09181,0.00606,0.01912,0.99558,1.00,-0.09040,-0.02134,0.01556,0.99556,1.00
48873,0.00,0.00,-0.09374,0.00433,0.01897,0.99541,1.00,-0.09252,-0.02309,0.01537,0.99532,1.00
48887,0.00,0.00,-0.09374,0.00430,0.01867,0.99541,1.00,-0.09251,-0.02312,0.01507,0.99533,1.00
48901,0.00,0.00,-0.09501,0.00459,0.01790,0.99531,1.00,-0.09391,-0.02286,0.01424,0.99522,1.00
48915,0.00,0.00,-0.09501,0.00453,0.01724,0.99532,1.00,-0.09389,-0.02292,0.01356,0.99523,1.00
48929,0.00,0.00,-0.09600,0.00397,0.01660,0.99523,1.00,-0.09497,-0.02351,0.01285,0.99512,1.00
48943,0.00,0.00,-0.09601,0.00391,0.01605,0.99524,1.00,-0.09496,-0.02356,0.01227,0.99513,1.00
48957,0.00,0.00,-0.09601,0.00387,0.01559,0.99525,1.00,-0.09495,-0.02360,0.01183,0.99513,1.00
48971,0.00,0.00,-0.09517,0.00316,0.01469,0.99535,1.00,-0.09419,-0.02431,0.01099,0.99520,1.00
48984,0.00,0.00,-0.09517,0.00306,0.01360,0.99536,1.00,-0.09416,-0.02440,0.00993,0.99521,1.00
48998,0.00,0.00,-0.09589,0.00199,0.01247,0.99531,1.00,-0.09493,-0.02548,0.00879,0.99512,1.00
49012,0.00,0.00,-0.09589,0.00191,0.01159,0.99532,1.00,-0.09491,-0.02557,0.00792,0.99513,1.00
49026,0.00,0.00,-0.09589,0.00186,0.01107,0.99533,1.00,-0.09490,-0.02561,0.00745,0.99513,1.00
49040,0.00,0.00,-0.09270,0.00463,0.01086,0.99562,1.00,-0.09186,-0.02282,0.00737,0.99548,1.00
49054,0.00,0.00,-0.09270,0.00459,0.01035,0.99563,1.00,-0.09185,-0.02286,0.00690,0.99549,1.00
49068,0.00,0.00,-0.02934,0.05055,0.01257,0.99821,1.00,-0.02907,0.02344,0.01096,0.99924,1.00
49082,0.00,0.00,-0.02936,0.05053,0.01218,0.99822,1.00,-0.02908,0.02343,0.01062,0.99925,1.00
49096,0.00,0.00,-0.03094,0.05020,0.01187,0.99819,1.00,-0.03072,0.02310,0.01033,0.99921,1.00
49110,0.00,0.00,-0.03094,0.05020,0.01177,0.99819,1.00,-0.03072,0.02310,0.01029,0.99921,1.00
49124,0.00,0.00,-0.03093,0.05021,0.01206,0.99819,1.00,-0.03071,0.02311,0.01063,0.99920,1.00
49137,0.00,0.00,-0.09289,0.00623,0.01046,0.99560,1.00,-0.09229,-0.02120,0.00732,0.99548,1.00
49151,0.00,0.00,-0.09289,0.00623,0.01050,0.99560,1.00,-0.09229,-0.02120,0.00737,0.99548,1.00
49165,0.00,0.00,-0.09492,0.00599,0.01057,0.99541,1.00,-0.09432,-0.02146,0.00739,0.99528,1.00
49179,0.00,0.00,-0.09492,0.00599,0.01058,0.99541,1.00,-0.09432,-0.02147,0.00738,0.99528,1.00
49193,0.00,0.00,-0.09492,0.00601,0.01080,0.99541,1.00,-0.09432,-0.02145,0.00759,0.99528,1.00
49207,0.00,0.00,-0.09218,0.00603,0.01085,0.99566,1.00,-0.09159,-0.02141,0.00770,0.99554,1.00
49221,0.00,0.00,-0.09218,0.00606,0.01118,0.99566,1.00,-0.09159,-0.02138,0.00800,0.99554,1.00
49235,0.00,0.00,-0.09075,0.00603,0.01076,0.99580,1.00,-0.09015,-0.02140,0.00760,0.99567,1.00
49249,0.00,0.00,-0.09075,0.00602,0.01068,0.99580,1.00,-0.09015,-0.02140,0.00751,0.99567,1.00
49263,0.00,0.00,-0.08909,0.00329,0.01020,0.99597,1.00,-0.08845,-0.02411,0.00707,0.99576,1.00
49277,0.00,0.00,-0.08909,0.00331,0.01045,0.99596,1.00,-0.08845,-0.02409,0.00732,0.99576,1.00
49291,0.00,0.00,-0.08909,0.00333,0.01067,0.99596,1.00,-0.08846,-0.02407,0.00753,0.99576,1.00
49305,0.00,0.00,-0.08978,0.00753,0.01131,0.99587,1.00,-0.08921,-0.01990,0.00815,0.99578,1.00
49318,0.00,0.00,-0.08978,0.00755,0.01150,0.99587,1.00,-0.08921,-0.01988,0.00833,0.99578,1.00
49332,0.00,0.00,-0.08991,0.00623,0.01140,0.99587,1.00,-0.08930,-0.02119,0.00822,0.99575,1.00
49346,0.00,0.00,-0.08991,0.00624,0.01150,0.99586,1.00,-0.08931,-0.02118,0.00833,0.99574,1.00
49360,0.00,0.00,-0.08991,0.00622,0.01127,0.99587,1.00,-0.08930,-0.02120,0.00809,0.99575,1.00
49374,0.00,0.00,-0.09186,0.00778,0.01125,0.99568,1.00,-0.09123,-0.01966,0.00802,0.99560,1.00
49388,0.00,0.00,-0.09186,0.00776,0.01100,0.99568,1.00,-0.09123,-0.01968,0.00777,0.99561,1.00
49402,0.00,0.00,-0.08962,0.00879,0.01098,0.99588,1.00,-0.08899,-0.01863,0.00780,0.99583,1.00
49416,0.00,0.00,-0.08962,0.00877,0.01078,0.99588,1.00,-0.08899,-0.01865,0.00760,0.99583,1.00
49430,0.00,0.00,-0.08902,0.00992,0.01041,0.99593,1.00,-0.08839,-0.01749,0.00725,0.99591,1.00
49444,0.00,0.00,-0.08902,0.00992,0.01040,0.99593,1.00,-0.08839,-0.01749,0.00722,0.99591,1.00
49458,0.00,0.00,-0.08902,0.00988,0.00995,0.99593,1.00,-0.08838,-0.01754,0.00676,0.99591,1.00
49472,0.00,0.00,-0.08872,0.00736,0.00943,0.99598,1.00,-0.08805,-0.02005,0.00624,0.99589,1.00
49486,0.00,0.00,-0.08872,0.00732,0.00909,0.99599,1.00,-0.08804,-0.02008,0.00589,0.99590,1.00
49500,0.00,0.00,-0.08839,0.00766,0.00902,0.99602,1.00,-0.08773,-0.01974,0.00584,0.99593,1.00
49513,0.00,0.00,-0.08839,0.00765,0.00893,0.99602,1.00,-0.08773,-0.01974,0.00575,0.99593,1.00
49527,0.00,0.00,-0.08839,0.00765,0.00892,0.99602,1.00,-0.08773,-0.01974,0.00575,0.99593,1.00
49541,0.00,0.00,-0.08809,0.00549,0.00878,0.99606,1.00,-0.08743,-0.02189,0.00562,0.99591,1.00
49555,0.00,0.00,-0.08809,0.00549,0.00877,0.99606,1.00,-0.08743,-0.02189,0.00561,0.99591,1.00
49569,0.00,0.00,-0.08464,0.00398,0.00862,0.99637,1.00,-0.08398,-0.02336,0.00557,0.99618,1.00
49583,0.00,0.00,-0.08464,0.00398,0.00855,0.99637,1.00,-0.08398,-0.02336,0.00551,0.99618,1.00
49597,0.00,0.00,-0.08482,0.00220,0.00840,0.99636,1.00,-0.08413,-0.02513,0.00536,0.99612,1.00
49611,0.00,0.00,-0.08482,0.00221,0.00845,0.99636,1.00,-0.08413,-0.02512,0.00542,0.99612,1.00
49625,0.00,0.00,-0.08482,0.00222,0.00865,0.99636,1.00,-0.08414,-0.02511,0.00563,0.99612,1.00
49639,0.00,0.00,-0.08537,0.00217,0.00892,0.99631,1.00,-0.08470,-0.02517,0.00588,0.99607,1.00
49653,0.00,0.00,-0.08537,0.00219,0.00917,0.99631,1.00,-0.08470,-0.02514,0.00613,0.99607,1.00
49667,0.00,0.00,-0.08633,0.00195,0.00932,0.99622,1.00,-0.08565,-0.02539,0.00625,0.99598,1.00
49680,0.00,0.00,-0.08633,0.00196,0.00941,0.99622,1.00,-0.08565,-0.02538,0.00635,0.99598,1.00
49694,0.00,0.00,-0.08633,0.00197,0.00955,0.99622,1.00,-0.08565,-0.02537,0.00648,0.99598,1.00
49708,0.00,0.00,-0.08577,0.00233,0.00948,0.99627,1.00,-0.08509,-0.02501,0.00643,0.99604,1.00
49722,0.00,0.00,-0.08577,0.00232,0.00937,0.99627,1.00,-0.08509,-0.02502,0.00631,0.99604,1.00
49736,0.00,0.00,-0.08577,0.00415,0.00956,0.99626,1.00,-0.08509,-0.02320,0.00649,0.99608,1.00
49750,0.00,0.00,-0.08577,0.00416,0.00966,0.99626,1.00,-0.08509,-0.02319,0.00659,0.99608,1.00
49764,0.00,0.00,-0.08211,0.00420,0.00972,0.99657,1.00,-0.08146,-0.02313,0.00676,0.99639,1.00
49778,0.00,0.00,-0.08211,0.00420,0.00973,0.99657,1.00,-0.08146,-0.02313,0.00676,0.99639,1.00
49792,0.00,0.00,-0.08212,0.00420,0.00969,0.99657,1.00,-0.08146,-0.02313,0.00672,0.99639,1.00
49806,0.00,0.00,-0.08200,0.00395,0.00945,0.99658,1.00,-0.08133,-0.02338,0.00648,0.99639,1.00
49820,0.00,0.00,-0.08201,0.00393,0.00926,0.99658,1.00,-0.08133,-0.02339,0.00629,0.99639,1.00
49834,0.00,0.00,-0.08460,0.00412,0.00913,0.99637,1.00,-0.08391,-0.02322,0.00608,0.99618,1.00
49847,0.00,0.00,-0.08460,0.00412,0.00910,0.99637,1.00,-0.08391,-0.02322,0.00605,0.99618,1.00
49862,0.00,0.00,-0.08460,0.00411,0.00901,0.99637,1.00,-0.08391,-0.02323,0.00595,0.99619,1.00
49875,0.00,0.00,-0.08567,0.00303,0.00882,0.99628,1.00,-0.08497,-0.02432,0.00572,0.99607,1.00
49890,0.00,0.00,-0.08567,0.00302,0.00875,0.99628,1.00,-0.08496,-0.02432,0.00564,0.99607,1.00
49903,0.00,0.00,-0.08670,0.00460,0.00879,0.99619,1.00,-0.08601,-0.02276,0.00564,0.99602,1.00
49917,0.00,0.00,-0.08670,0.00460,0.00885,0.99618,1.00,-0.08602,-0.02276,0.00570,0.99602,1.00
49931,0.00,0.00,-0.08602,0.00411,0.00881,0.99625,1.00,-0.08534,-0.02324,0.00569,0.99606,1.00
49945,0.00,15.00,-0.08602,0.00412,0.00888,0.99625,1.00,-0.08534,-0.02324,0.00576,0.99606,1.00
49959,0.00,15.00,-0.08602,0.00411,0.00876,0.99625,1.00,-0.08534,-0.02325,0.00565,0.99606,1.00
49973,0.00,15.00,-0.08593,0.00433,0.00871,0.99625,1.00,-0.08524,-0.02302,0.00561,0.99608,1.00
49987,0.00,15.00,-0.08592,0.00433,0.00874,0.99625,1.00,-0.08525,-0.02302,0.00564,0.99608,1.00
50001,0.00,15.00,-0.08598,0.00268,0.00860,0.99626,1.00,-0.08528,-0.02466,0.00550,0.99604,1.00
50015,0.00,15.00,-0.08598,0.00269,0.00866,0.99626,1.00,-0.08528,-0.02465,0.00557,0.99604,1.00
50028,0.00,15.00,-0.08598,0.00269,0.00871,0.99626,1.00,-0.08529,-0.02465,0.00561,0.99604,1.00
50042,0.00,15.00,-0.08684,0.00155,0.00855,0.99618,1.00,-0.08613,-0.02579,0.00543,0.99594,1.00
50057,0.00,15.00,-0.08684,0.00154,0.00845,0.99619,1.00,-0.08613,-0.02580,0.00532,0.99594,1.00
50071,0.00,15.00,-0.08841,0.00134,0.00839,0.99605,1.00,-0.08767,-0.02601,0.00521,0.99580,1.00
50084,0.00,15.00,-0.08841,0.00134,0.00835,0.99605,1.00,-0.08767,-0.02601,0.00519,0.99580,1.00
50098,0.00,15.00,-0.08843,0.00145,0.00844,0.99605,1.00,-0.08770,-0.02590,0.00528,0.99580,1.00
50112,0.00,15.00,-0.08843,0.00145,0.00840,0.99605,1.00,-0.08770,-0.02591,0.00524,0.99580,1.00
50126,0.00,15.00,-0.08843,0.00144,0.00832,0.99605,1.00,-0.08770,-0.02592,0.00516,0.99580,1.00
50140,0.00,15.00,-0.09172,-0.00111,0.00800,0.99575,1.00,-0.09094,-0.02848,0.00475,0.99544,1.00
50154,0.00,15.00,-0.09172,-0.00112,0.00796,0.99575,1.00,-0.09094,-0.02848,0.00471,0.99544,1.00
50168,0.00,15.00,-0.09179,-0.00091,0.00800,0.99575,1.00,-0.09101,-0.02827,0.00476,0.99544,1.00
50182,0.00,15.00,-0.09179,-0.00092,0.00790,0.99575,1.00,-0.09101,-0.02828,0.00466,0.99544,1.00
50196,0.00,15.00,-0.09240,0.04132,0.01279,0.99478,1.00,-0.09220,0.01384,0.00954,0.99560,1.00
50209,0.00,15.00,-0.09240,0.04131,0.01275,0.99478,1.00,-0.09220,0.01383,0.00951,0.99560,1.00
50224,0.00,15.00,-0.09241,0.04129,0.01256,0.99479,1.00,-0.09220,0.01382,0.00932,0.99560,1.00
50237,0.00,15.00,-0.08537,0.13092,0.02203,0.98746,1.00,-0.08632,0.10407,0.01917,0.99063,1.00
50251,0.00,15.00,-0.08538,0.13091,0.02191,0.98747,1.00,-0.08633,0.10406,0.01905,0.99063,1.00
50265,0.00,15.00,-0.08574,0.13225,0.02209,0.98725,1.00,-0.08672,0.10541,0.01923,0.99045,1.00
50279,0.00,15.00,-0.08574,0.13225,0.02209,0.98725,1.00,-0.08672,0.10540,0.01922,0.99045,1.00
50293,0.00,15.00,-0.08575,0.13225,0.02206,0.98725,1.00,-0.08672,0.10540,0.01918,0.99046,1.00
50307,0.00,15.00,-0.08768,0.13314,0.02237,0.98696,1.00,-0.08870,0.10629,0.01944,0.99018,1.00
50321,0.00,15.00,-0.08770,0.13313,0.02222,0.98696,1.00,-0.08872,0.10627,0.01929,0.99018,1.00
50335,0.00,15.00,-0.08775,0.13353,0.02226,0.98690,1.00,-0.08878,0.10667,0.01933,0.99013,1.00
50349,0.00,15.00,-0.08775,0.13352,0.02223,0.98690,1.00,-0.08878,0.10667,0.01930,0.99014,1.00
50363,0.00,15.00,-0.08835,0.13729,0.02270,0.98632,1.00,-0.08944,0.11048,0.01976,0.98965,1.00
50376,0.00,15.00,-0.08837,0.13728,0.02258,0.98632,1.00,-0.08945,0.11046,0.01964,0.98965,1.00
50391,0.00,15.00,-0.08837,0.13728,0.02257,0.98632,1.00,-0.08945,0.11046,0.01964,0.98965,1.00
50405,0.00,15.00,-0.08829,0.13760,0.02250,0.98629,1.00,-0.08938,0.11078,0.01957,0.98962,1.00
50418,0.00,15.00,-0.08833,0.13757,0.02218,0.98630,1.00,-0.08941,0.11075,0.01926,0.98963,1.00
50432,0.00,15.00,-0.08820,0.13601,0.02158,0.98654,1.00,-0.08925,0.10918,0.01865,0.98983,1.00
50446,0.00,15.00,-0.08820,0.13601,0.02154,0.98654,1.00,-0.08925,0.10917,0.01862,0.98983,1.00
50460,0.00,15.00,-0.08819,0.13602,0.02165,0.98654,1.00,-0.08924,0.10918,0.01872,0.98983,1.00
50474,0.00,15.00,-0.08823,0.13630,0.02162,0.98649,1.00,-0.08931,0.10946,0.01870,0.98979,1.00
50488,0.00,15.00,-0.08824,0.13630,0.02159,0.98649,1.00,-0.08931,0.10946,0.01867,0.98979,1.00
50502,0.00,15.00,-0.08745,0.13690,0.02147,0.98648,1.00,-0.08852,0.11008,0.01857,0.98980,1.00
50516,0.00,15.00,-0.08745,0.13690,0.02146,0.98648,1.00,-0.08852,0.11008,0.01857,0.98980,1.00
50530,0.00,15.00,-0.08768,0.14085,0.02179,0.98590,1.00,-0.08881,0.11407,0.01892,0.98931,1.00
50543,0.00,15.00,-0.08769,0.14084,0.02175,0.98590,1.00,-0.08882,0.11407,0.01888,0.98931,1.00
50558,0.00,15.00,-0.08770,0.14084,0.02167,0.98590,1.00,-0.08882,0.11406,0.01882,0.98932,1.00
50572,0.00,15.00,-0.08750,0.14246,0.02172,0.98569,1.00,-0.08864,0.11571,0.01889,0.98914,1.00
50586,0.00,15.00,-0.08751,0.14246,0.02166,0.98569,1.00,-0.08865,0.11571,0.01884,0.98914,1.00
50599,0.00,15.00,-0.08821,0.14253,0.02166,0.98561,1.00,-0.08936,0.11577,0.01882,0.98907,1.00
50613,0.00,15.00,-0.08820,0.14253,0.02169,0.98561,1.00,-0.08935,0.11577,0.01884,0.98907,1.00
50627,0.00,15.00,-0.08820,0.14253,0.02168,0.98561,1.00,-0.08936,0.11577,0.01882,0.98907,1.00
50641,0.00,15.00,-0.08804,0.14274,0.02176,0.98560,1.00,-0.08920,0.11598,0.01891,0.98906,1.00
50655,0.00,15.00,-0.08803,0.14274,0.02178,0.98560,1.00,-0.08919,0.11599,0.01894,0.98906,1.00
50669,0.00,15.00,-0.08808,0.14190,0.02161,0.98572,1.00,-0.08923,0.11513,0.01878,0.98916,1.00
50683,0.00,15.00,-0.08811,0.14188,0.02139,0.98572,1.00,-0.08926,0.11511,0.01855,0.98916,1.00
50697,0.00,15.00,-0.08819,0.14188,0.02133,0.98572,1.00,-0.08933,0.11511,0.01849,0.98916,1.00
50711,0.00,15.00,-0.08818,0.14188,0.02138,0.98572,1.00,-0.08932,0.11512,0.01854,0.98915,1.00
50725,0.00,15.00,-0.08816,0.14189,0.02148,0.98571,1.00,-0.08931,0.11512,0.01863,0.98915,1.00
50739,0.00,15.00,-0.08794,0.14139,0.02145,0.98581,1.00,-0.08909,0.11462,0.01860,0.98923,1.00
50753,0.00,15.00,-0.08795,0.14139,0.02144,0.98581,1.00,-0.08909,0.11462,0.01859,0.98923,1.00
50766,0.00,15.00,-0.08814,0.14149,0.02145,0.98577,1.00,-0.08928,0.11472,0.01860,0.98920,1.00
50780,0.00,15.00,-0.08815,0.14149,0.02138,0.98578,1.00,-0.08929,0.11471,0.01853,0.98920,1.00
50794,0.00,15.00,-0.08815,0.14148,0.02134,0.98578,1.00,-0.08930,0.11471,0.01849,0.98921,1.00
50808,0.00,15.00,-0.08814,0.14217,0.02140,0.98568,1.00,-0.08930,0.11540,0.01856,0.98912,1.00
50822,0.00,15.00,-0.08815,0.14217,0.02138,0.98568,1.00,-0.08930,0.11540,0.01853,0.98912,1.00
50836,0.00,15.00,-0.08820,0.14228,0.02134,0.98566,1.00,-0.08935,0.11551,0.01849,0.98911,1.00
50850,0.00,15.00,-0.08820,0.14228,0.02131,0.98566,1.00,-0.08935,0.11551,0.01847,0.98911,1.00
50864,0.00,15.00,-0.08823,0.14244,0.02134,0.98563,1.00,-0.08939,0.11567,0.01849,0.98908,1.00
50878,0.00,15.00,-0.08822,0.14244,0.02139,0.98563,1.00,-0.08938,0.11568,0.01855,0.98908,1.00
50892,0.00,15.00,-0.08822,0.14244,0.02140,0.98563,1.00,-0.08938,0.11568,0.01856,0.98908,1.00
50905,0.00,15.00,-0.08791,0.14270,0.02140,0.98562,1.00,-0.08907,0.11594,0.01856,0.98908,1.00
50919,0.00,15.00,-0.08791,0.14270,0.02140,0.98562,1.00,-0.08907,0.11594,0.01856,0.98908,1.00
50933,0.00,15.00,-0.08789,0.14279,0.02147,0.98561,1.00,-0.08905,0.11603,0.01863,0.98907,1.00
50947,0.00,15.00,-0.08789,0.14279,0.02146,0.98561,1.00,-0.08906,0.11603,0.01862,0.98907,1.00
50961,0.00,15.00,-0.08780,0.14271,0.02144,0.98563,1.00,-0.08896,0.11595,0.01860,0.98909,1.00
50975,0.00,15.00,-0.08780,0.14271,0.02144,0.98563,1.00,-0.08896,0.11595,0.01860,0.98909,1.00
50989,0.00,15.00,-0.08779,0.14271,0.02147,0.98563,1.00,-0.08895,0.11595,0.01864,0.98909,1.00
51003,0.00,15.00,-0.08781,0.14253,0.02145,0.98565,1.00,-0.08897,0.11577,0.01862,0.98911,1.00
51017,0.00,15.00,-0.08782,0.14253,0.02141,0.98565,1.00,-0.08897,0.11577,0.01858,0.98911,1.00
