Time_ms,TargetRotY,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftConfidence,RightRotX,RightRotY,RightRotZ,RightRotW,RightConfidence
15077,18.78687,-0.05419,0.19629,0.00267,0.97904,1.00,-0.05648,0.17140,0.00033,0.98358,1.00
15091,18.58813,-0.05420,0.19629,0.00262,0.97904,1.00,-0.05649,0.17139,0.00029,0.98358,1.00
15104,18.37545,-0.05517,0.19459,0.00253,0.97933,1.00,-0.05747,0.16963,0.00016,0.98383,1.00
15118,18.14618,-0.05518,0.19458,0.00248,0.97933,1.00,-0.05748,0.16963,0.00011,0.98383,1.00
15132,17.90383,-0.05540,0.19377,0.00236,0.97948,1.00,-0.05770,0.16878,-0.00002,0.98396,1.00
15146,17.65591,-0.05541,0.19376,0.00232,0.97948,1.00,-0.05771,0.16877,-0.00008,0.98396,1.00
15160,17.38618,-0.05543,0.19376,0.00220,0.97948,1.00,-0.05773,0.16877,-0.00020,0.98396,1.00
15174,17.10898,-0.05251,0.19323,0.00149,0.97975,1.00,-0.05474,0.16824,-0.00085,0.98422,1.00
15188,16.80448,-0.05253,0.19322,0.00139,0.97975,1.00,-0.05476,0.16823,-0.00095,0.98422,1.00
15202,16.50450,-0.04892,0.19067,0.00033,0.98043,1.00,-0.05104,0.16564,-0.00193,0.98486,1.00
15215,16.18672,-0.04894,0.19067,0.00022,0.98043,1.00,-0.05106,0.16563,-0.00203,0.98486,1.00
15230,15.84850,-0.05175,0.18385,0.00000,0.98159,1.00,-0.05388,0.15864,-0.00235,0.98586,1.00
15243,15.50480,-0.05174,0.18386,0.00003,0.98159,1.00,-0.05387,0.15864,-0.00230,0.98586,1.00
15257,15.14180,-0.05174,0.18386,0.00005,0.98159,1.00,-0.05387,0.15864,-0.00228,0.98586,1.00
15271,14.77291,-0.05226,0.17287,-0.00093,0.98356,1.00,-0.05431,0.14741,-0.00331,0.98758,1.00
15285,14.39472,-0.05225,0.17287,-0.00084,0.98356,1.00,-0.05429,0.14741,-0.00322,0.98758,1.00
15299,13.99852,-0.05336,0.15449,-0.00253,0.98655,1.00,-0.05526,0.12864,-0.00500,0.99014,1.00
15313,13.59758,-0.05334,0.15450,-0.00235,0.98655,1.00,-0.05524,0.12865,-0.00482,0.99014,1.00
15327,13.18445,-0.05407,0.14807,-0.00275,0.98749,1.00,-0.05592,0.12210,-0.00527,0.99093,1.00
15341,12.76471,-0.05404,0.14808,-0.00254,0.98749,1.00,-0.05590,0.12211,-0.00507,0.99093,1.00
15355,12.30942,-0.05404,0.14808,-0.00249,0.98749,1.00,-0.05589,0.12211,-0.00502,0.99093,1.00
15369,11.87845,-0.05386,0.13668,-0.00376,0.98914,1.00,-0.05559,0.11051,-0.00631,0.99230,1.00
15383,11.43109,-0.05388,0.13667,-0.00389,0.98914,1.00,-0.05560,0.11050,-0.00644,0.99230,1.00
15397,10.96636,-0.05437,0.13002,-0.00465,0.99001,1.00,-0.05603,0.10375,-0.00723,0.99300,1.00
15410,10.50294,-0.05437,0.13002,-0.00467,0.99001,1.00,-0.05603,0.10375,-0.00725,0.99300,1.00
15425,10.01251,-0.05436,0.13003,-0.00456,0.99001,1.00,-0.05602,0.10375,-0.00716,0.99300,1.00
15439,9.52854,-0.05170,0.12576,-0.00506,0.99070,1.00,-0.05330,0.09943,-0.00761,0.99359,1.00
15453,9.03578,-0.05166,0.12578,-0.00471,0.99070,1.00,-0.05326,0.09945,-0.00726,0.99359,1.00
15467,8.53234,-0.05277,0.11176,-0.00589,0.99232,1.00,-0.05426,0.08522,-0.00851,0.99485,1.00
15480,8.03072,-0.05277,0.11176,-0.00585,0.99232,1.00,-0.05425,0.08522,-0.00847,0.99485,1.00
15494,7.51855,-0.05274,0.10343,-0.00671,0.99322,1.00,-0.05413,0.07677,-0.00935,0.99553,1.00
15508,7.00297,-0.05275,0.10343,-0.00674,0.99321,1.00,-0.05414,0.07677,-0.00938,0.99553,1.00
15522,6.46344,-0.05275,0.10342,-0.00676,0.99321,1.00,-0.05414,0.07677,-0.00939,0.99553,1.00
15536,5.95335,-0.05309,0.08744,-0.00844,0.99472,1.00,-0.05432,0.06060,-0.01110,0.99662,1.00
15550,5.42059,-0.05309,0.08744,-0.00839,0.99472,1.00,-0.05432,0.06060,-0.01105,0.99662,1.00
15564,4.87487,-0.05558,0.07853,-0.00910,0.99532,1.00,-0.05674,0.05159,-0.01184,0.99698,1.00
15578,4.34091,-0.05558,0.07853,-0.00909,0.99532,1.00,-0.05674,0.05159,-0.01183,0.99698,1.00
15592,3.78885,-0.05558,0.07853,-0.00912,0.99532,1.00,-0.05674,0.05159,-0.01186,0.99698,1.00
15605,3.24812,-0.05484,0.06203,-0.01074,0.99651,1.00,-0.05583,0.03496,-0.01348,0.99774,1.00
15619,2.69269,-0.05483,0.06204,-0.01062,0.99651,1.00,-0.05583,0.03496,-0.01336,0.99774,1.00
15633,2.14205,-0.05583,0.03305,-0.01332,0.99780,1.00,-0.05655,0.00582,-0.01608,0.99825,1.00
15647,1.59192,-0.05582,0.03306,-0.01314,0.99781,1.00,-0.05655,0.00583,-0.01590,0.99826,1.00
15661,1.03608,-0.05608,0.02045,-0.01448,0.99811,1.00,-0.05667,-0.00681,-0.01725,0.99822,1.00
15675,0.47986,-0.05608,0.02045,-0.01451,0.99811,1.00,-0.05667,-0.00681,-0.01728,0.99822,1.00
15689,-0.10016,-0.05607,0.02046,-0.01432,0.99811,1.00,-0.05667,-0.00680,-0.01709,0.99822,1.00
15703,-0.63960,-0.05624,0.01081,-0.01497,0.99825,1.00,-0.05674,-0.01646,-0.01774,0.99810,1.00
15717,-1.20379,-0.05624,0.01082,-0.01474,0.99825,1.00,-0.05675,-0.01645,-0.01752,0.99810,1.00
15731,-1.75242,-0.05443,-0.00066,-0.01574,0.99839,1.00,-0.05482,-0.02791,-0.01846,0.99794,1.00
15744,-2.29602,-0.05443,-0.00065,-0.01561,0.99840,1.00,-0.05482,-0.02791,-0.01832,0.99794,1.00
15759,-2.85372,-0.05443,-0.00064,-0.01544,0.99840,1.00,-0.05483,-0.02790,-0.01816,0.99794,1.00
15772,-3.39928,-0.05253,-0.01452,-0.01674,0.99837,1.00,-0.05279,-0.04174,-0.01939,0.99754,1.00
15786,-3.93962,-0.05253,-0.01452,-0.01671,0.99837,1.00,-0.05279,-0.04174,-0.01936,0.99754,1.00
15800,-4.48893,-0.05261,-0.02437,-0.01769,0.99816,1.00,-0.05277,-0.05157,-0.02032,0.99707,1.00
15814,-5.02620,-0.05261,-0.02438,-0.01770,0.99816,1.00,-0.05277,-0.05157,-0.02033,0.99707,1.00
15828,-5.56820,-0.05289,-0.04051,-0.01920,0.99759,1.00,-0.05290,-0.06763,-0.02180,0.99607,1.00
15842,-6.09737,-0.05289,-0.04050,-0.01915,0.99759,1.00,-0.05290,-0.06762,-0.02174,0.99607,1.00
15856,-6.65182,-0.05290,-0.04050,-0.01905,0.99760,1.00,-0.05291,-0.06762,-0.02163,0.99607,1.00
15870,-7.15860,-0.05339,-0.05628,-0.02045,0.99678,1.00,-0.05326,-0.08330,-0.02301,0.99483,1.00
15884,-7.67080,-0.05339,-0.05628,-0.02037,0.99678,1.00,-0.05327,-0.08330,-0.02293,0.99484,1.00
15898,-8.18692,-0.05068,-0.06592,-0.02105,0.99631,1.00,-0.05049,-0.09285,-0.02351,0.99412,1.00
15912,-8.69073,-0.05068,-0.06592,-0.02105,0.99631,1.00,-0.05049,-0.09285,-0.02351,0.99412,1.00
15926,-9.19477,-0.05068,-0.06592,-0.02096,0.99632,1.00,-0.05049,-0.09285,-0.02343,0.99412,1.00
15939,-9.67409,-0.04777,-0.08014,-0.02201,0.99540,1.00,-0.04749,-0.10693,-0.02436,0.99283,1.00
15953,-10.15628,-0.04777,-0.08014,-0.02200,0.99540,1.00,-0.04749,-0.10693,-0.02434,0.99283,1.00
15967,-10.63298,-0.04793,-0.08751,-0.02251,0.99475,1.00,-0.04759,-0.11423,-0.02484,0.99200,1.00
15981,-11.09172,-0.04794,-0.08751,-0.02242,0.99476,1.00,-0.04760,-0.11422,-0.02474,0.99201,1.00
15995,-11.56046,-0.04817,-0.09958,-0.02335,0.99359,1.00,-0.04773,-0.12615,-0.02565,0.99053,1.00
16009,-11.99905,-0.04818,-0.09957,-0.02327,0.99359,1.00,-0.04774,-0.12614,-0.02558,0.99053,1.00
16023,-12.44224,-0.04818,-0.09957,-0.02322,0.99359,1.00,-0.04774,-0.12614,-0.02554,0.99053,1.00
16036,-12.85320,-0.04339,-0.13428,-0.02553,0.98966,1.00,-0.04275,-0.16031,-0.02760,0.98575,1.00
16050,-13.27390,-0.04340,-0.13428,-0.02550,0.98966,1.00,-0.04275,-0.16031,-0.02758,0.98576,1.00
16064,-13.68868,-0.04318,-0.14055,-0.02590,0.98879,1.00,-0.04248,-0.16647,-0.02796,0.98473,1.00
16078,-14.09842,-0.04317,-0.14055,-0.02593,0.98879,1.00,-0.04247,-0.16647,-0.02799,0.98473,1.00
16092,-14.49493,-0.04316,-0.14055,-0.02603,0.98879,1.00,-0.04246,-0.16648,-0.02809,0.98473,1.00
16106,-14.87071,-0.04293,-0.14807,-0.02669,0.98768,1.00,-0.04217,-0.17386,-0.02872,0.98345,1.00
16120,-15.24202,-0.04294,-0.14807,-0.02665,0.98769,1.00,-0.04217,-0.17386,-0.02868,0.98345,1.00
16134,-15.59871,-0.04007,-0.15587,-0.02677,0.98660,1.00,-0.03931,-0.18151,-0.02870,0.98218,1.00
16148,-15.93990,-0.04010,-0.15586,-0.02660,0.98661,1.00,-0.03934,-0.18151,-0.02854,0.98219,1.00
16162,-16.27401,-0.04088,-0.15699,-0.02682,0.98639,1.00,-0.04010,-0.18262,-0.02877,0.98194,1.00
16176,-16.58910,-0.04089,-0.15699,-0.02679,0.98639,1.00,-0.04011,-0.18262,-0.02874,0.98195,1.00
16190,-16.90413,-0.04089,-0.15698,-0.02674,0.98639,1.00,-0.04012,-0.18261,-0.02869,0.98195,1.00
16204,-17.19032,-0.04092,-0.16791,-0.02757,0.98457,1.00,-0.04006,-0.19332,-0.02947,0.97988,1.00
16218,-17.46192,-0.04093,-0.16791,-0.02752,0.98457,1.00,-0.04007,-0.19332,-0.02943,0.97988,1.00
16232,-17.72577,-0.04093,-0.17054,-0.02777,0.98411,1.00,-0.04005,-0.19590,-0.02967,0.97936,1.00
16245,-17.97497,-0.04094,-0.17054,-0.02773,0.98411,1.00,-0.04006,-0.19590,-0.02962,0.97936,1.00
16260,-18.21689,-0.03832,-0.20138,-0.02965,0.97832,1.00,-0.03729,-0.22600,-0.03134,0.97291,1.00
16273,-18.43723,-0.03830,-0.20138,-0.02971,0.97831,1.00,-0.03727,-0.22600,-0.03140,0.97291,1.00
16287,-18.64444,-0.03827,-0.20138,-0.02988,0.97831,1.00,-0.03723,-0.22601,-0.03157,0.97290,1.00
16301,-18.83769,-0.03757,-0.20273,-0.02990,0.97806,1.00,-0.03654,-0.22732,-0.03156,0.97262,1.00
16315,-19.02043,-0.03760,-0.20272,-0.02974,0.97806,1.00,-0.03657,-0.22731,-0.03141,0.97263,1.00
16329,-19.18733,-0.03762,-0.20299,-0.02955,0.97801,1.00,-0.03660,-0.22757,-0.03122,0.97257,1.00
16343,-19.33508,-0.03766,-0.20298,-0.02935,0.97802,1.00,-0.03665,-0.22757,-0.03103,0.97258,1.00
16357,-19.47207,-0.03766,-0.20298,-0.02934,0.97802,1.00,-0.03665,-0.22757,-0.03101,0.97258,1.00
16371,-19.58997,-0.03766,-0.20490,-0.02940,0.97762,1.00,-0.03663,-0.22944,-0.03105,0.97214,1.00
16385,-19.69408,-0.03768,-0.20489,-0.02930,0.97762,1.00,-0.03666,-0.22944,-0.03095,0.97214,1.00
16399,-19.78520,-0.03883,-0.20529,-0.02949,0.97749,1.00,-0.03778,-0.22983,-0.03114,0.97200,1.00
16413,-19.85767,-0.03884,-0.20529,-0.02946,0.97749,1.00,-0.03779,-0.22983,-0.03109,0.97200,1.00
16427,-19.91660,-0.03924,-0.20646,-0.02954,0.97722,1.00,-0.03818,-0.23098,-0.03117,0.97171,1.00
16440,-19.95935,-0.03923,-0.20646,-0.02962,0.97722,1.00,-0.03816,-0.23099,-0.03124,0.97171,1.00
16455,-19.98799,-0.03925,-0.20646,-0.02949,0.97722,1.00,-0.03819,-0.23098,-0.03111,0.97171,1.00
16469,-19.99948,-0.04013,-0.22838,-0.03133,0.97224,1.00,-0.03891,-0.25232,-0.03285,0.96630,1.00
16482,-19.99601,-0.04016,-0.22838,-0.03120,0.97224,1.00,-0.03895,-0.25231,-0.03273,0.96631,1.00
16496,-19.97731,-0.04248,-0.22867,-0.03159,0.97206,1.00,-0.04120,-0.25261,-0.03315,0.96612,1.00
16510,-19.94288,-0.04256,-0.22865,-0.03127,0.97207,1.00,-0.04129,-0.25260,-0.03282,0.96613,1.00
16524,-19.89171,-0.04259,-0.22865,-0.03112,0.97208,1.00,-0.04133,-0.25259,-0.03267,0.96614,1.00
16538,-19.82799,-0.04312,-0.23100,-0.03155,0.97148,1.00,-0.04182,-0.25490,-0.03309,0.96550,1.00
16552,-19.74822,-0.04312,-0.23100,-0.03154,0.97149,1.00,-0.04182,-0.25489,-0.03307,0.96550,1.00
16566,-19.65132,-0.04347,-0.22653,-0.03103,0.97254,1.00,-0.04220,-0.25056,-0.03259,0.96663,1.00
16580,-19.54170,-0.04353,-0.22652,-0.03078,0.97255,1.00,-0.04226,-0.25055,-0.03235,0.96664,1.00
16594,-19.41315,-0.04424,-0.22733,-0.03096,0.97232,1.00,-0.04294,-0.25135,-0.03254,0.96639,1.00
16607,-19.27386,-0.04423,-0.22733,-0.03099,0.97232,1.00,-0.04293,-0.25136,-0.03258,0.96639,1.00
16622,-19.11222,-0.04421,-0.22734,-0.03110,0.97231,1.00,-0.04290,-0.25136,-0.03269,0.96639,1.00
16636,-18.94308,-0.04544,-0.22709,-0.03132,0.97231,1.00,-0.04409,-0.25114,-0.03293,0.96639,1.00
16649,-18.76015,-0.04545,-0.22709,-0.03127,0.97231,1.00,-0.04410,-0.25113,-0.03288,0.96639,1.00
16663,-18.55894,-0.04725,-0.22476,-0.03144,0.97276,1.00,-0.04587,-0.24888,-0.03309,0.96688,1.00
16677,-18.34386,-0.04725,-0.22476,-0.03142,0.97276,1.00,-0.04587,-0.24888,-0.03307,0.96688,1.00
16691,-18.11367,-0.04723,-0.22476,-0.03152,0.97276,1.00,-0.04585,-0.24888,-0.03316,0.96688,1.00
16705,-17.87398,-0.04725,-0.22062,-0.03129,0.97371,1.00,-0.04589,-0.24485,-0.03295,0.96791,1.00
16719,-17.61825,-0.04722,-0.22062,-0.03139,0.97371,1.00,-0.04587,-0.24485,-0.03304,0.96791,1.00
16733,-17.34330,-0.04488,-0.21945,-0.03090,0.97410,1.00,-0.04359,-0.24370,-0.03251,0.96833,1.00
16747,-17.06159,-0.04486,-0.21946,-0.03096,0.97410,1.00,-0.04358,-0.24370,-0.03257,0.96832,1.00
16761,-16.76054,-0.04336,-0.21355,-0.03015,0.97550,1.00,-0.04216,-0.23793,-0.03176,0.96985,1.00
16775,-16.45259,-0.04335,-0.21355,-0.03017,0.97550,1.00,-0.04216,-0.23794,-0.03178,0.96985,1.00
16789,-16.11802,-0.04335,-0.21355,-0.03016,0.97550,1.00,-0.04216,-0.23793,-0.03177,0.96985,1.00
16803,-15.78658,-0.03716,-0.21208,-0.02865,0.97612,1.00,-0.03615,-0.23648,-0.03014,0.97050,1.00
16816,-15.44573,-0.03717,-0.21208,-0.02862,0.97613,1.00,-0.03616,-0.23647,-0.03010,0.97050,1.00
16830,-15.08567,-0.03720,-0.20585,-0.02818,0.97747,1.00,-0.03623,-0.23040,-0.02969,0.97197,1.00
16844,-14.71787,-0.03719,-0.20585,-0.02821,0.97747,1.00,-0.03622,-0.23040,-0.02972,0.97197,1.00
16858,-14.33341,-0.03716,-0.20585,-0.02833,0.97747,1.00,-0.03619,-0.23040,-0.02983,0.97197,1.00
16872,-13.94484,-0.03764,-0.20474,-0.02844,0.97768,1.00,-0.03666,-0.22931,-0.02995,0.97220,1.00
16886,-13.53733,-0.03762,-0.20474,-0.02852,0.97768,1.00,-0.03664,-0.22931,-0.03003,0.97220,1.00
16900,-13.12343,-0.03915,-0.19511,-0.02833,0.97959,1.00,-0.03819,-0.21993,-0.02992,0.97431,1.00
16914,-12.70248,-0.03912,-0.19512,-0.02845,0.97959,1.00,-0.03816,-0.21993,-0.03005,0.97431,1.00
16928,-12.26284,-0.03953,-0.18699,-0.02815,0.98116,1.00,-0.03861,-0.21198,-0.02980,0.97606,1.00
16941,-11.82235,-0.03951,-0.18699,-0.02827,0.98116,1.00,-0.03859,-0.21199,-0.02992,0.97605,1.00
16956,-11.34185,-0.03948,-0.18700,-0.02842,0.98116,1.00,-0.03856,-0.21199,-0.03005,0.97605,1.00
16970,-10.88083,-0.04034,-0.18139,-0.02823,0.98218,1.00,-0.03944,-0.20650,-0.02991,0.97719,1.00
16983,-10.42968,-0.04032,-0.18139,-0.02836,0.98217,1.00,-0.03942,-0.20651,-0.03004,0.97719,1.00
16997,-9.95365,-0.04022,-0.17233,-0.02778,0.98383,1.00,-0.03939,-0.19763,-0.02948,0.97904,1.00
17011,-9.46450,-0.04020,-0.17234,-0.02787,0.98382,1.00,-0.03937,-0.19763,-0.02957,0.97904,1.00
17025,-8.96289,-0.04019,-0.17234,-0.02792,0.98382,1.00,-0.03936,-0.19764,-0.02960,0.97904,1.00
17039,-8.46353,-0.03857,-0.16412,-0.02716,0.98531,1.00,-0.03784,-0.18956,-0.02884,0.98072,1.00
17053,-7.95835,-0.03855,-0.16412,-0.02728,0.98531,1.00,-0.03782,-0.18956,-0.02895,0.98071,1.00
17067,-7.44601,-0.03883,-0.15676,-0.02684,0.98651,1.00,-0.03814,-0.18233,-0.02853,0.98208,1.00
17081,-6.92964,-0.03881,-0.15676,-0.02693,0.98651,1.00,-0.03812,-0.18234,-0.02862,0.98208,1.00
17095,-6.40067,-0.03936,-0.14232,-0.02608,0.98869,1.00,-0.03876,-0.16816,-0.02784,0.98460,1.00
17109,-5.87425,-0.03932,-0.14233,-0.02634,0.98869,1.00,-0.03872,-0.16817,-0.02808,0.98460,1.00
17123,-5.31701,-0.03929,-0.14234,-0.02654,0.98868,1.00,-0.03869,-0.16817,-0.02826,0.98459,1.00
17137,-4.78864,-0.04350,-0.12854,-0.02635,0.99040,1.00,-0.04291,-0.15461,-0.02822,0.98664,1.00
17151,-4.24961,-0.04345,-0.12855,-0.02672,0.99039,1.00,-0.04286,-0.15463,-0.02858,0.98663,1.00
17165,-3.70253,-0.04382,-0.11215,-0.02581,0.99239,1.00,-0.04336,-0.13848,-0.02774,0.98903,1.00
17178,-3.16153,-0.04381,-0.11215,-0.02590,0.99239,1.00,-0.04335,-0.13848,-0.02783,0.98902,1.00
17192,-2.60998,-0.04381,-0.11216,-0.02594,0.99239,1.00,-0.04334,-0.13848,-0.02786,0.98902,1.00
17206,-2.05883,-0.04683,-0.09190,-0.02479,0.99436,1.00,-0.04649,-0.11851,-0.02686,0.99150,1.00
17220,-1.49848,-0.04681,-0.09191,-0.02494,0.99435,1.00,-0.04648,-0.11852,-0.02699,0.99150,1.00
17234,-0.94358,-0.04753,-0.07505,-0.02376,0.99576,1.00,-0.04733,-0.10185,-0.02588,0.99334,1.00
17248,-0.38353,-0.04751,-0.07506,-0.02397,0.99576,1.00,-0.04731,-0.10186,-0.02608,0.99333,1.00
17262,0.17316,-0.04762,-0.06369,-0.02325,0.99656,1.00,-0.04752,-0.09059,-0.02539,0.99443,1.00
17276,0.72728,-0.04761,-0.06370,-0.02348,0.99656,1.00,-0.04750,-0.09060,-0.02561,0.99442,1.00
17290,1.30969,-0.04759,-0.06371,-0.02374,0.99655,1.00,-0.04748,-0.09061,-0.02586,0.99442,1.00
17304,1.84070,-0.05003,-0.04990,-0.02298,0.99724,1.00,-0.05001,-0.07691,-0.02519,0.99546,1.00
17317,2.38587,-0.05001,-0.04991,-0.02334,0.99723,1.00,-0.04998,-0.07693,-0.02555,0.99546,1.00
17332,2.94274,-0.05003,-0.03454,-0.02234,0.99790,1.00,-0.05015,-0.06165,-0.02458,0.99653,1.00
17345,3.48761,-0.05002,-0.03456,-0.02265,0.99789,1.00,-0.05013,-0.06166,-0.02488,0.99653,1.00
17359,4.03609,-0.05001,-0.03456,-0.02279,0.99789,1.00,-0.05012,-0.06167,-0.02503,0.99652,1.00
17373,4.57408,-0.04957,-0.01983,-0.02180,0.99834,1.00,-0.04983,-0.04700,-0.02406,0.99736,1.00
17387,5.12128,-0.04957,-0.01984,-0.02196,0.99833,1.00,-0.04982,-0.04701,-0.02420,0.99736,1.00
17401,5.66162,-0.04943,-0.00652,-0.02117,0.99853,1.00,-0.04981,-0.03372,-0.02343,0.99791,1.00
17415,6.19432,-0.04943,-0.00654,-0.02154,0.99852,1.00,-0.04980,-0.03374,-0.02380,0.99791,1.00
17429,6.73398,-0.05272,0.00583,-0.02072,0.99838,1.00,-0.05320,-0.02141,-0.02309,0.99809,1.00
17443,7.24194,-0.05272,0.00581,-0.02097,0.99837,1.00,-0.05320,-0.02142,-0.02334,0.99808,1.00
17457,7.77249,-0.05272,0.00581,-0.02112,0.99837,1.00,-0.05319,-0.02143,-0.02348,0.99808,1.00
17471,8.27681,-0.05251,0.01819,-0.02030,0.99825,1.00,-0.05311,-0.00904,-0.02267,0.99829,1.00
17485,8.77164,-0.05251,0.01818,-0.02047,0.99825,1.00,-0.05311,-0.00905,-0.02283,0.99829,1.00
17499,9.26538,-0.05469,0.03088,-0.01965,0.99783,1.00,-0.05542,0.00366,-0.02209,0.99821,1.00
17512,9.74924,-0.05470,0.03086,-0.01989,0.99783,1.00,-0.05542,0.00364,-0.02234,0.99821,1.00
17526,10.23595,-0.05102,0.04519,-0.01901,0.99749,1.00,-0.05187,0.01804,-0.02136,0.99826,1.00
17540,10.70602,-0.05103,0.04518,-0.01934,0.99749,1.00,-0.05188,0.01802,-0.02168,0.99826,1.00
