Time_ms,LeftBlinkWeight,RightBlinkWeight,LeftConfidence,RightConfidence
12676,0.00000,0.00000,1.00,1.00
13009,0.50728,0.52883,1.00,1.00
13023,0.00918,0.00142,1.00,1.00
13038,0.00918,0.00142,1.00,1.00
13051,0.01086,0.00911,1.00,1.00
13065,0.01086,0.00911,1.00,1.00
13079,0.00119,0.00090,1.00,1.00
13092,0.00119,0.00090,1.00,1.00
13107,0.00119,0.00090,1.00,1.00
13121,0.00015,0.00010,1.00,1.00
13136,0.00015,0.00010,1.00,1.00
13149,0.00002,0.00001,1.00,1.00
13163,0.00002,0.00001,1.00,1.00
13177,0.00002,0.00001,1.00,1.00
13190,0.00000,0.00000,1.00,1.00
13205,0.00000,0.00000,1.00,1.00
13218,0.00000,0.00000,1.00,1.00
13233,0.00000,0.00000,1.00,1.00
13246,0.21896,0.30859,1.00,1.00
13260,0.21896,0.30859,1.00,1.00
13275,0.21896,0.30859,1.00,1.00
13288,0.92612,0.90187,1.00,1.00
13303,0.92612,0.90187,1.00,1.00
13316,0.35445,0.32159,1.00,1.00
13330,0.35445,0.32159,1.00,1.00
13344,0.35445,0.32159,1.00,1.00
13358,0.02108,0.01835,1.00,1.00
13372,0.02108,0.01835,1.00,1.00
13385,0.00149,0.00125,1.00,1.00
13400,0.00149,0.00125,1.00,1.00
13414,0.00012,0.00010,1.00,1.00
13427,0.00012,0.00010,1.00,1.00
13442,0.00012,0.00010,1.00,1.00
13455,0.00001,0.00001,1.00,1.00
13470,0.00001,0.00001,1.00,1.00
13483,0.00000,0.00000,1.00,1.00
13497,0.00000,0.00000,1.00,1.00
13511,0.00000,0.00000,1.00,1.00
13525,0.00000,0.00000,1.00,1.00
13539,0.00000,0.00000,1.00,1.00
13553,0.00000,0.00000,1.00,1.00
13567,0.00000,0.00000,1.00,1.00
13581,0.00000,0.00000,1.00,1.00
13594,0.00000,0.00000,1.00,1.00
13609,0.00000,0.00000,1.00,1.00
13622,0.00000,0.00000,1.00,1.00
13637,0.00000,0.00000,1.00,1.00
13650,0.00000,0.00000,1.00,1.00
13664,0.00000,0.00000,1.00,1.00
13678,0.00000,0.00000,1.00,1.00
13692,0.00000,0.00000,1.00,1.00
13707,0.00000,0.00000,1.00,1.00
13720,0.00000,0.00000,1.00,1.00
13734,0.00000,0.00000,1.00,1.00
13748,0.00000,0.00000,1.00,1.00
13761,0.00000,0.00000,1.00,1.00
13776,0.00000,0.00000,1.00,1.00
13789,0.00000,0.00000,1.00,1.00
13804,0.00000,0.00000,1.00,1.00
13817,0.00000,0.00000,1.00,1.00
13831,0.00000,0.00000,1.00,1.00
13845,0.00000,0.00000,1.00,1.00
13859,0.00000,0.00000,1.00,1.00
13873,0.00000,0.00000,1.00,1.00
13887,0.00000,0.00000,1.00,1.00
13901,0.00000,0.00000,1.00,1.00
13915,0.00000,0.00000,1.00,1.00
13928,0.00000,0.00000,1.00,1.00
13943,0.00000,0.00000,1.00,1.00
13956,0.00000,0.00000,1.00,1.00
13971,0.00000,0.00000,1.00,1.00
13984,0.00000,0.00000,1.00,1.00
13998,0.00000,0.00000,1.00,1.00
14012,0.00000,0.00000,1.00,1.00
14026,0.00000,0.00000,1.00,1.00
14040,0.00000,0.00000,1.00,1.00
14054,0.00000,0.00000,1.00,1.00
14069,0.00000,0.00000,1.00,1.00
14082,0.00000,0.00000,1.00,1.00
14095,0.00000,0.00000,1.00,1.00
14110,0.00000,0.00000,1.00,1.00
14123,0.00000,0.00000,1.00,1.00
14138,0.00000,0.00000,1.00,1.00
14151,0.00000,0.00000,1.00,1.00
14165,0.00000,0.00000,1.00,1.00
14179,0.00000,0.00000,1.00,1.00
14193,0.00000,0.00000,1.00,1.00
14208,0.00000,0.00000,1.00,1.00
14221,0.00000,0.00000,1.00,1.00
14235,0.00000,0.00000,1.00,1.00
14249,0.00000,0.00000,1.00,1.00
14263,0.00000,0.00000,1.00,1.00
14277,0.00000,0.00000,1.00,1.00
14290,0.00000,0.00000,1.00,1.00
14305,0.00000,0.00000,1.00,1.00
14318,0.00000,0.00000,1.00,1.00
14333,0.00000,0.00000,1.00,1.00
14346,0.00000,0.00000,1.00,1.00
14360,0.00000,0.00000,1.00,1.00
14375,0.00000,0.00000,1.00,1.00
14388,0.00000,0.00000,1.00,1.00
14402,0.00000,0.00000,1.00,1.00
14416,0.00000,0.00000,1.00,1.00
14430,0.00000,0.00000,1.00,1.00
14444,0.00000,0.00000,1.00,1.00
14457,0.00000,0.00000,1.00,1.00
14472,0.00000,0.00000,1.00,1.00
14485,0.00000,0.00000,1.00,1.00
14500,0.00000,0.00000,1.00,1.00
14513,0.00000,0.00000,1.00,1.00
14527,0.00000,0.00000,1.00,1.00
14542,0.00000,0.00000,1.00,1.00
14555,0.00000,0.00000,1.00,1.00
14569,0.00000,0.00000,1.00,1.00
14583,0.00000,0.02152,1.00,1.00
14597,0.00000,0.02152,1.00,1.00
14611,0.00000,0.02152,1.00,1.00
14625,0.95574,0.98637,1.00,1.00
14639,0.95574,0.98637,1.00,1.00
14652,0.99927,0.99977,1.00,1.00
14667,0.99927,0.99977,1.00,1.00
14681,0.63459,0.80612,1.00,1.00
14694,0.63459,0.80612,1.00,1.00
14709,0.63459,0.80612,1.00,1.00
14722,0.08705,0.16763,1.00,1.00
14737,0.08705,0.16763,1.00,1.00
14750,0.00370,0.00629,1.00,1.00
14764,0.00370,0.00629,1.00,1.00
14778,0.00370,0.00629,1.00,1.00
14792,0.00019,0.00028,1.00,1.00
14806,0.00019,0.00028,1.00,1.00
14819,0.00001,0.00002,1.00,1.00
14834,0.00001,0.00002,1.00,1.00
14847,0.00000,0.00000,1.00,1.00
14861,0.00000,0.00000,1.00,1.00
14876,0.00000,0.00000,1.00,1.00
14889,0.00000,0.00000,1.00,1.00
14904,0.00000,0.00000,1.00,1.00
14917,0.00000,0.00000,1.00,1.00
14931,0.00000,0.00000,1.00,1.00
14945,0.00000,0.00000,1.00,1.00
14959,0.00000,0.00000,1.00,1.00
14973,0.00000,0.00000,1.00,1.00
14987,0.00000,0.00000,1.00,1.00
15001,0.00000,0.00000,1.00,1.00
15015,0.00000,0.00000,1.00,1.00
15028,0.00000,0.00000,1.00,1.00
15043,0.00000,0.00000,1.00,1.00
15056,0.00000,0.00000,1.00,1.00
15071,0.00000,0.00000,1.00,1.00
15084,0.00000,0.00000,1.00,1.00
15098,0.00000,0.00000,1.00,1.00
15112,0.10933,0.28701,1.00,1.00
15126,0.10933,0.28701,1.00,1.00
15141,0.10933,0.28701,1.00,1.00
15154,0.98697,0.98918,1.00,1.00
15168,0.98697,0.98918,1.00,1.00
15182,0.99972,0.99975,1.00,1.00
15196,0.99972,0.99975,1.00,1.00
15210,0.99972,0.99975,1.00,1.00
15223,0.99999,0.99999,1.00,1.00
15238,0.99999,0.99999,1.00,1.00
15252,0.92310,0.96526,1.00,1.00
15266,0.92310,0.96526,1.00,1.00
15280,0.00015,0.10790,1.00,1.00
15293,0.00015,0.10790,1.00,1.00
15308,0.00015,0.10790,1.00,1.00
15321,0.00120,0.00409,1.00,1.00
15335,0.00120,0.00409,1.00,1.00
15349,0.00004,0.00014,1.00,1.00
15362,0.00004,0.00014,1.00,1.00
15377,0.00004,0.00014,1.00,1.00
15390,0.00000,0.00001,1.00,1.00
15405,0.00000,0.00001,1.00,1.00
15419,0.00000,0.00000,1.00,1.00
15433,0.00000,0.00000,1.00,1.00
15446,0.00000,0.00000,1.00,1.00
15460,0.00000,0.00000,1.00,1.00
15475,0.00000,0.00000,1.00,1.00
15488,0.00000,0.00000,1.00,1.00
15503,0.00000,0.00000,1.00,1.00
15516,0.00000,0.00000,1.00,1.00
15530,0.00000,0.00000,1.00,1.00
15544,0.00000,0.00000,1.00,1.00
15558,0.00000,0.00000,1.00,1.00
15572,0.00000,0.00000,1.00,1.00
15586,0.00000,0.00000,1.00,1.00
15600,0.00000,0.00000,1.00,1.00
15613,0.00000,0.00000,1.00,1.00
15627,0.00000,0.00000,1.00,1.00
15642,0.00000,0.00000,1.00,1.00
15655,0.00000,0.00000,1.00,1.00
15670,0.00000,0.00000,1.00,1.00
