Time_ms,TargetRotX,TargetRotY,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftConfidence,RightRotX,RightRotY,RightRotZ,RightRotW,RightConfidence
43496,0.00,0.00,0.05916,0.04753,-0.03139,0.99662,1.00,0.05855,0.02050,-0.03147,0.99758,1.00
43510,0.00,0.00,0.05921,0.04797,-0.03150,0.99659,1.00,0.05856,0.02094,-0.03160,0.99756,1.00
43523,0.00,0.00,0.05921,0.04797,-0.03148,0.99660,1.00,0.05856,0.02094,-0.03159,0.99756,1.00
43538,0.00,0.00,0.05921,0.04797,-0.03141,0.99660,1.00,0.05857,0.02094,-0.03153,0.99757,1.00
43551,0.00,0.00,-0.02911,-0.01396,-0.03296,0.99894,1.00,-0.02972,-0.04105,-0.03536,0.99809,1.00
43565,0.00,0.00,-0.02910,-0.01397,-0.03321,0.99893,1.00,-0.02971,-0.04106,-0.03561,0.99808,1.00
43579,0.00,0.00,-0.04695,-0.02828,-0.03508,0.99788,1.00,-0.04736,-0.05538,-0.03794,0.99662,1.00
43593,0.00,0.00,-0.04696,-0.02827,-0.03490,0.99789,1.00,-0.04737,-0.05537,-0.03775,0.99663,1.00
43607,0.00,0.00,-0.05420,-0.03177,-0.03522,0.99740,1.00,-0.05455,-0.05888,-0.03825,0.99604,1.00
43621,0.00,0.00,-0.05421,-0.03175,-0.03492,0.99741,1.00,-0.05457,-0.05886,-0.03793,0.99605,1.00
43635,0.00,0.00,-0.05422,-0.03174,-0.03470,0.99742,1.00,-0.05458,-0.05885,-0.03770,0.99606,1.00
43649,0.00,0.00,-0.05445,-0.03403,-0.03469,0.99733,1.00,-0.05478,-0.06113,-0.03770,0.99591,1.00
43663,0.00,0.00,-0.05446,-0.03402,-0.03447,0.99734,1.00,-0.05479,-0.06112,-0.03748,0.99592,1.00
43677,0.00,0.00,-0.05371,-0.03431,-0.03426,0.99738,1.00,-0.05404,-0.06140,-0.03726,0.99595,1.00
43690,0.00,0.00,-0.05372,-0.03429,-0.03397,0.99739,1.00,-0.05406,-0.06139,-0.03697,0.99596,1.00
43705,0.00,0.00,-0.05373,-0.03429,-0.03386,0.99739,1.00,-0.05406,-0.06138,-0.03686,0.99597,1.00
43718,0.00,0.00,-0.05368,-0.03401,-0.03357,0.99741,1.00,-0.05400,-0.06111,-0.03656,0.99600,1.00
43733,0.00,0.00,-0.05368,-0.03402,-0.03366,0.99741,1.00,-0.05400,-0.06111,-0.03664,0.99600,1.00
43746,0.00,0.00,-0.05363,-0.03455,-0.03382,0.99739,1.00,-0.05392,-0.06165,-0.03681,0.99596,1.00
43760,0.00,0.00,-0.05363,-0.03455,-0.03381,0.99739,1.00,-0.05392,-0.06164,-0.03680,0.99596,1.00
43775,0.00,0.00,-0.05212,-0.03497,-0.03368,0.99746,1.00,-0.05241,-0.06206,-0.03663,0.99602,1.00
43788,0.00,0.00,-0.05212,-0.03496,-0.03354,0.99746,1.00,-0.05242,-0.06205,-0.03650,0.99603,1.00
43803,0.00,0.00,-0.05212,-0.03496,-0.03356,0.99746,1.00,-0.05242,-0.06205,-0.03652,0.99603,1.00
43816,0.00,0.00,-0.05182,-0.03353,-0.03345,0.99753,1.00,-0.05213,-0.06062,-0.03641,0.99613,1.00
43830,0.00,0.00,-0.05182,-0.03353,-0.03361,0.99753,1.00,-0.05212,-0.06063,-0.03656,0.99613,1.00
43844,0.00,0.00,-0.05170,-0.03324,-0.03364,0.99754,1.00,-0.05199,-0.06034,-0.03659,0.99615,1.00
43857,0.00,0.00,-0.05169,-0.03324,-0.03374,0.99754,1.00,-0.05199,-0.06034,-0.03667,0.99615,1.00
43872,0.00,0.00,-0.05169,-0.03324,-0.03373,0.99754,1.00,-0.05199,-0.06034,-0.03666,0.99615,1.00
43885,0.00,0.00,-0.05458,-0.03287,-0.03377,0.99740,1.00,-0.05486,-0.05999,-0.03678,0.99601,1.00
43899,0.00,0.00,-0.05458,-0.03287,-0.03371,0.99740,1.00,-0.05487,-0.05998,-0.03673,0.99601,1.00
43913,0.00,0.00,-0.05471,-0.03246,-0.03356,0.99741,1.00,-0.05501,-0.05958,-0.03659,0.99603,1.00
43927,0.00,0.00,-0.05472,-0.03245,-0.03343,0.99741,1.00,-0.05502,-0.05958,-0.03647,0.99604,1.00
43941,0.00,0.00,-0.05455,-0.03264,-0.03333,0.99742,1.00,-0.05485,-0.05976,-0.03639,0.99604,1.00
43955,0.00,0.00,-0.05455,-0.03264,-0.03334,0.99742,1.00,-0.05484,-0.05976,-0.03640,0.99604,1.00
43969,0.00,0.00,-0.05455,-0.03265,-0.03337,0.99742,1.00,-0.05484,-0.05977,-0.03644,0.99604,1.00
43983,0.00,0.00,-0.05372,-0.03276,-0.03329,0.99746,1.00,-0.05401,-0.05987,-0.03635,0.99608,1.00
43997,0.00,0.00,-0.05372,-0.03276,-0.03327,0.99746,1.00,-0.05401,-0.05987,-0.03633,0.99608,1.00
44011,0.00,0.00,-0.05385,-0.03368,-0.03331,0.99742,1.00,-0.05413,-0.06079,-0.03637,0.99602,1.00
44024,0.00,0.00,-0.05385,-0.03368,-0.03332,0.99742,1.00,-0.05413,-0.06079,-0.03638,0.99602,1.00
44039,0.00,0.00,-0.05385,-0.03368,-0.03334,0.99742,1.00,-0.05413,-0.06079,-0.03640,0.99602,1.00
44052,0.00,0.00,-0.05335,-0.03377,-0.03340,0.99745,1.00,-0.05363,-0.06088,-0.03645,0.99604,1.00
44066,0.00,0.00,-0.05335,-0.03377,-0.03339,0.99745,1.00,-0.05363,-0.06088,-0.03645,0.99604,1.00
44080,0.00,0.00,-0.05317,-0.03366,-0.03329,0.99746,1.00,-0.05345,-0.06077,-0.03635,0.99606,1.00
44094,0.00,0.00,-0.05317,-0.03366,-0.03328,0.99746,1.00,-0.05345,-0.06077,-0.03634,0.99606,1.00
44108,0.00,0.00,-0.05261,-0.03252,-0.03302,0.99754,1.00,-0.05291,-0.05964,-0.03606,0.99616,1.00
44122,0.00,0.00,-0.05261,-0.03252,-0.03295,0.99754,1.00,-0.05291,-0.05963,-0.03599,0.99617,1.00
44136,0.00,0.00,-0.05262,-0.03251,-0.03284,0.99754,1.00,-0.05292,-0.05963,-0.03586,0.99617,1.00
44150,0.00,0.00,-0.05235,-0.03273,-0.03279,0.99755,1.00,-0.05264,-0.05985,-0.03581,0.99618,1.00
44163,0.00,0.00,-0.05235,-0.03272,-0.03255,0.99756,1.00,-0.05266,-0.05983,-0.03557,0.99618,1.00
44178,0.00,0.00,-0.05209,-0.03309,-0.03234,0.99757,1.00,-0.05240,-0.06020,-0.03535,0.99618,1.00
44191,0.00,0.00,-0.05209,-0.03309,-0.03234,0.99757,1.00,-0.05240,-0.06020,-0.03535,0.99618,1.00
44206,0.00,0.00,-0.05209,-0.03310,-0.03247,0.99757,1.00,-0.05239,-0.06020,-0.03548,0.99618,1.00
44219,0.00,0.00,-0.05217,-0.03343,-0.03265,0.99754,1.00,-0.05245,-0.06054,-0.03564,0.99615,1.00
44234,0.00,0.00,-0.05217,-0.03343,-0.03280,0.99754,1.00,-0.05244,-0.06054,-0.03578,0.99614,1.00
44247,0.00,0.00,-0.05231,-0.03373,-0.03299,0.99752,1.00,-0.05258,-0.06084,-0.03598,0.99611,1.00
44261,0.00,0.00,-0.05230,-0.03374,-0.03324,0.99751,1.00,-0.05256,-0.06085,-0.03624,0.99610,1.00
44276,0.00,0.00,-0.05082,-0.03303,-0.03310,0.99761,1.00,-0.05111,-0.06013,-0.03607,0.99623,1.00
44289,0.00,0.00,-0.05083,-0.03302,-0.03298,0.99762,1.00,-0.05112,-0.06013,-0.03595,0.99623,1.00
44304,0.00,0.00,-0.05083,-0.03302,-0.03291,0.99762,1.00,-0.05112,-0.06012,-0.03590,0.99623,1.00
44317,0.00,0.00,-0.05073,-0.03269,-0.03286,0.99764,1.00,-0.05103,-0.05979,-0.03585,0.99626,1.00
44331,0.00,0.00,-0.05072,-0.03269,-0.03291,0.99763,1.00,-0.05103,-0.05980,-0.03589,0.99626,1.00
44345,0.00,0.00,-0.05104,-0.03234,-0.03290,0.99763,1.00,-0.05134,-0.05945,-0.03589,0.99626,1.00
44358,0.00,0.00,-0.05104,-0.03235,-0.03297,0.99763,1.00,-0.05134,-0.05946,-0.03595,0.99626,1.00
44373,0.00,0.00,-0.05104,-0.03235,-0.03303,0.99763,1.00,-0.05134,-0.05946,-0.03599,0.99626,1.00
44387,0.00,0.00,-0.05336,-0.03350,-0.03329,0.99746,1.00,-0.05364,-0.06061,-0.03632,0.99606,1.00
44401,0.00,0.00,-0.05336,-0.03350,-0.03336,0.99746,1.00,-0.05363,-0.06061,-0.03638,0.99606,1.00
44414,0.00,0.00,-0.05124,-0.03226,-0.03320,0.99761,1.00,-0.05154,-0.05936,-0.03615,0.99625,1.00
44428,0.00,0.00,-0.05123,-0.03226,-0.03327,0.99761,1.00,-0.05153,-0.05937,-0.03622,0.99625,1.00
44443,0.00,0.00,-0.05320,-0.03241,-0.03330,0.99750,1.00,-0.05349,-0.05952,-0.03631,0.99613,1.00
44456,0.00,0.00,-0.05320,-0.03240,-0.03323,0.99750,1.00,-0.05350,-0.05952,-0.03624,0.99613,1.00
44471,0.00,0.00,-0.05321,-0.03239,-0.03307,0.99751,1.00,-0.05351,-0.05951,-0.03607,0.99614,1.00
44484,0.00,0.00,-0.05332,-0.03241,-0.03304,0.99750,1.00,-0.05363,-0.05953,-0.03603,0.99613,1.00
44498,0.00,0.00,-0.05332,-0.03242,-0.03309,0.99750,1.00,-0.05362,-0.05953,-0.03607,0.99613,1.00
44512,0.00,0.00,-0.05493,-0.03243,-0.03324,0.99741,1.00,-0.05522,-0.05955,-0.03627,0.99604,1.00
44525,0.00,0.00,-0.05494,-0.03242,-0.03317,0.99741,1.00,-0.05522,-0.05955,-0.03619,0.99604,1.00
44540,0.00,0.00,-0.05494,-0.03241,-0.03299,0.99742,1.00,-0.05523,-0.05954,-0.03601,0.99605,1.00
44553,0.00,0.00,-0.05520,-0.03170,-0.03274,0.99744,1.00,-0.05550,-0.05883,-0.03578,0.99608,1.00
44568,0.00,0.00,-0.05520,-0.03169,-0.03262,0.99744,1.00,-0.05551,-0.05882,-0.03565,0.99609,1.00
44582,0.00,0.00,-0.05614,-0.03187,-0.03270,0.99738,1.00,-0.05643,-0.05901,-0.03576,0.99602,1.00
44595,0.00,0.00,-0.05614,-0.03187,-0.03271,0.99738,1.00,-0.05643,-0.05901,-0.03576,0.99602,1.00
44610,0.00,0.00,-0.05487,-0.03394,-0.03301,0.99737,1.00,-0.05514,-0.06105,-0.03601,0.99596,1.00
44623,0.00,0.00,-0.05486,-0.03394,-0.03315,0.99737,1.00,-0.05513,-0.06106,-0.03614,0.99596,1.00
44637,0.00,0.00,-0.05486,-0.03395,-0.03330,0.99736,1.00,-0.05512,-0.06107,-0.03628,0.99595,1.00
44651,0.00,0.00,-0.05673,-0.03449,-0.03345,0.99723,1.00,-0.05698,-0.06162,-0.03647,0.99580,1.00
44665,0.00,0.00,-0.05673,-0.03450,-0.03348,0.99723,1.00,-0.05698,-0.06162,-0.03650,0.99580,1.00
44679,0.00,0.00,-0.05521,-0.03487,-0.03354,0.99730,1.00,-0.05547,-0.06198,-0.03651,0.99587,1.00
44693,0.00,0.00,-0.05521,-0.03488,-0.03368,0.99730,1.00,-0.05546,-0.06199,-0.03665,0.99586,1.00
44707,0.00,0.00,-0.05695,-0.03524,-0.03393,0.99718,1.00,-0.05719,-0.06236,-0.03695,0.99573,1.00
44721,0.00,0.00,-0.05695,-0.03524,-0.03396,0.99718,1.00,-0.05719,-0.06236,-0.03698,0.99573,1.00
44735,0.00,0.00,-0.05695,-0.03524,-0.03397,0.99718,1.00,-0.05719,-0.06236,-0.03699,0.99573,1.00
44749,0.00,0.00,-0.05554,-0.03507,-0.03382,0.99727,1.00,-0.05581,-0.06219,-0.03680,0.99582,1.00
44763,0.00,0.00,-0.05555,-0.03507,-0.03372,0.99727,1.00,-0.05582,-0.06218,-0.03671,0.99583,1.00
44777,0.00,0.00,-0.05473,-0.03345,-0.03340,0.99738,1.00,-0.05503,-0.06057,-0.03636,0.99598,1.00
44790,0.00,0.00,-0.05473,-0.03345,-0.03341,0.99738,1.00,-0.05503,-0.06057,-0.03637,0.99598,1.00
44805,0.00,0.00,-0.05473,-0.03346,-0.03347,0.99738,1.00,-0.05503,-0.06057,-0.03644,0.99598,1.00
44818,0.00,0.00,-0.05475,-0.03341,-0.03352,0.99738,1.00,-0.05505,-0.06052,-0.03648,0.99598,1.00
44832,0.00,0.00,-0.05475,-0.03341,-0.03357,0.99738,1.00,-0.05504,-0.06053,-0.03653,0.99598,1.00
44846,0.00,0.00,-0.05517,-0.03550,-0.03391,0.99727,1.00,-0.05544,-0.06260,-0.03688,0.99582,1.00
44859,0.00,0.00,-0.05517,-0.03550,-0.03398,0.99727,1.00,-0.05543,-0.06261,-0.03694,0.99581,1.00
44874,0.00,0.00,-0.05537,-0.03594,-0.03400,0.99724,1.00,-0.05563,-0.06305,-0.03696,0.99577,1.00
44888,0.00,0.00,-0.05537,-0.03594,-0.03390,0.99724,1.00,-0.05564,-0.06304,-0.03687,0.99578,1.00
44902,0.00,0.00,-0.05538,-0.03593,-0.03372,0.99725,1.00,-0.05565,-0.06303,-0.03669,0.99578,1.00
44916,0.00,0.00,-0.05535,-0.03549,-0.03354,0.99727,1.00,-0.05563,-0.06260,-0.03652,0.99582,1.00
44929,0.00,0.00,-0.05535,-0.03549,-0.03350,0.99727,1.00,-0.05563,-0.06260,-0.03648,0.99582,1.00
44944,0.00,0.00,-0.05665,-0.03477,-0.03337,0.99723,1.00,-0.05693,-0.06189,-0.03640,0.99579,1.00
44957,0.00,0.00,-0.05666,-0.03476,-0.03314,0.99724,1.00,-0.05694,-0.06188,-0.03618,0.99580,1.00
44972,0.00,0.00,-0.05667,-0.03475,-0.03299,0.99724,1.00,-0.05695,-0.06187,-0.03604,0.99581,1.00
44985,0.00,0.00,-0.05646,-0.03465,-0.03286,0.99726,1.00,-0.05674,-0.06177,-0.03589,0.99583,1.00
45000,0.00,0.00,-0.05646,-0.03465,-0.03282,0.99726,1.00,-0.05674,-0.06177,-0.03585,0.99583,1.00
45013,0.00,0.00,-0.05612,-0.02859,-0.03214,0.99750,1.00,-0.05645,-0.05575,-0.03518,0.99623,1.00
45027,0.00,0.00,-0.05612,-0.02859,-0.03219,0.99750,1.00,-0.05645,-0.05575,-0.03522,0.99623,1.00
45041,0.00,0.00,-0.05558,-0.02584,-0.03197,0.99761,1.00,-0.05593,-0.05302,-0.03500,0.99641,1.00
45055,0.00,0.00,-0.05558,-0.02584,-0.03198,0.99761,1.00,-0.05593,-0.05302,-0.03502,0.99641,1.00
45069,0.00,0.00,-0.05558,-0.02584,-0.03192,0.99761,1.00,-0.05594,-0.05301,-0.03496,0.99641,1.00
45083,0.00,0.00,-0.05553,-0.02603,-0.03184,0.99761,1.00,-0.05588,-0.05320,-0.03488,0.99641,1.00
45097,0.00,0.00,-0.05553,-0.02603,-0.03177,0.99761,1.00,-0.05589,-0.05320,-0.03480,0.99641,1.00
45111,0.00,0.00,-0.05521,-0.02521,-0.03170,0.99765,1.00,-0.05557,-0.05239,-0.03472,0.99647,1.00
45124,0.00,0.00,-0.05521,-0.02521,-0.03161,0.99766,1.00,-0.05558,-0.05238,-0.03463,0.99648,1.00
45139,0.00,0.00,-0.05521,-0.02520,-0.03151,0.99766,1.00,-0.05558,-0.05237,-0.03453,0.99648,1.00
45152,0.00,0.00,-0.05711,-0.02523,-0.03151,0.99755,1.00,-0.05746,-0.05241,-0.03458,0.99637,1.00
45166,0.00,0.00,-0.05711,-0.02522,-0.03142,0.99755,1.00,-0.05747,-0.05240,-0.03447,0.99637,1.00
45180,0.00,0.00,-0.05551,-0.02535,-0.03135,0.99764,1.00,-0.05587,-0.05252,-0.03435,0.99646,1.00
45194,0.00,0.00,-0.05551,-0.02535,-0.03146,0.99764,1.00,-0.05586,-0.05252,-0.03445,0.99646,1.00
45209,0.00,0.00,-0.05543,-0.03123,-0.03227,0.99745,1.00,-0.05572,-0.05837,-0.03524,0.99612,1.00
45222,0.00,0.00,-0.05543,-0.03123,-0.03229,0.99745,1.00,-0.05572,-0.05837,-0.03525,0.99612,1.00
45237,0.00,15.00,-0.05543,-0.03123,-0.03228,0.99745,1.00,-0.05572,-0.05837,-0.03524,0.99612,1.00
45250,0.00,15.00,-0.05566,-0.03155,-0.03228,0.99743,1.00,-0.05595,-0.05869,-0.03526,0.99608,1.00
45263,0.00,15.00,-0.05566,-0.03155,-0.03218,0.99743,1.00,-0.05595,-0.05869,-0.03515,0.99609,1.00
45278,0.00,15.00,-0.05583,-0.03164,-0.03212,0.99742,1.00,-0.05613,-0.05878,-0.03508,0.99607,1.00
45291,0.00,15.00,-0.05582,-0.03166,-0.03236,0.99741,1.00,-0.05611,-0.05880,-0.03532,0.99607,1.00
45306,0.00,15.00,-0.05581,-0.03167,-0.03261,0.99741,1.00,-0.05610,-0.05881,-0.03558,0.99606,1.00
45319,0.00,15.00,-0.05761,-0.03295,-0.03287,0.99725,1.00,-0.05787,-0.06009,-0.03588,0.99587,1.00
45334,0.00,15.00,-0.05761,-0.03294,-0.03285,0.99725,1.00,-0.05787,-0.06009,-0.03585,0.99587,1.00
45348,0.00,15.00,-0.05769,-0.03271,-0.03274,0.99726,1.00,-0.05796,-0.05985,-0.03574,0.99588,1.00
45361,0.00,15.00,-0.05769,-0.03271,-0.03278,0.99726,1.00,-0.05796,-0.05985,-0.03578,0.99588,1.00
45376,0.00,15.00,-0.05733,-0.03239,-0.03269,0.99729,1.00,-0.05761,-0.05953,-0.03568,0.99592,1.00
45389,0.00,15.00,-0.05733,-0.03239,-0.03264,0.99730,1.00,-0.05761,-0.05953,-0.03563,0.99593,1.00
45404,0.00,15.00,-0.05733,-0.03239,-0.03265,0.99730,1.00,-0.05761,-0.05953,-0.03565,0.99592,1.00
45417,0.00,15.00,-0.04856,-0.03243,-0.03243,0.99777,1.00,-0.04889,-0.05952,-0.03518,0.99641,1.00
45431,0.00,15.00,-0.04855,-0.03244,-0.03255,0.99776,1.00,-0.04888,-0.05953,-0.03529,0.99640,1.00
45445,0.00,15.00,-0.00638,-0.03364,-0.03123,0.99893,1.00,-0.00698,-0.06057,-0.03283,0.99760,1.00
45458,0.00,15.00,-0.00638,-0.03364,-0.03131,0.99892,1.00,-0.00697,-0.06057,-0.03290,0.99760,1.00
45473,0.00,15.00,-0.00638,-0.03364,-0.03134,0.99892,1.00,-0.00697,-0.06057,-0.03293,0.99760,1.00
45487,0.00,15.00,-0.00380,0.05505,-0.02593,0.99814,1.00,-0.00474,0.02810,-0.02761,0.99921,1.00
45501,0.00,15.00,-0.00380,0.05505,-0.02592,0.99814,1.00,-0.00474,0.02810,-0.02759,0.99921,1.00
45515,0.00,15.00,-0.05478,0.05803,-0.02283,0.99655,1.00,-0.05602,0.03088,-0.02590,0.99762,1.00
45529,0.00,15.00,-0.05478,0.05803,-0.02283,0.99655,1.00,-0.05602,0.03088,-0.02589,0.99762,1.00
45543,0.00,15.00,-0.05556,0.06276,-0.02220,0.99623,1.00,-0.05687,0.03564,-0.02528,0.99743,1.00
45556,0.00,15.00,-0.05556,0.06276,-0.02215,0.99623,1.00,-0.05687,0.03564,-0.02523,0.99743,1.00
45571,0.00,15.00,-0.05556,0.06276,-0.02211,0.99624,1.00,-0.05687,0.03564,-0.02519,0.99743,1.00
45584,0.00,15.00,-0.06496,0.05985,-0.02185,0.99585,1.00,-0.06629,0.03265,-0.02520,0.99695,1.00
45598,0.00,15.00,-0.06496,0.05985,-0.02189,0.99585,1.00,-0.06629,0.03265,-0.02524,0.99695,1.00
45613,0.00,15.00,-0.06710,0.05991,-0.02174,0.99571,1.00,-0.06844,0.03270,-0.02515,0.99680,1.00
45626,0.00,15.00,-0.06711,0.05991,-0.02180,0.99571,1.00,-0.06845,0.03269,-0.02521,0.99680,1.00
45640,0.00,15.00,-0.06624,0.05975,-0.02191,0.99577,1.00,-0.06757,0.03254,-0.02530,0.99686,1.00
45654,0.00,15.00,-0.06624,0.05975,-0.02193,0.99577,1.00,-0.06757,0.03254,-0.02531,0.99686,1.00
45669,0.00,15.00,-0.06624,0.05975,-0.02188,0.99577,1.00,-0.06757,0.03254,-0.02526,0.99686,1.00
45682,0.00,15.00,-0.06613,0.06106,-0.02166,0.99570,1.00,-0.06748,0.03386,-0.02504,0.99683,1.00
45696,0.00,15.00,-0.06613,0.06107,-0.02160,0.99571,1.00,-0.06748,0.03387,-0.02498,0.99683,1.00
45710,0.00,15.00,-0.06616,0.06210,-0.02140,0.99565,1.00,-0.06752,0.03490,-0.02478,0.99680,1.00
45724,0.00,15.00,-0.06616,0.06210,-0.02140,0.99565,1.00,-0.06752,0.03490,-0.02479,0.99680,1.00
45738,0.00,15.00,-0.06616,0.06210,-0.02138,0.99565,1.00,-0.06752,0.03490,-0.02478,0.99680,1.00
45751,0.00,15.00,-0.06521,0.06220,-0.02144,0.99570,1.00,-0.06657,0.03501,-0.02480,0.99686,1.00
45766,0.00,15.00,-0.06521,0.06220,-0.02141,0.99570,1.00,-0.06657,0.03501,-0.02478,0.99686,1.00
45780,0.00,15.00,-0.06125,0.12921,-0.01318,0.98964,1.00,-0.06337,0.10278,-0.01636,0.99255,1.00
45793,0.00,15.00,-0.06126,0.12920,-0.01326,0.98963,1.00,-0.06337,0.10278,-0.01643,0.99255,1.00
45807,0.00,15.00,-0.05806,0.13593,-0.01294,0.98893,1.00,-0.06019,0.10963,-0.01601,0.99202,1.00
45821,0.00,15.00,-0.05807,0.13592,-0.01304,0.98893,1.00,-0.06020,0.10962,-0.01611,0.99202,1.00
45836,0.00,15.00,-0.05808,0.13592,-0.01312,0.98893,1.00,-0.06021,0.10962,-0.01620,0.99202,1.00
45849,0.00,15.00,-0.05794,0.13629,-0.01308,0.98889,1.00,-0.06008,0.11000,-0.01616,0.99198,1.00
45863,0.00,15.00,-0.05792,0.13630,-0.01292,0.98889,1.00,-0.06006,0.11001,-0.01600,0.99199,1.00
45877,0.00,15.00,-0.05496,0.13615,-0.01319,0.98907,1.00,-0.05706,0.10988,-0.01619,0.99217,1.00
45891,0.00,15.00,-0.05494,0.13616,-0.01307,0.98908,1.00,-0.05704,0.10989,-0.01607,0.99218,1.00
45905,0.00,15.00,-0.05475,0.13736,-0.01288,0.98892,1.00,-0.05686,0.11111,-0.01587,0.99205,1.00
45919,0.00,15.00,-0.05475,0.13736,-0.01285,0.98892,1.00,-0.05686,0.11111,-0.01584,0.99205,1.00
45933,0.00,15.00,-0.05474,0.13736,-0.01284,0.98892,1.00,-0.05685,0.11111,-0.01582,0.99205,1.00
45947,0.00,15.00,-0.05415,0.13608,-0.01311,0.98913,1.00,-0.05623,0.10981,-0.01607,0.99223,1.00
45960,0.00,15.00,-0.05415,0.13608,-0.01310,0.98913,1.00,-0.05623,0.10981,-0.01605,0.99223,1.00
45975,0.00,15.00,-0.05424,0.13740,-0.01292,0.98894,1.00,-0.05633,0.11116,-0.01586,0.99208,1.00
45989,0.00,15.00,-0.05425,0.13740,-0.01299,0.98894,1.00,-0.05633,0.11116,-0.01593,0.99208,1.00
46003,0.00,15.00,-0.05425,0.13740,-0.01297,0.98894,1.00,-0.05633,0.11116,-0.01591,0.99208,1.00
46016,0.00,15.00,-0.05412,0.13831,-0.01295,0.98882,1.00,-0.05621,0.11209,-0.01589,0.99198,1.00
46030,0.00,15.00,-0.05411,0.13832,-0.01290,0.98882,1.00,-0.05620,0.11209,-0.01585,0.99198,1.00
46044,0.00,15.00,-0.05255,0.13875,-0.01302,0.98885,1.00,-0.05462,0.11254,-0.01594,0.99202,1.00
46058,0.00,15.00,-0.05255,0.13875,-0.01304,0.98885,1.00,-0.05462,0.11254,-0.01595,0.99202,1.00
46072,0.00,15.00,-0.05395,0.13874,-0.01284,0.98878,1.00,-0.05604,0.11252,-0.01578,0.99194,1.00
46086,0.00,15.00,-0.05397,0.13873,-0.01300,0.98877,1.00,-0.05606,0.11251,-0.01595,0.99194,1.00
46100,0.00,15.00,-0.05398,0.13872,-0.01309,0.98877,1.00,-0.05607,0.11251,-0.01604,0.99194,1.00
46114,0.00,15.00,-0.05403,0.13803,-0.01314,0.98887,1.00,-0.05611,0.11181,-0.01610,0.99201,1.00
46128,0.00,15.00,-0.05400,0.13805,-0.01293,0.98887,1.00,-0.05609,0.11182,-0.01590,0.99202,1.00
46142,0.00,15.00,-0.05382,0.13786,-0.01291,0.98890,1.00,-0.05591,0.11162,-0.01587,0.99205,1.00
46156,0.00,15.00,-0.05382,0.13786,-0.01287,0.98890,1.00,-0.05591,0.11163,-0.01584,0.99205,1.00
46170,0.00,15.00,-0.05381,0.13786,-0.01284,0.98891,1.00,-0.05591,0.11163,-0.01581,0.99205,1.00
46183,0.00,15.00,-0.05294,0.13837,-0.01292,0.98888,1.00,-0.05502,0.11214,-0.01586,0.99204,1.00
46197,0.00,15.00,-0.05295,0.13836,-0.01301,0.98888,1.00,-0.05503,0.11214,-0.01595,0.99204,1.00
