Time_ms,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftConfidence,RightRotX,RightRotY,RightRotZ,RightRotW,RightConfidence
12414,-0.07517,0.02542,-0.00136,0.99685,1.00,-0.07518,-0.00184,-0.00300,0.99716,1.00
12428,-0.07518,0.02538,-0.00188,0.99685,1.00,-0.07518,-0.00188,-0.00345,0.99716,1.00
12442,-0.07474,0.02711,-0.00248,0.99683,1.00,-0.07475,-0.00015,-0.00396,0.99719,1.00
12455,-0.07477,0.02704,-0.00338,0.99683,1.00,-0.07475,-0.00021,-0.00479,0.99719,1.00
12469,-0.07479,0.02697,-0.00432,0.99683,1.00,-0.07475,-0.00028,-0.00568,0.99719,1.00
12483,-0.07780,0.02495,-0.00525,0.99664,1.00,-0.07775,-0.00231,-0.00665,0.99695,1.00
12497,-0.07783,0.02485,-0.00654,0.99664,1.00,-0.07775,-0.00241,-0.00792,0.99694,1.00
12511,-0.07581,0.02132,-0.00792,0.99686,1.00,-0.07577,-0.00592,-0.00924,0.99707,1.00
12525,-0.07583,0.02124,-0.00897,0.99685,1.00,-0.07576,-0.00600,-0.01029,0.99705,1.00
12539,-0.07621,0.01471,-0.01020,0.99693,1.00,-0.07617,-0.01252,-0.01153,0.99695,1.00
12553,-0.07622,0.01464,-0.01100,0.99692,1.00,-0.07616,-0.01258,-0.01233,0.99694,1.00
12567,-0.07623,0.01460,-0.01152,0.99692,1.00,-0.07615,-0.01262,-0.01284,0.99693,1.00
12581,-0.07567,0.01571,-0.01214,0.99694,1.00,-0.07571,-0.01152,-0.01344,0.99697,1.00
12595,-0.07568,0.01565,-0.01292,0.99693,1.00,-0.07570,-0.01157,-0.01420,0.99696,1.00
12609,-0.07400,0.01436,-0.01360,0.99706,1.00,-0.07409,-0.01284,-0.01481,0.99706,1.00
12622,-0.07401,0.01431,-0.01431,0.99705,1.00,-0.07408,-0.01290,-0.01550,0.99705,1.00
12637,-0.07066,0.01237,-0.01521,0.99731,1.00,-0.07079,-0.01481,-0.01629,0.99725,1.00
12650,-0.07067,0.01233,-0.01583,0.99730,1.00,-0.07078,-0.01485,-0.01689,0.99724,1.00
12664,-0.07067,0.01230,-0.01617,0.99729,1.00,-0.07078,-0.01487,-0.01723,0.99723,1.00
12678,-0.07031,0.01226,-0.01636,0.99732,1.00,-0.07050,-0.01491,-0.01740,0.99725,1.00
12691,-0.07031,0.01226,-0.01638,0.99732,1.00,-0.07050,-0.01491,-0.01743,0.99725,1.00
12705,-0.07174,0.00857,-0.01673,0.99725,1.00,-0.07195,-0.01859,-0.01780,0.99708,1.00
12718,-0.07174,0.00855,-0.01710,0.99724,1.00,-0.07194,-0.01862,-0.01818,0.99707,1.00
12732,-0.07175,0.00851,-0.01754,0.99723,1.00,-0.07194,-0.01865,-0.01860,0.99706,1.00
12746,-0.07037,0.00793,-0.01778,0.99733,1.00,-0.07059,-0.01923,-0.01880,0.99714,1.00
12759,-0.07037,0.00791,-0.01799,0.99733,1.00,-0.07059,-0.01924,-0.01901,0.99714,1.00
12773,-0.07029,0.00963,-0.01825,0.99731,1.00,-0.07056,-0.01753,-0.01926,0.99717,1.00
12787,-0.07030,0.00961,-0.01852,0.99731,1.00,-0.07056,-0.01755,-0.01951,0.99716,1.00
12801,-0.07030,0.00958,-0.01904,0.99730,1.00,-0.07055,-0.01759,-0.02002,0.99715,1.00
12815,-0.06664,0.00820,-0.01979,0.99755,1.00,-0.06691,-0.01894,-0.02067,0.99736,1.00
12828,-0.06664,0.00816,-0.02044,0.99753,1.00,-0.06690,-0.01899,-0.02134,0.99735,1.00
12843,-0.06700,0.00467,-0.02080,0.99753,1.00,-0.06728,-0.02247,-0.02172,0.99724,1.00
12856,-0.06700,0.00464,-0.02116,0.99752,1.00,-0.06728,-0.02250,-0.02211,0.99724,1.00
12870,-0.06827,0.00339,-0.02136,0.99743,1.00,-0.06859,-0.02376,-0.02236,0.99711,1.00
12884,-0.06828,0.00339,-0.02141,0.99743,1.00,-0.06859,-0.02376,-0.02244,0.99711,1.00
12898,-0.06827,0.00341,-0.02116,0.99744,1.00,-0.06860,-0.02374,-0.02220,0.99711,1.00
12912,-0.06752,0.00273,-0.02095,0.99749,1.00,-0.06788,-0.02442,-0.02199,0.99715,1.00
12926,-0.06751,0.00274,-0.02076,0.99750,1.00,-0.06789,-0.02441,-0.02181,0.99716,1.00
12940,-0.06671,0.00199,-0.02065,0.99756,1.00,-0.06709,-0.02515,-0.02170,0.99719,1.00
12954,-0.06671,0.00199,-0.02068,0.99756,1.00,-0.06709,-0.02515,-0.02173,0.99719,1.00
12968,-0.06671,0.00200,-0.02055,0.99756,1.00,-0.06709,-0.02515,-0.02161,0.99720,1.00
12981,-0.06833,0.00163,-0.02054,0.99745,1.00,-0.06869,-0.02552,-0.02165,0.99708,1.00
12995,-0.06833,0.00163,-0.02050,0.99745,1.00,-0.06869,-0.02552,-0.02164,0.99708,1.00
13009,-0.06829,0.00086,-0.02040,0.99746,1.00,-0.06864,-0.02630,-0.02156,0.99706,1.00
13023,-0.06829,0.00089,-0.02001,0.99746,1.00,-0.06865,-0.02627,-0.02119,0.99707,1.00
13037,-0.06849,0.00057,-0.01995,0.99745,1.00,-0.06885,-0.02659,-0.02116,0.99705,1.00
13051,-0.06849,0.00057,-0.02006,0.99745,1.00,-0.06884,-0.02660,-0.02130,0.99705,1.00
13065,-0.06849,0.00058,-0.01982,0.99745,1.00,-0.06885,-0.02659,-0.02110,0.99705,1.00
13079,-0.06661,-0.00197,-0.01975,0.99758,1.00,-0.06695,-0.02912,-0.02100,0.99711,1.00
13092,-0.06661,-0.00196,-0.01959,0.99758,1.00,-0.06695,-0.02911,-0.02086,0.99711,1.00
13106,-0.05754,0.00158,-0.01951,0.99815,1.00,-0.05793,-0.02555,-0.02054,0.99778,1.00
13120,-0.05754,0.00158,-0.01959,0.99815,1.00,-0.05793,-0.02556,-0.02062,0.99778,1.00
13134,-0.05754,0.00158,-0.01953,0.99815,1.00,-0.05793,-0.02555,-0.02055,0.99778,1.00
13148,0.02777,0.05856,-0.02233,0.99765,1.00,0.02740,0.03153,-0.02109,0.99890,1.00
13162,0.02777,0.05856,-0.02235,0.99765,1.00,0.02740,0.03153,-0.02109,0.99890,1.00
13176,0.02771,0.05660,-0.02238,0.99776,1.00,0.02735,0.02956,-0.02109,0.99897,1.00
13190,0.02770,0.05660,-0.02257,0.99776,1.00,0.02734,0.02957,-0.02124,0.99896,1.00
13203,-0.02414,-0.01001,-0.01976,0.99946,1.00,-0.02461,-0.03702,-0.01973,0.99882,1.00
13217,-0.02414,-0.01000,-0.01965,0.99947,1.00,-0.02461,-0.03702,-0.01960,0.99882,1.00
13231,-0.02415,-0.01000,-0.01947,0.99947,1.00,-0.02462,-0.03701,-0.01939,0.99882,1.00
13248,-0.06704,-0.01254,-0.01987,0.99747,1.00,-0.06733,-0.03967,-0.02092,0.99672,1.00
13259,-0.06704,-0.01254,-0.01983,0.99747,1.00,-0.06733,-0.03967,-0.02084,0.99672,1.00
13273,-0.06821,-0.01346,-0.01983,0.99738,1.00,-0.06849,-0.04059,-0.02086,0.99661,1.00
13287,-0.06821,-0.01345,-0.01977,0.99738,1.00,-0.06849,-0.04059,-0.02079,0.99661,1.00
13301,-0.06821,-0.01344,-0.01958,0.99739,1.00,-0.06850,-0.04057,-0.02059,0.99661,1.00
13315,-0.06832,-0.01248,-0.01945,0.99740,1.00,-0.06861,-0.03962,-0.02045,0.99665,1.00
13329,-0.06833,-0.01247,-0.01928,0.99740,1.00,-0.06862,-0.03960,-0.02027,0.99665,1.00
13342,-0.06650,-0.01101,-0.01894,0.99755,1.00,-0.06681,-0.03814,-0.01988,0.99684,1.00
13356,-0.06650,-0.01100,-0.01878,0.99755,1.00,-0.06681,-0.03813,-0.01972,0.99684,1.00
13370,-0.06685,-0.00673,-0.01842,0.99757,1.00,-0.06717,-0.03388,-0.01937,0.99698,1.00
13384,-0.06685,-0.00672,-0.01827,0.99757,1.00,-0.06718,-0.03387,-0.01921,0.99698,1.00
13398,-0.06685,-0.00671,-0.01805,0.99758,1.00,-0.06718,-0.03385,-0.01900,0.99699,1.00
13412,-0.06807,-0.00135,-0.01782,0.99752,1.00,-0.06840,-0.02851,-0.01882,0.99707,1.00
13426,-0.06807,-0.00134,-0.01769,0.99752,1.00,-0.06841,-0.02850,-0.01868,0.99708,1.00
13439,-0.06806,0.00246,-0.01757,0.99752,1.00,-0.06840,-0.02471,-0.01855,0.99718,1.00
13453,-0.06806,0.00242,-0.01814,0.99751,1.00,-0.06838,-0.02475,-0.01912,0.99717,1.00
13468,-0.06806,0.00234,-0.01938,0.99749,1.00,-0.06835,-0.02483,-0.02037,0.99714,1.00
13481,-0.06925,0.00380,-0.01955,0.99740,1.00,-0.06954,-0.02338,-0.02055,0.99709,1.00
13495,-0.06925,0.00386,-0.01869,0.99742,1.00,-0.06956,-0.02332,-0.01967,0.99711,1.00
13509,-0.06790,0.00570,-0.01761,0.99752,1.00,-0.06828,-0.02147,-0.01858,0.99726,1.00
13523,-0.06789,0.00575,-0.01689,0.99753,1.00,-0.06830,-0.02143,-0.01792,0.99727,1.00
13537,-0.06780,0.00763,-0.01642,0.99753,1.00,-0.06818,-0.01955,-0.01751,0.99733,1.00
13551,-0.06780,0.00764,-0.01623,0.99754,1.00,-0.06819,-0.01954,-0.01739,0.99733,1.00
13565,-0.06780,0.00765,-0.01615,0.99754,1.00,-0.06819,-0.01954,-0.01735,0.99733,1.00
13578,-0.06630,0.00669,-0.01626,0.99764,1.00,-0.06662,-0.02048,-0.01745,0.99742,1.00
13592,-0.06630,0.00668,-0.01633,0.99764,1.00,-0.06662,-0.02049,-0.01754,0.99741,1.00
13606,-0.06501,0.00498,-0.01635,0.99774,1.00,-0.06527,-0.02217,-0.01754,0.99747,1.00
13620,-0.06501,0.00498,-0.01640,0.99774,1.00,-0.06527,-0.02218,-0.01761,0.99747,1.00
13635,-0.06501,0.00498,-0.01642,0.99774,1.00,-0.06527,-0.02218,-0.01765,0.99747,1.00
13648,-0.06671,0.00559,-0.01625,0.99762,1.00,-0.06696,-0.02157,-0.01753,0.99737,1.00
13662,-0.06671,0.00562,-0.01587,0.99763,1.00,-0.06697,-0.02155,-0.01718,0.99737,1.00
13676,-0.06578,0.00550,-0.01514,0.99770,1.00,-0.06605,-0.02166,-0.01643,0.99745,1.00
13690,-0.06578,0.00552,-0.01490,0.99771,1.00,-0.06606,-0.02165,-0.01621,0.99745,1.00
13703,-0.06577,0.00454,-0.01521,0.99771,1.00,-0.06600,-0.02263,-0.01653,0.99743,1.00
13717,-0.06577,0.00455,-0.01504,0.99771,1.00,-0.06600,-0.02262,-0.01638,0.99743,1.00
13731,-0.06577,0.00456,-0.01478,0.99772,1.00,-0.06601,-0.02260,-0.01614,0.99743,1.00
13745,-0.06699,0.00448,-0.01469,0.99764,1.00,-0.06722,-0.02270,-0.01610,0.99735,1.00
13759,-0.06699,0.00449,-0.01459,0.99764,1.00,-0.06722,-0.02269,-0.01602,0.99735,1.00
13773,-0.06746,0.00541,-0.01447,0.99760,1.00,-0.06769,-0.02178,-0.01592,0.99734,1.00
13787,-0.06746,0.00540,-0.01455,0.99760,1.00,-0.06768,-0.02179,-0.01601,0.99734,1.00
13801,-0.06746,0.00540,-0.01455,0.99760,1.00,-0.06768,-0.02179,-0.01601,0.99734,1.00
13815,-0.06851,0.00437,-0.01455,0.99754,1.00,-0.06871,-0.02283,-0.01604,0.99725,1.00
13828,-0.06851,0.00438,-0.01448,0.99754,1.00,-0.06871,-0.02282,-0.01596,0.99725,1.00
13842,-0.06654,0.00438,-0.01439,0.99767,1.00,-0.06676,-0.02281,-0.01581,0.99738,1.00
13856,-0.06654,0.00438,-0.01440,0.99767,1.00,-0.06676,-0.02281,-0.01580,0.99738,1.00
13870,-0.06925,0.00377,-0.01452,0.99749,1.00,-0.06945,-0.02344,-0.01598,0.99718,1.00
13884,-0.06925,0.00376,-0.01466,0.99748,1.00,-0.06944,-0.02345,-0.01611,0.99718,1.00
13898,-0.06925,0.00375,-0.01477,0.99748,1.00,-0.06944,-0.02345,-0.01619,0.99718,1.00
13912,-0.06783,0.00397,-0.01495,0.99758,1.00,-0.06803,-0.02323,-0.01631,0.99728,1.00
13925,-0.06783,0.00396,-0.01506,0.99758,1.00,-0.06802,-0.02323,-0.01641,0.99728,1.00
13939,-0.06969,0.00536,-0.01512,0.99744,1.00,-0.06990,-0.02184,-0.01650,0.99718,1.00
13953,-0.06969,0.00536,-0.01524,0.99744,1.00,-0.06990,-0.02185,-0.01660,0.99718,1.00
13968,-0.06969,0.00535,-0.01538,0.99744,1.00,-0.06990,-0.02185,-0.01672,0.99717,1.00
13982,-0.06932,0.00569,-0.01551,0.99746,1.00,-0.06954,-0.02150,-0.01683,0.99721,1.00
13995,-0.06932,0.00568,-0.01576,0.99745,1.00,-0.06953,-0.02152,-0.01705,0.99720,1.00
14009,-0.07126,0.00627,-0.01594,0.99731,1.00,-0.07149,-0.02093,-0.01726,0.99707,1.00
14023,-0.07127,0.00626,-0.01615,0.99731,1.00,-0.07148,-0.02094,-0.01744,0.99707,1.00
14037,-0.07157,0.00669,-0.01615,0.99728,1.00,-0.07182,-0.02051,-0.01745,0.99705,1.00
14051,-0.07157,0.00670,-0.01605,0.99728,1.00,-0.07182,-0.02051,-0.01736,0.99706,1.00
14065,-0.07157,0.00670,-0.01601,0.99728,1.00,-0.07182,-0.02050,-0.01732,0.99706,1.00
14078,-0.07219,0.00693,-0.01602,0.99724,1.00,-0.07245,-0.02027,-0.01733,0.99702,1.00
14092,-0.07220,0.00692,-0.01622,0.99723,1.00,-0.07245,-0.02029,-0.01753,0.99701,1.00
14106,-0.02637,0.00803,-0.01678,0.99948,1.00,-0.02676,-0.01902,-0.01684,0.99932,1.00
14120,-0.02637,0.00803,-0.01680,0.99948,1.00,-0.02676,-0.01902,-0.01687,0.99932,1.00
14134,-0.02637,0.00804,-0.01660,0.99948,1.00,-0.02676,-0.01902,-0.01667,0.99932,1.00
14148,-0.02666,-0.00318,-0.01644,0.99950,1.00,-0.02705,-0.03019,-0.01651,0.99904,1.00
14162,-0.02666,-0.00317,-0.01617,0.99951,1.00,-0.02705,-0.03019,-0.01626,0.99905,1.00
14176,-0.03838,0.00671,-0.01590,0.99911,1.00,-0.03876,-0.02036,-0.01633,0.99891,1.00
14190,-0.03838,0.00671,-0.01585,0.99912,1.00,-0.03876,-0.02036,-0.01627,0.99891,1.00
14204,-0.06915,0.00719,-0.01553,0.99746,1.00,-0.06942,-0.02000,-0.01680,0.99725,1.00
14217,-0.06915,0.00720,-0.01543,0.99746,1.00,-0.06943,-0.01999,-0.01670,0.99725,1.00
14231,-0.06915,0.00720,-0.01538,0.99746,1.00,-0.06943,-0.01999,-0.01666,0.99725,1.00
14245,-0.07105,0.00815,-0.01532,0.99732,1.00,-0.07132,-0.01906,-0.01668,0.99713,1.00
14259,-0.07105,0.00816,-0.01526,0.99732,1.00,-0.07132,-0.01905,-0.01663,0.99713,1.00
14273,-0.07058,0.01143,-0.01510,0.99733,1.00,-0.07088,-0.01579,-0.01647,0.99722,1.00
14287,-0.07058,0.01143,-0.01508,0.99733,1.00,-0.07088,-0.01579,-0.01646,0.99722,1.00
14301,-0.07058,0.01144,-0.01498,0.99733,1.00,-0.07088,-0.01578,-0.01638,0.99723,1.00
14315,-0.06953,0.01053,-0.01481,0.99741,1.00,-0.06982,-0.01668,-0.01619,0.99729,1.00
14328,-0.06953,0.01054,-0.01458,0.99742,1.00,-0.06982,-0.01667,-0.01596,0.99729,1.00
14342,-0.06813,0.01044,-0.01468,0.99751,1.00,-0.06842,-0.01676,-0.01603,0.99739,1.00
14356,-0.06813,0.01044,-0.01467,0.99751,1.00,-0.06842,-0.01676,-0.01601,0.99739,1.00
14370,-0.06535,0.00313,-0.01505,0.99774,1.00,-0.06558,-0.02404,-0.01631,0.99742,1.00
14384,-0.06535,0.00314,-0.01492,0.99775,1.00,-0.06558,-0.02403,-0.01617,0.99743,1.00
14398,-0.06535,0.00315,-0.01484,0.99775,1.00,-0.06558,-0.02402,-0.01609,0.99743,1.00
14412,-0.06540,-0.00634,-0.01517,0.99772,1.00,-0.06555,-0.03347,-0.01641,0.99715,1.00
14426,-0.06540,-0.00635,-0.01529,0.99772,1.00,-0.06555,-0.03348,-0.01652,0.99715,1.00
14440,-0.07498,-0.00323,-0.01531,0.99706,1.00,-0.07510,-0.03042,-0.01680,0.99657,1.00
14453,-0.07498,-0.00324,-0.01543,0.99706,1.00,-0.07510,-0.03043,-0.01692,0.99657,1.00
14468,-0.07498,-0.00324,-0.01551,0.99706,1.00,-0.07510,-0.03043,-0.01699,0.99657,1.00
14481,-0.07640,-0.00529,-0.01562,0.99694,1.00,-0.07650,-0.03248,-0.01712,0.99639,1.00
14495,-0.07640,-0.00529,-0.01569,0.99694,1.00,-0.07649,-0.03248,-0.01719,0.99639,1.00
14509,-0.07600,-0.00303,-0.01555,0.99698,1.00,-0.07612,-0.03023,-0.01703,0.99650,1.00
14523,-0.07599,-0.00304,-0.01567,0.99698,1.00,-0.07611,-0.03024,-0.01714,0.99649,1.00
14537,-0.07632,-0.00280,-0.01583,0.99695,1.00,-0.07644,-0.03000,-0.01731,0.99647,1.00
14551,-0.07632,-0.00282,-0.01600,0.99695,1.00,-0.07644,-0.03001,-0.01746,0.99647,1.00
14565,-0.07632,-0.00283,-0.01610,0.99695,1.00,-0.07643,-0.03002,-0.01757,0.99647,1.00
14579,-0.07636,-0.00205,-0.01604,0.99695,1.00,-0.07649,-0.02924,-0.01751,0.99649,1.00
14592,-0.07636,-0.00204,-0.01598,0.99695,1.00,-0.07650,-0.02924,-0.01745,0.99649,1.00
14606,-0.07315,-0.00190,-0.01581,0.99719,1.00,-0.07331,-0.02908,-0.01720,0.99674,1.00
14620,-0.07315,-0.00190,-0.01577,0.99719,1.00,-0.07331,-0.02908,-0.01716,0.99674,1.00
14635,-0.07315,-0.00189,-0.01574,0.99720,1.00,-0.07331,-0.02907,-0.01713,0.99674,1.00
14648,-0.07349,-0.00311,-0.01586,0.99717,1.00,-0.07364,-0.03029,-0.01726,0.99668,1.00
14662,-0.07349,-0.00311,-0.01587,0.99717,1.00,-0.07364,-0.03029,-0.01728,0.99668,1.00
14676,-0.07340,-0.00423,-0.01580,0.99717,1.00,-0.07353,-0.03140,-0.01721,0.99665,1.00
14689,-0.07340,-0.00422,-0.01567,0.99717,1.00,-0.07354,-0.03139,-0.01708,0.99665,1.00
14704,-0.07359,-0.00318,-0.01555,0.99716,1.00,-0.07374,-0.03036,-0.01697,0.99667,1.00
