Time_ms,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftConfidence,RightRotX,RightRotY,RightRotZ,RightRotW,RightConfidence
102468,-0,07093789,-0,01676857,-0,0152914,0,9972227,0,9980469,-0,07136495,-0,04373181,-0,01297339,0,9964068,0,9980469
102482,-0,07094063,-0,01675691,-0,01512759,0,9972251,0,9980469,-0,071372,-0,04372025,-0,01281206,0,9964088,0,9980469
102496,-0,07116559,-0,01691147,-0,01499687,0,9972085,0,9980469,-0,07157858,-0,04387559,-0,0126917,0,9963887,0,9980469
102509,-0,0711702,-0,01689213,-0,01472577,0,9972126,0,9980469,-0,07159071,-0,04385579,-0,01241615,0,9963923,0,9980469
102523,-0,07117555,-0,01686961,-0,0144103,0,9972171,0,9980469,-0,07160486,-0,04383272,-0,01209498,0,9963961,0,9980469
102537,-0,07106853,-0,01715851,-0,01442864,0,9972196,0,9980469,-0,07147331,-0,04412118,-0,01210382,0,9963928,0,9980469
102551,-0,07106214,-0,01718478,-0,01479735,0,9972141,0,9980469,-0,071457,-0,04414754,-0,01247154,0,9963883,0,9980469
102565,-0,07116872,-0,01766677,-0,01476638,0,9971985,0,9980469,-0,07154293,-0,04462954,-0,01244263,0,996361,0,9980469
102579,-0,07117461,-0,01764317,-0,01443562,0,9972034,0,9980469,-0,07155791,-0,04460564,-0,01210926,0,9963651,0,9980469
102593,-0,07118761,-0,01759065,-0,01369977,0,9972138,0,9980469,-0,0715913,-0,04455203,-0,01136297,0,996374,0,9980469
102607,-0,07104379,-0,0178768,-0,01341828,0,9972227,0,9980469,-0,07145239,-0,04483579,-0,01105245,0,9963745,0,9980469
102621,-0,07104311,-0,01787934,-0,01345384,0,9972222,0,9980469,-0,07145183,-0,04483666,-0,01106455,0,9963744,0,9980469
102634,-0,07258495,-0,0201265,-0,0134159,0,9970689,0,9980469,-0,07295056,-0,04708285,-0,01105369,0,9961623,0,9980469
102648,-0,07258189,-0,02013776,-0,01357042,0,9970669,0,9980469,-0,07294356,-0,04709372,-0,01120201,0,9961607,0,9980469
102662,-0,07194795,-0,02054864,-0,01364257,0,9971036,0,9980469,-0,07229424,-0,0475031,-0,01125129,0,9961879,0,9980469
