Time_ms,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftConfidence,RightRotX,RightRotY,RightRotZ,RightRotW,RightConfidence
4331,-0,07282411,0,003696437,-0,01718577,0,9971899,0,9980469,-0,07330559,-0,02332136,-0,01581136,0,9969115,0,9980469
4345,-0,07564925,0,004341647,-0,01695977,0,9969808,0,9980469,-0,07609461,-0,02268318,-0,01564239,0,99672,0,9980469
4359,-0,07564753,0,004371852,-0,0165617,0,9969876,0,9980469,-0,07610387,-0,02265204,-0,01523453,0,9967263,0,9980469
4373,-0,0756459,0,00439976,-0,01619386,0,9969935,0,9980469,-0,07611226,-0,02262385,-0,0148653,0,9967318,0,9980469
4386,-0,07603179,0,006179771,-0,01644629,0,9969507,0,9980469,-0,0764645,-0,0208462,-0,01513189,0,9967396,0,9980469
4400,-0,07603413,0,006150789,-0,01682629,0,9969443,0,9980469,-0,07645633,-0,02087623,-0,0155233,0,9967336,0,9980469
4414,-0,07628355,0,0061154,-0,01740609,0,9969155,0,9980469,-0,07666017,-0,02090742,-0,01611158,0,9967079,0,9980469
4428,-0,07628663,0,0060773,-0,01790405,0,9969068,0,9980469,-0,07664958,-0,02094628,-0,01661665,0,9966996,0,9980469
4442,-0,07628985,0,00603689,-0,01843215,0,996897,0,9980469,-0,07663825,-0,02098772,-0,01715553,0,9966906,0,9980469
4456,-0,07573587,0,006816199,-0,0191025,0,9969218,0,9980469,-0,07608799,-0,02020399,-0,01782463,0,9967371,0,9980469
4470,-0,07574017,0,006768164,-0,01973477,0,9969093,0,9980469,-0,07607497,-0,02025289,-0,01846536,0,9967254,0,9980469
4484,-0,07591109,0,00812031,-0,02049443,0,996871,0,9980469,-0,0762813,-0,01890101,-0,01923746,0,9967216,0,9980469
4498,-0,07591577,0,008076464,-0,02107018,0,9968589,0,9980469,-0,07627042,-0,01894482,-0,01981007,0,9967103,0,9980469
4512,-0,0747489,0,008229155,-0,02158285,0,9969349,0,9980469,-0,07516506,-0,01878644,-0,02028196,0,9967878,0,9980469
4526,-0,07475078,0,008212315,-0,02180747,0,99693,0,9980469,-0,07516091,-0,01880303,-0,02050204,0,9967834,0,9980469
4540,-0,07475162,0,008204294,-0,02191442,0,9969276,0,9980469,-0,07515894,-0,01881091,-0,02060655,0,9967812,0,9980469
4554,-0,07438839,0,005844062,-0,02174268,0,9969754,0,9980469,-0,07485791,-0,02116419,-0,02043132,0,9967604,0,9980469
