Time_ms,LeftBlinkWeight,RightBlinkWeight,LeftConfidence,RightConfidence
207087,1,274317E-19,6,435237E-07,0,9980469,0,9980469
207101,1,274317E-19,6,435237E-07,0,9980469,0,9980469
207114,8,963347E-20,5,320826E-07,0,9980469,0,9980469
207129,8,963347E-20,5,320826E-07,0,9980469,0,9980469
207142,6,306567E-20,4,399291E-07,0,9980469,0,9980469
207156,6,306567E-20,4,399291E-07,0,9980469,0,9980469
207171,6,306567E-20,4,399291E-07,0,9980469,0,9980469
207184,4,438926E-20,3,637551E-07,0,9980469,0,9980469
207198,4,438926E-20,3,637551E-07,0,9980469,0,9980469
207212,3,124941E-20,3,007615E-07,0,9980469,0,9980469
207225,3,124941E-20,3,007615E-07,0,9980469,0,9980469
207239,3,124941E-20,3,007615E-07,0,9980469,0,9980469
207253,2,200361E-20,2,486783E-07,0,9980469,0,9980469
207268,2,200361E-20,2,486783E-07,0,9980469,0,9980469
207281,1,549588E-20,2,056145E-07,0,9980469,0,9980469
207295,1,549588E-20,2,056145E-07,0,9980469,0,9980469
207309,1,091402E-20,1,700055E-07,0,9980469,0,9980469
207323,1,091402E-20,1,700055E-07,0,9980469,0,9980469
207337,1,091402E-20,1,700055E-07,0,9980469,0,9980469
207351,7,687981E-21,1,405656E-07,0,9980469,0,9980469
207365,7,687981E-21,1,405656E-07,0,9980469,0,9980469
207378,4,254613E-21,1,162244E-07,0,9980469,0,9980469
207392,4,254613E-21,1,162244E-07,0,9980469,0,9980469
207406,4,254613E-21,1,162244E-07,0,9980469,0,9980469
207420,2,997515E-21,9,609732E-08,0,9980469,0,9980469
207434,2,997515E-21,9,609732E-08,0,9980469,0,9980469
207448,2,111975E-21,7,945575E-08,0,9980469,0,9980469
207462,2,111975E-21,7,945575E-08,0,9980469,0,9980469
207476,1,488133E-21,6,569642E-08,0,9980469,0,9980469
207489,1,488133E-21,6,569642E-08,0,9980469,0,9980469
207504,1,488133E-21,6,569642E-08,0,9980469,0,9980469
207517,1,048588E-21,5,431923E-08,0,9980469,0,9980469
207531,1,048588E-21,5,431923E-08,0,9980469,0,9980469
207545,7,389078E-22,4,491278E-08,0,9980469,0,9980469
207559,7,389078E-22,4,491278E-08,0,9980469,0,9980469
207573,7,389078E-22,4,491278E-08,0,9980469,0,9980469
207587,5,206958E-22,3,713507E-08,0,9980469,0,9980469
207601,5,206958E-22,3,713507E-08,0,9980469,0,9980469
207614,3,66934E-22,3,070425E-08,0,9980469,0,9980469
207629,3,66934E-22,3,070425E-08,0,9980469,0,9980469
207642,2,585877E-22,2,538734E-08,0,9980469,0,9980469
207656,2,585877E-22,2,538734E-08,0,9980469,0,9980469
207670,2,585877E-22,2,538734E-08,0,9980469,0,9980469
207684,1,822362E-22,2,099114E-08,0,9980469,0,9980469
207698,1,822362E-22,2,099114E-08,0,9980469,0,9980469
207712,1,284257E-22,1,735584E-08,0,9980469,0,9980469
207725,1,284257E-22,1,735584E-08,0,9980469,0,9980469
207739,1,284257E-22,1,735584E-08,0,9980469,0,9980469
207753,9,050604E-23,1,435019E-08,0,9980469,0,9980469
207767,9,050604E-23,1,435019E-08,0,9980469,0,9980469
207781,6,378503E-23,1,186524E-08,0,9980469,0,9980469
207795,6,378503E-23,1,186524E-08,0,9980469,0,9980469
207809,4,495266E-23,9,810495E-09,0,9980469,0,9980469
207822,4,495266E-23,9,810495E-09,0,9980469,0,9980469
207837,4,495266E-23,9,810495E-09,0,9980469,0,9980469
207850,3,168098E-23,8,111617E-09,0,9980469,0,9980469
207865,3,168098E-23,8,111617E-09,0,9980469,0,9980469
207878,2,23275E-23,6,706899E-09,0,9980469,0,9980469
207892,2,23275E-23,6,706899E-09,0,9980469,0,9980469
207906,2,23275E-23,6,706899E-09,0,9980469,0,9980469
207920,1,573575E-23,5,54547E-09,0,9980469,0,9980469
207934,1,573575E-23,5,54547E-09,0,9980469,0,9980469
207948,1,109022E-23,4,585188E-09,0,9980469,0,9980469
207962,1,109022E-23,4,585188E-09,0,9980469,0,9980469
207975,7,815889E-24,3,791115E-09,0,9980469,0,9980469
