Time_ms,LeftBlinkWeight,RightBlinkWeight,LeftConfidence,RightConfidence
73771,0,04330167,0,1120032,0,9980469,0,9980469
73786,0,04330167,0,1120032,0,9980469,0,9980469
73799,0,03126484,0,1104347,0,9980469,0,9980469
73813,0,03126484,0,1104347,0,9980469,0,9980469
73827,0,03126484,0,1104347,0,9980469,0,9980469
73841,0,04690982,0,09483153,0,9980469,0,9980469
73855,0,04690982,0,09483153,0,9980469,0,9980469
73869,0,05073392,0,08533446,0,9980469,0,9980469
73883,0,05073392,0,08533446,0,9980469,0,9980469
73897,0,04323109,0,07931599,0,9980469,0,9980469
73911,0,04323109,0,07931599,0,9980469,0,9980469
73925,0,04323109,0,07931599,0,9980469,0,9980469
73938,0,04031025,0,07124242,0,9980469,0,9980469
73953,0,04031025,0,07124242,0,9980469,0,9980469
73966,0,03909613,0,0661489,0,9980469,0,9980469
73980,0,03909613,0,0661489,0,9980469,0,9980469
73994,0,03855836,0,06592631,0,9980469,0,9980469
74008,0,03855836,0,06592631,0,9980469,0,9980469
74023,0,03855836,0,06592631,0,9980469,0,9980469
74036,0,03140359,0,05651385,0,9980469,0,9980469
74051,0,03140359,0,05651385,0,9980469,0,9980469
74064,0,02888196,0,05597864,0,9980469,0,9980469
74078,0,02888196,0,05597864,0,9980469,0,9980469
74092,0,02888196,0,05597864,0,9980469,0,9980469
74105,0,0279155,0,05559349,0,9980469,0,9980469
74120,0,0279155,0,05559349,0,9980469,0,9980469
74133,0,02751587,0,0553106,0,9980469,0,9980469
74147,0,02751587,0,0553106,0,9980469,0,9980469
74161,0,02751587,0,0553106,0,9980469,0,9980469
74175,0,02733895,0,05509909,0,9980469,0,9980469
74189,0,02733895,0,05509909,0,9980469,0,9980469
74203,0,02725569,0,05493851,0,9980469,0,9980469
74218,0,02725569,0,05493851,0,9980469,0,9980469
74231,0,02721431,0,05481496,0,9980469,0,9980469
74245,0,02721431,0,05481496,0,9980469,0,9980469
74259,0,02721431,0,05481496,0,9980469,0,9980469
74272,0,02719273,0,05471882,0,9980469,0,9980469
74287,0,02719273,0,05471882,0,9980469,0,9980469
74301,0,03235649,0,05464327,0,9980469,0,9980469
74315,0,03235649,0,05464327,0,9980469,0,9980469
74329,0,03235649,0,05464327,0,9980469,0,9980469
74342,0,03007931,0,05458342,0,9980469,0,9980469
74357,0,03007931,0,05458342,0,9980469,0,9980469
74370,0,02886054,0,05453566,0,9980469,0,9980469
74384,0,02886054,0,05453566,0,9980469,0,9980469
74398,0,0281821,0,05017038,0,9980469,0,9980469
74412,0,0281821,0,05017038,0,9980469,0,9980469
74426,0,0281821,0,05017038,0,9980469,0,9980469
74439,0,02779109,0,05091538,0,9980469,0,9980469
74454,0,02779109,0,05091538,0,9980469,0,9980469
74467,0,02755889,0,05152336,0,9980469,0,9980469
74482,0,02755889,0,05152336,0,9980469,0,9980469
74495,0,02741736,0,04812681,0,9980469,0,9980469
74509,0,02741736,0,04812681,0,9980469,0,9980469
74524,0,02741736,0,04812681,0,9980469,0,9980469
74537,0,01702479,0,04571154,0,9980469,0,9980469
74552,0,01702479,0,04571154,0,9980469,0,9980469
74565,0,02050622,0,04746617,0,9980469,0,9980469
74579,0,02050622,0,04746617,0,9980469,0,9980469
74593,0,02050622,0,04746617,0,9980469,0,9980469
74607,0,02273936,0,048828,0,9980469,0,9980469
74621,0,02273936,0,048828,0,9980469,0,9980469
74635,2,820045E-06,0,1790375,0,9980469,0,9980469
