Time_ms,TargetRotX,TargetRotY,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftConfidence,RightRotX,RightRotY,RightRotZ,RightRotW,RightConfidence
33037,0,0,-0,09642573,-0,0003087546,-0,03416648,0,9947536,0,9980469,-0,0973216,-0,02727154,-0,03203776,0,9943633,0,9980469
33051,0,0,-0,09642578,-0,0002888208,-0,03396084,0,9947606,0,9980469,-0,09732725,-0,0272513,-0,03183097,0,99437,0,9980469
33065,0,0,-0,09729443,-0,0002222038,-0,03361449,0,9946878,0,9980469,-0,09819133,-0,0271867,-0,03149907,0,9942974,0,9980469
33079,0,0,-0,09729443,-0,000211945,-0,03350961,0,9946914,0,9980469,-0,09819422,-0,02717622,-0,03139295,0,9943008,0,9980469
33092,0,0,-0,09632759,0,0002011617,-0,03363115,0,9947814,0,9980469,-0,09720912,-0,02676236,-0,03149205,0,9944056,0,9980469
33106,0,0,-0,0963276,0,0001989144,-0,03365436,0,9947805,0,9980469,-0,09720834,-0,0267652,-0,03152111,0,9944047,0,9980469
33120,0,0,-0,09782456,0,0006494902,-0,03371913,0,9946321,0,9980469,-0,09868794,-0,02632212,-0,03163596,0,994267,0,9980469
33134,0,0,-0,09782458,0,000647492,-0,03373946,0,9946315,0,9980469,-0,09868739,-0,02632413,-0,03165625,0,9942664,0,9980469
33149,0,0,-0,09782463,0,0006420098,-0,03379518,0,9946296,0,9980469,-0,09868637,-0,02632811,-0,03169631,0,9942652,0,9980469
33162,0,0,-0,0965671,0,0005551944,-0,03388062,0,9947496,0,9980469,-0,09742716,-0,02640799,-0,0317171,0,9943866,0,9980469
33176,0,0,-0,09656736,0,0005076656,-0,03437022,0,9947328,0,9980469,-0,09741431,-0,02645537,-0,03220072,0,994371,0,9980469
33190,0,0,-0,09732123,0,0005410064,-0,03466689,0,9946491,0,9980469,-0,09816422,-0,02642511,-0,03252375,0,9942876,0,9980469
33204,0,0,-0,09732129,0,000527686,-0,03480303,0,9946443,0,9980469,-0,09816042,-0,02643913,-0,03266582,0,994283,0,9980469
33218,0,0,-0,09732126,0,0005363775,-0,0347142,0,9946474,0,9980469,-0,09816285,-0,02643015,-0,03257482,0,9942859,0,9980469
33232,0,0,-0,09712817,0,0002343811,-0,03444238,0,9946758,0,9980469,-0,09800023,-0,02672986,-0,03230138,0,9943029,0,9980469
33246,0,0,-0,0971281,0,0002606642,-0,03417321,0,994685,0,9980469,-0,09800714,-0,02670446,-0,03204366,0,9943112,0,9980469
33260,0,0,-0,09694695,0,0003771624,-0,0340641,0,9947064,0,9980469,-0,0978357,-0,02658894,-0,03194846,0,9943343,0,9980469
33273,0,0,-0,09694701,0,0003558728,-0,03428254,0,9946989,0,9980469,-0,09782937,-0,02661215,-0,03218437,0,9943265,0,9980469
33287,0,0,-0,09500055,0,002040436,-0,03478381,0,9948673,0,9980469,-0,09587372,-0,0249278,-0,03265687,0,9945454,0,9980469
33301,0,0,-0,09500085,0,002025199,-0,03494336,0,9948617,0,9980469,-0,09586897,-0,02494596,-0,03284522,0,9945393,0,9980469
33316,0,0,-0,09500054,0,002039404,-0,03479461,0,9948668,0,9980469,-0,09587197,-0,02493447,-0,03272602,0,9945431,0,9980469
33329,0,0,-0,09530741,0,002586654,-0,03478846,0,9948366,0,9980469,-0,09619243,-0,02439049,-0,03275045,0,9945248,0,9980469
33343,0,0,-0,09530707,0,002598685,-0,03466288,0,9948409,0,9980469,-0,09619498,-0,02438039,-0,03264602,0,9945282,0,9980469
33357,0,0,-0,09431161,0,002976162,-0,03469922,0,9949334,0,9980469,-0,0952073,-0,02400107,-0,03267037,0,9946317,0,9980469
