Time_ms,Phase,PhaseTime_ms,TargetRotX,TargetRotY,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,LeftBlinkWeight,RightBlinkWeight,LeftConfidence,RightConfidence
0,Fixation,0,0.00,0.00,0.01102,-0.01006,0.02301,-0.99962,-0.05290,-0.02130,0.00113,-0.99837,0.04235,0.03011,-0.02487,0.99834,-0.05296,0.00588,-0.00031,-0.99858,0.04180,0.00295,-0.02314,0.99885,0.00000,0.00000,1.00,1.00
12,Fixation,12,0.00,0.00,0.01101,-0.01013,0.02304,-0.99962,-0.05288,-0.02124,0.00113,-0.99837,0.04235,0.03011,-0.02490,0.99834,-0.05295,0.00594,-0.00032,-0.99858,0.04180,0.00295,-0.02317,0.99885,0.00000,0.00000,1.00,1.00
23,Fixation,23,0.00,0.00,0.01104,-0.01015,0.02305,-0.99962,-0.04867,-0.02148,0.00105,-0.99858,0.03811,0.03047,-0.02480,0.99850,-0.04873,0.00569,-0.00028,-0.99880,0.03755,0.00333,-0.02318,0.99902,0.00000,0.00000,1.00,1.00
35,Fixation,35,0.00,0.00,0.01110,-0.01024,0.02308,-0.99962,-0.05171,-0.02135,0.00111,-0.99843,0.04110,0.03037,-0.02491,0.99838,-0.05178,0.00583,-0.00030,-0.99864,0.04054,0.00321,-0.02321,0.99890,0.00000,0.00000,1.00,1.00
46,Fixation,46,0.00,0.00,0.01114,-0.01033,0.02305,-0.99962,-0.04984,-0.02124,0.00106,-0.99853,0.03917,0.03039,-0.02483,0.99846,-0.04989,0.00593,-0.00030,-0.99874,0.03862,0.00324,-0.02317,0.99898,0.00000,0.00000,1.00,1.00
57,Fixation,57,0.00,0.00,0.01119,-0.01041,0.02304,-0.99962,-0.05179,-0.01977,0.00103,-0.99846,0.04104,0.02895,-0.02479,0.99843,-0.05183,0.00742,-0.00038,-0.99863,0.04047,0.00179,-0.02308,0.99891,0.00000,0.00000,1.00,1.00
69,Fixation,69,0.00,0.00,0.01122,-0.01049,0.02303,-0.99962,-0.05183,-0.01968,0.00102,-0.99846,0.04104,0.02895,-0.02478,0.99843,-0.05187,0.00750,-0.00039,-0.99863,0.04047,0.00179,-0.02306,0.99891,0.00000,0.00000,1.00,1.00
79,Fixation,79,0.00,0.00,0.01127,-0.01060,0.02301,-0.99962,-0.04992,-0.01962,0.00098,-0.99856,0.03909,0.02904,-0.02471,0.99851,-0.04996,0.00755,-0.00038,-0.99872,0.03852,0.00189,-0.02305,0.99899,0.00000,0.00000,1.00,1.00
90,Fixation,90,0.00,0.00,0.01125,-0.01070,0.02300,-0.99961,-0.05283,-0.02103,0.00111,-0.99838,0.04205,0.03048,-0.02488,0.99834,-0.05288,0.00616,-0.00033,-0.99858,0.04149,0.00332,-0.02314,0.99887,0.00000,0.00000,1.00,1.00
101,Fixation,101,0.00,0.00,0.01127,-0.01078,0.02300,-0.99961,-0.04965,-0.02103,0.00105,-0.99854,0.03885,0.03063,-0.02479,0.99847,-0.04970,0.00614,-0.00031,-0.99875,0.03829,0.00349,-0.02314,0.99899,0.00000,0.00000,1.00,1.00
112,Fixation,112,0.00,0.00,0.01130,-0.01084,0.02301,-0.99961,-0.05299,-0.02103,0.00112,-0.99837,0.04215,0.03061,-0.02490,0.99833,-0.05304,0.00616,-0.00033,-0.99857,0.04160,0.00345,-0.02316,0.99886,0.00000,0.00000,1.00,1.00
123,Fixation,123,0.00,0.00,0.01133,-0.01087,0.02297,-0.99961,-0.05302,-0.02099,0.00111,-0.99837,0.04216,0.03061,-0.02486,0.99833,-0.05307,0.00619,-0.00033,-0.99857,0.04160,0.00345,-0.02312,0.99886,0.00000,0.00000,1.00,1.00
134,Fixation,134,0.00,0.00,0.01139,-0.01089,0.02294,-0.99961,-0.04950,-0.01934,0.00096,-0.99859,0.03854,0.02906,-0.02463,0.99853,-0.04953,0.00783,-0.00039,-0.99874,0.03796,0.00191,-0.02298,0.99901,0.00000,0.00000,1.00,1.00
145,Fixation,145,0.00,0.00,0.01143,-0.01086,0.02291,-0.99961,-0.05306,-0.02119,0.00113,-0.99837,0.04210,0.03079,-0.02482,0.99833,-0.05311,0.00600,-0.00032,-0.99857,0.04154,0.00363,-0.02307,0.99886,0.00000,0.00000,1.00,1.00
157,Fixation,157,0.00,0.00,0.01150,-0.01085,0.02290,-0.99961,-0.04747,-0.02242,0.00107,-0.99862,0.03647,0.03215,-0.02470,0.99851,-0.04753,0.00474,-0.00023,-0.99886,0.03591,0.00502,-0.02311,0.99908,0.00000,0.00000,1.00,1.00
167,Fixation,167,0.00,0.00,0.01152,-0.01086,0.02285,-0.99961,-0.05137,-0.02245,0.00116,-0.99843,0.04035,0.03210,-0.02478,0.99836,-0.05143,0.00472,-0.00024,-0.99867,0.03980,0.00495,-0.02308,0.99893,0.00000,0.00000,1.00,1.00
179,Fixation,179,0.00,0.00,0.01158,-0.01084,0.02281,-0.99961,-0.05024,-0.01867,0.00094,-0.99856,0.03907,0.02833,-0.02448,0.99853,-0.05026,0.00851,-0.00043,-0.99870,0.03849,0.00118,-0.02280,0.99900,0.00000,0.00000,1.00,1.00
191,Fixation,191,0.00,0.00,0.01158,-0.01084,0.02276,-0.99962,-0.05024,-0.01867,0.00094,-0.99856,0.03907,0.02833,-0.02443,0.99854,-0.05027,0.00851,-0.00043,-0.99870,0.03849,0.00118,-0.02275,0.99900,0.00000,0.00000,1.00,1.00
202,Fixation,202,0.00,0.00,0.01160,-0.01092,0.02271,-0.99962,-0.05137,-0.01854,0.00095,-0.99851,0.04018,0.02826,-0.02441,0.99849,-0.05140,0.00864,-0.00044,-0.99864,0.03960,0.00111,-0.02270,0.99896,0.00000,0.00000,1.00,1.00
214,Fixation,214,0.00,0.00,0.01161,-0.01103,0.02267,-0.99961,-0.05018,-0.01853,0.00093,-0.99857,0.03898,0.02839,-0.02434,0.99854,-0.05021,0.00865,-0.00043,-0.99870,0.03840,0.00124,-0.02266,0.99900,0.00000,0.00000,1.00,1.00
