Time_ms,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftLocalRotX,LeftLocalRotY,LeftLocalRotZ,LeftLocalRotW,LeftWorldRotX,LeftWorldRotY,LeftWorldRotZ,LeftWorldRotW,LeftConfidence,RightLocalRotX,RightLocalRotY,RightLocalRotZ,RightLocalRotW,RightWorldRotX,RightWorldRotY,RightWorldRotZ,RightWorldRotW,RightConfidence
0,0.01526,0.00326,0.02614,-0.99954,-0.06337,-0.03225,0.00205,-0.99747,0.04897,0.02729,-0.02841,0.99802,1.00,-0.06353,-0.00503,0.00032,-0.99797,0.04841,0.00011,-0.02628,0.99848,1.00
11,0.01525,0.00321,0.02612,-0.99954,-0.05997,-0.03264,0.00196,-0.99766,0.04559,0.02783,-0.02832,0.99817,1.00,-0.06013,-0.00545,0.00033,-0.99818,0.04502,0.00067,-0.02629,0.99864,1.00
22,0.01526,0.00312,0.02615,-0.99954,-0.05998,-0.03256,0.00196,-0.99767,0.04559,0.02783,-0.02835,0.99817,1.00,-0.06014,-0.00536,0.00032,-0.99818,0.04502,0.00067,-0.02632,0.99864,1.00
34,0.01521,0.00306,0.02622,-0.99954,-0.06191,-0.03267,0.00203,-0.99754,0.04758,0.02795,-0.02849,0.99807,1.00,-0.06208,-0.00546,0.00034,-0.99806,0.04702,0.00077,-0.02640,0.99855,1.00
44,0.01514,0.00304,0.02627,-0.99954,-0.05986,-0.03214,0.00193,-0.99769,0.04558,0.02750,-0.02844,0.99818,1.00,-0.06002,-0.00494,0.00030,-0.99818,0.04501,0.00033,-0.02641,0.99864,1.00
56,0.01506,0.00301,0.02629,-0.99954,-0.05979,-0.03212,0.00192,-0.99769,0.04558,0.02750,-0.02846,0.99818,1.00,-0.05995,-0.00492,0.00030,-0.99819,0.04501,0.00033,-0.02643,0.99864,1.00
67,0.01502,0.00301,0.02632,-0.99954,-0.06176,-0.03148,0.00195,-0.99759,0.04759,0.02681,-0.02849,0.99810,1.00,-0.06192,-0.00427,0.00026,-0.99807,0.04701,-0.00037,-0.02641,0.99854,1.00
78,0.01500,0.00304,0.02633,-0.99954,-0.05983,-0.03200,0.00192,-0.99769,0.04568,0.02735,-0.02848,0.99818,1.00,-0.05998,-0.00480,0.00029,-0.99819,0.04511,0.00019,-0.02646,0.99863,1.00
89,0.01502,0.00304,0.02634,-0.99954,-0.05985,-0.03201,0.00192,-0.99769,0.04568,0.02735,-0.02850,0.99817,1.00,-0.06000,-0.00481,0.00029,-0.99819,0.04511,0.00019,-0.02647,0.99863,1.00
101,0.01509,0.00307,0.02634,-0.99953,-0.06212,-0.03164,0.00197,-0.99757,0.04787,0.02690,-0.02853,0.99808,1.00,-0.06227,-0.00443,0.00028,-0.99805,0.04730,-0.00028,-0.02644,0.99853,1.00
112,0.01508,0.00312,0.02632,-0.99954,-0.06182,-0.03114,0.00193,-0.99760,0.04757,0.02636,-0.02846,0.99811,1.00,-0.06197,-0.00393,0.00024,-0.99807,0.04699,-0.00082,-0.02638,0.99855,1.00
123,0.01509,0.00318,0.02635,-0.99953,-0.06183,-0.03121,0.00193,-0.99760,0.04757,0.02636,-0.02850,0.99811,1.00,-0.06197,-0.00400,0.00025,-0.99807,0.04699,-0.00082,-0.02641,0.99855,1.00
134,0.01505,0.00323,0.02636,-0.99953,-0.06178,-0.03111,0.00193,-0.99760,0.04757,0.02621,-0.02849,0.99812,1.00,-0.06193,-0.00390,0.00024,-0.99807,0.04699,-0.00096,-0.02641,0.99855,1.00
145,0.01507,0.00331,0.02639,-0.99953,-0.05977,-0.03113,0.00187,-0.99773,0.04553,0.02621,-0.02847,0.99821,1.00,-0.05991,-0.00393,0.00024,-0.99820,0.04494,-0.00096,-0.02644,0.99864,1.00
156,0.01511,0.00340,0.02641,-0.99953,-0.05980,-0.03122,0.00187,-0.99772,0.04553,0.02621,-0.02849,0.99821,1.00,-0.05995,-0.00402,0.00024,-0.99819,0.04494,-0.00096,-0.02646,0.99864,1.00
167,0.01519,0.00344,0.02642,-0.99953,-0.05988,-0.03164,0.00190,-0.99770,0.04554,0.02658,-0.02853,0.99820,1.00,-0.06003,-0.00444,0.00027,-0.99819,0.04495,-0.00059,-0.02650,0.99864,1.00
178,0.01523,0.00349,0.02639,-0.99953,-0.05992,-0.03169,0.00190,-0.99770,0.04554,0.02658,-0.02851,0.99820,1.00,-0.06006,-0.00449,0.00027,-0.99818,0.04495,-0.00059,-0.02647,0.99864,1.00
190,0.01527,0.00354,0.02639,-0.99953,-0.06033,-0.03186,0.00193,-0.99767,0.04592,0.02668,-0.02852,0.99818,1.00,-0.06048,-0.00465,0.00028,-0.99816,0.04534,-0.00049,-0.02648,0.99862,1.00
200,0.01532,0.00353,0.02636,-0.99953,-0.06102,-0.03158,0.00193,-0.99763,0.04655,0.02641,-0.02850,0.99816,1.00,-0.06117,-0.00438,0.00027,-0.99812,0.04596,-0.00077,-0.02643,0.99859,1.00
212,0.01534,0.00349,0.02637,-0.99953,-0.06125,-0.03173,0.00195,-0.99762,0.04676,0.02659,-0.02852,0.99814,1.00,-0.06140,-0.00453,0.00028,-0.99810,0.04618,-0.00058,-0.02645,0.99858,1.00
223,0.01541,0.00342,0.02634,-0.99953,-0.06132,-0.03167,0.00195,-0.99761,0.04676,0.02659,-0.02850,0.99815,1.00,-0.06147,-0.00446,0.00027,-0.99810,0.04618,-0.00058,-0.02643,0.99858,1.00
234,0.01548,0.00336,0.02631,-0.99953,-0.06134,-0.03132,0.00193,-0.99762,0.04671,0.02631,-0.02845,0.99816,1.00,-0.06149,-0.00412,0.00025,-0.99810,0.04612,-0.00086,-0.02637,0.99859,1.00
